id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,fdr
C1094,J10_PNEUMOBACT,Bacterial pneumoniae,METSIM_C1094_thyroxine,Inverse variance weighted (multiplicative random effects),21,0.0146112930187208,0.0278773588504057,0.600189797282501,0.600189797282501
