exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),21,0.0146112930187208,0.0278773588504057,0.600189797282501,0.600189797282501,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Contamination mixture,,0.1348292,0.0816326530612245,0.337865334023873,,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
METSIM_C1094_thyroxine,Bacterial pneumoniae,C1094,J10_PNEUMOBACT,Weighted median,21,-0.0142161805444898,0.0345216342360662,0.680482378411781,,,0.00312262359149286,0.709801119547408,26.2844151305821,0.156622670166316,23.9092827417343,TRUE,1.66530204870224e-100,
Thyroxine levels,Bacterial pneumoniae,GCST90200293,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),22,-0.0397307792449252,0.0293092510127005,0.175235611298086,0.525706833894257,,-0.0012059584475834,0.916076828960015,19.5478447975983,0.55004031380145,0,TRUE,3.80287694753744e-101,
Thyroxine levels,Bacterial pneumoniae,GCST90200293,J10_PNEUMOBACT,Contamination mixture,,-0.0900218759121234,0.0331632653061225,0.00746185377152017,,,-0.0012059584475834,0.916076828960015,19.5478447975983,0.55004031380145,0,TRUE,3.80287694753744e-101,
Thyroxine levels,Bacterial pneumoniae,GCST90200293,J10_PNEUMOBACT,Weighted median,22,-0.103630738796952,0.0432037316271457,0.0164555228695636,,,-0.0012059584475834,0.916076828960015,19.5478447975983,0.55004031380145,0,TRUE,3.80287694753744e-101,
thyroxine,Bacterial pneumoniae,uXhzUk,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),7,-0.0207130436860458,0.0172273161751094,0.229232896352992,0.343849344529489,,0.00646540873845874,0.502965354578831,5.70376081956906,0.457179261099722,0,TRUE,2.16475495975323e-35,
thyroxine,Bacterial pneumoniae,uXhzUk,J10_PNEUMOBACT,Contamination mixture,,-0.0336448602949442,0.0153061224489796,0.0987516130324933,,,0.00646540873845874,0.502965354578831,5.70376081956906,0.457179261099722,0,TRUE,2.16475495975323e-35,
thyroxine,Bacterial pneumoniae,uXhzUk,J10_PNEUMOBACT,Weighted median,7,-0.0309292320646542,0.023085736164213,0.180324987301276,,,0.00646540873845874,0.502965354578831,5.70376081956906,0.457179261099722,0,TRUE,2.16475495975323e-35,
