#ID,name,HMDB_ID,CAS,kingdom(HMDB),super_class(HMDB),class(HMDB),sub_class(HMDB)
pos_7041,Collagen,HMDB0303213,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7046,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/PGJ2)",HMDB0287691,--,--,--,--,--
pos_705,Levan,HMDB0003539,9013-95-0,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_706,L-Pipecolic acid,HMDB0000716,3105-95-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7060,"8-Cyclopentyl-1,3-dimethylxanthine",HMDB0247431,--,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
pos_7061,Inflatine,HMDB0254137,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_7063,Erythratine,HMDB0030181,5550-20-9,Organic compounds,Alkaloids and derivatives,Erythrina alkaloids,Erythrinanes
pos_7074,"1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane",HMDB0244223,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_708,Vigabatrin,HMDB0015212,60643-86-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7088,Tryptophyl-Lysine,HMDB0029088,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7114,CDP-DG(18:1(11Z)/PGE2),HMDB0291099,--,--,--,--,--
pos_7120,Mepartricin B,HMDB0254450,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7131,L-Isoleucine,HMDB0000172,73-32-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7148,4-(Methylnitrosoamino)-4-(3-pyridyl)-1-butanol,HMDB0247003,--,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,--
pos_7151,Aminodeoxykanamycin,HMDB0242522,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7164,Gly-Pro-Arg-Pro-Lys,HMDB0252830,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_718,Methylgeranate,HMDB0302475,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_7187,Imigliptin,HMDB0253428,--,Organic compounds,Organoheterocyclic compounds,Imidazopyridines,--
pos_7188,"(11S,14S,17R,20S,23R)-20-Benzyl-17-[3-(diaminomethylideneamino)propyl]-14-(1H-indol-3-ylmethyl)-2,5,13,16,19,22-hexaoxo-1,6,12,15,18,21-hexazabicyclo[21.3.0]hexacosane-11-carboxamide",HMDB0260063,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_722,Meprobamate,HMDB0014515,57-53-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_723,(3R)-3-Hydroxy-N-[(3S)-2-oxooxolan-3-yl]butanamide,HMDB0243607,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7237,Leucinic acid,HMDB0000665,498-36-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_7239,3-[(5-Methyl-2-furanyl)methyl]-1H-pyrrole,HMDB0040042,118248-37-6,Organic compounds,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles
pos_7241,"2-Ethoxy-1-ethoxycarbonyl-1,2-dihydroquinoline",HMDB0244738,--,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives
pos_726,5-(Hydroxymethyl)-1H-pyrrole-2-carbaldehyde,HMDB0246729,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_7262,Annomuricatin B,HMDB0303182,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_727,N-(1-Deoxy-1-fructosyl)proline,HMDB0038493,29118-61-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_728,Arginylisoleucine,HMDB0028712,62632-70-6,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7285,Hemorphin-7,HMDB0253085,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7303,Ustiloxin D,HMDB0041054,158243-18-6,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7308,Cytochalasin B,HMDB0250718,--,Organic compounds,Alkaloids and derivatives,Cytochalasans,Cytochalasins
pos_7312,Episterol,HMDB0006847,474-68-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids
pos_7322,Chembl4513510,HMDB0260357,--,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives
pos_7342,3-Hydroxy-1-phenyl-1-octadecanone,HMDB0035680,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_735,Cytosine,HMDB0000630,71-30-7,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_7350,6-Deoxoteasterone,HMDB0304225,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_7359,6alpha-Hydroxy-castasterone,HMDB0304235,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_736,Allopurinol riboside,HMDB0000481,16220-07-8,Organic compounds,"Nucleosides, nucleotides, and analogues","Pyrazolo[3,4-d]pyrimidine glycosides",--
pos_7379,"PC(2:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))",HMDB0288862,--,--,--,--,--
pos_7380,PA(17:0/6 keto-PGF1alpha),HMDB0263501,--,--,--,--,--
pos_7382,Muramic acid,HMDB0003254,1114-41-6,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_739,(+/-)-Ethyl 2-hydroxy-2-methylbutyrate,HMDB0032269,77-70-3,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_740,METHACHOLINE,HMDB0015654,55-92-5,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts
pos_7404,Metaldehyde,HMDB0254499,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers
pos_7406,(5R)-5-Hydroxyhexanoic acid,HMDB0000409,83972-61-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_741,Uridine,HMDB0000296,58-96-8,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,--
pos_7414,Homocitrulline,HMDB0000679,1190-49-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_742,l-arginine nitrite,HMDB0253871,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_743,Neuraminic acid,HMDB0000830,114-04-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_7438,"PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))",HMDB0113700,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_745,Mergepta,HMDB0254467,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_747,5-Fluorouridine,HMDB0060396,--,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,--
pos_748,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,HMDB0002305,6157-85-3,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7507,Acetoin,HMDB0003243,513-86-0,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_7508,Alprenolol,HMDB0015004,13655-52-2,Organic compounds,Benzenoids,Phenol ethers,--
pos_751,Plantagonine,HMDB0033482,21857-97-6,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
pos_7518,PGP(a-15:0/PGE1),HMDB0274461,--,--,--,--,--
pos_7525,N-Docosahexaenoyl Histidine,HMDB0242015,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_753,Glutaminylglycine,HMDB0028797,2650-65-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7534,"(E)-5-(3,4,5,6-Tetrahydro-3-pyridylidenemethyl)-2-furanmethanol",HMDB0033560,--,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Hydropyridines
pos_754,Octopine,HMDB0255912,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7541,"DG(10:0/20:3(8Z,11Z,14Z)-2OH(5,6)/0:0)",HMDB0294489,--,--,--,--,--
pos_7554,"(8alpha,10alpha,13alpha,17beta)-17-[(4-Hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid",HMDB0243632,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid acids
pos_758,2-n-Propyl-4-oxopentanoic acid,HMDB0060683,--,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives
pos_759,"5,6-Dihydrouridine",HMDB0000497,5627/5/4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7598,Aglycone C,HMDB0244417,--,Organic compounds,Benzenoids,Naphthacenes,Tetracenequinones
pos_7599,Estradiol-17beta 3-glucuronide,HMDB0006224,15270-30-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_760,N-(1-Deoxy-1-fructosyl)valine,HMDB0037844,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7603,Jubanine C,HMDB0037300,159226-00-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7616,2'-Apo-beta-carotenal,HMDB0035150,5525-46-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquaterpenoids
pos_7617,Capsianoside I,HMDB0002318,121924-04-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_7619,Mitemcinal,HMDB0254757,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_763,Glucoerucin,HMDB0038403,21973-56-8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7630,"3a,7b,12a-Trihydroxyoxocholanyl-Glycine",HMDB0000331,68753-51-5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_7640,"18-Nor-4(19),8,11,13-abietatetraene",HMDB0041371,22478-62-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_7641,"(8S,9S,10S,11S,13S,14S,17R)-11,17-Dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-2,3-dione",HMDB0260196,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
pos_766,"1,2,3-Trihydroxybenzene",HMDB0013674,87-66-1,Organic compounds,Benzenoids,Phenols,Benzenetriols and derivatives
pos_7662,"DG(14:0/18:3(6Z,9Z,12Z)/0:0)",HMDB0007017,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_767,Norvaline,HMDB0013716,760-78-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7676,Heptadecatrienal,HMDB0041333,56797-44-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes
pos_7678,"27-Nor-5b-cholestane-3a,7a,12a,24,25-pentol",HMDB0002126,78648-95-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_768,Uric acid,HMDB0000289,69-93-2,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
pos_77,D-Pipecolic acid,HMDB0005960,1723-00-8,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_770,alpha-Methyl-m-tyrosine,HMDB0248232,--,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,--
pos_771,"4-[(2,4-Dihydroxy-3,3-dimethylbutanoyl)amino]butanoic acid",HMDB0246316,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7716,LysoSM(d18:0),HMDB0012082,--,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids
pos_7718,Ponasteroside A,HMDB0034091,20117-33-3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_7723,3-Hexen-1-ol,HMDB0030003,928-96-1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_7731,"7(14)-Bisabolene-2,3,10,11-tetrol",HMDB0035918,122470-42-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_7735,delta-Hexanolactone,HMDB0000453,823-22-3,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones
pos_7745,"3-(L-Menthoxy)-2-methylpropane-1,2-diol",HMDB0032417,195863-84-4,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_7751,"1,2-Dilinolenoyl-3-(4-aminobutyryl)propane-1,2,3-triol",HMDB0244079,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols
pos_7754,"PGP(18:2(9Z,11Z)/5-iso PGF2VI)",HMDB0272855,--,--,--,--,--
pos_7756,N2-Methyl-L-arginine,HMDB0255294,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7757,Taurocholate,HMDB0000036,81-24-3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_7760,Benextramine,HMDB0248948,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines
pos_7763,MG(a-13:0/0:0/0:0)[rac],HMDB0072841,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
pos_7772,"3-Hexaprenyl-4,5-dihydroxybenzoate",HMDB0001063,63975-40-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Polyprenylphenols
pos_7776,5-((6-((Aminomethyl)amino)-1-oxohexyl)amino)pentanoic acid,HMDB0258266,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides
pos_778,"3-Hydroxy-4,6-heptadiyne-1-yl 1-glucoside",HMDB0038964,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_7783,Isovaleric acid,HMDB0000718,503-74-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_7784,4-Hydroxyvalproic acid,HMDB0013900,60113-82-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_7786,3-Methoxy-4-hydroxymandelate,HMDB0000291,13244-77-4,Organic compounds,Benzenoids,Phenols,Methoxyphenols
pos_7790,Myristoleic acid,HMDB0002000,544-64-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_78,Dihydrouracil,HMDB0000076,504-07-4,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_7806,THYMOPENTIN,HMDB0259057,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7830,Thrombin receptor peptide sfllrnp,HMDB0259047,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7833,11-Hydroxyprogesterone 11-glucuronide,HMDB0010364,77710-64-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_7838,2-(4-Methyl-5-thiazolyl)ethyl formate,HMDB0032420,90731-56-9,Organic compounds,Organoheterocyclic compounds,Azoles,Thiazoles
pos_784,UDP-4-dehydro-6-deoxy-D-glucose,HMDB0012300,13094-28-5,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine nucleotide sugars
pos_7840,2-Mercaptobenzothiazole,HMDB0030524,149-30-4,Organic compounds,Organoheterocyclic compounds,Benzothiazoles,--
pos_7842,"1,2-Cyclohexanediol, 1-methyl-4-(1-methylethenyl)-",HMDB0256048,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_7844,delta-9-tetrahydrocannabinolate,HMDB0304545,--,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans
pos_785,CMP-N-glycoloylneuraminate,HMDB0012206,98300-80-2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_7863,Ethyl 3-hydroxybutyrate,HMDB0040409,35608-64-1,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives
pos_7873,Methyl DL-Leucate,HMDB0036231,40348-72-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_7874,"(1S,2S,4R,8R)-p-Menthane-1,2,8,9-tetrol",HMDB0039974,402593-46-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_7876,Arginyl-Alanine,HMDB0028702,40968-45-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7877,2-Ethyl-6-hydroxyhexanoic acid,HMDB0245116,--,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
pos_7880,milbemycin beta3,HMDB0254729,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,Milbemycins
pos_789,"1-(5-Hydroxy-2-oxo-2,3-dihydroimidazol-4-yl)urea",HMDB0248150,--,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles
pos_7892,Thyroxine,HMDB0000248,51-48-9,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7893,5-Isopropylbicyclo[3.1.0]hexan-2-one,HMDB0035229,513-20-2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_7894,Pantothenate,HMDB0000210,79-83-4,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_7896,Oxdralazine,HMDB0255976,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_790,Homostachydrine,HMDB0004827,471-87-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7905,"(S)-2,3-Dihydro-7-hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-acetic acid",HMDB0040407,94356-37-3,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans
pos_7906,N-Undecanoylglycine,HMDB0013286,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7916,PE(15:0/18:0),HMDB0008892,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_7920,Histidinyl-Arginine,HMDB0028879,77369-21-2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_7924,Oxypertine,HMDB0256019,--,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines
pos_793,Dimethyl fumarate,HMDB0031257,624-49-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_7930,"PA(15:0/20:3(8Z,11Z,14Z))",HMDB0115509,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_794,2-Pyrazinoylguanidine,HMDB0247125,--,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrazines
pos_7941,Goshonoside F4,HMDB0038377,90851-27-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_7946,13-HDoHE,HMDB0060043,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_7947,"ent-16b,19-Kauranediol 19-acetate",HMDB0036801,30320-70-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_796,Acetylcarnitine,HMDB0000201,3040-38-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_7962,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",HMDB0000359,17974-66-2,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_7975,Seocalcitol,HMDB0242642,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives
pos_7988,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,HMDB0304169,--,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_8005,Alpha-CEHC,HMDB0001518,4072-32-6,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans
pos_8056,Cynaratriol,HMDB0034983,70894-20-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones
pos_806,Ethyl nicotinate,HMDB0059846,--,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives
pos_8061,N-Oleoyl Alanine,HMDB0241953,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_8073,THA,HMDB0002007,81247-23-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_808,epsilon-Maleimido-lysine,HMDB0251891,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_8086,"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",HMDB0006820,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids
pos_8088,Arbutin,HMDB0029943,497-76-7,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_809,1-O-Galloylglycerol,HMDB0039177,87087-60-3,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
pos_8090,Terbutryn,HMDB0258830,--,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines"
pos_8091,L-Thyronine,HMDB0000667,1596-67-4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_8092,"5,6-Dimethoxysterigmatocystin",HMDB0030592,65176-75-2,Organic compounds,Phenylpropanoids and polyketides,Sterigmatocystins,--
pos_8093,Prunitrin,HMDB0034149,154-36-9,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides
pos_810,HMBOA dihexose,HMDB0304551,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_8100,5-Ethyl-4-methyl-2-pentyloxazole,HMDB0037889,84028-13-7,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles
pos_8135,4-Butyl-5-ethylthiazole,HMDB0040065,57246-62-5,Organic compounds,Organoheterocyclic compounds,Azoles,Thiazoles
pos_814,(Z)-3-Methyl-3-decenoic acid,HMDB0031062,22882-87-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_816,Pisatoside,HMDB0039127,18814-39-6,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_8163,"1,2-dihydrostilbene",HMDB0244093,--,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,--
pos_8164,Pentadecanoic acid,HMDB0000826,1002-84-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_817,Isoproterenol,HMDB0015197,7683-59-2,Organic compounds,Benzenoids,Phenols,Benzenediols
pos_8185,Traumatic acid,HMDB0000933,6402-36-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_8187,MG(0:0/i-12:0/0:0),HMDB0072858,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols
pos_8188,Corticosterone,HMDB0001547,50-22-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
pos_8192,4-Hydroxyandrostenedione glucuronide,HMDB0010315,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_8195,Uzarigenin 3-[xylosyl-(1->2)-rhamnoside],HMDB0036296,255861-29-1,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_8199,Carbocyclic thromboxane A2,HMDB0249633,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_820,Cambinol,HMDB0249572,--,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
pos_8200,"2',4'-Dihydroxy-2-biphenylcarboxylic acid",HMDB0039209,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives
pos_8211,"(4E,7E,10Z,13E,16E,19E)-docosa-4,7,10,13,16,19-hexaenoic acid",HMDB0251558,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_8212,pregnenolone sulfate,HMDB0000774,1247-64-9,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids
pos_8221,54-Deoxy-50-hydroxyciguatoxin,HMDB0039392,263336-54-5,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_8243,"PI(PGE2/16:2(9Z,12Z))",HMDB0276261,--,--,--,--,--
pos_8247,Rifametane,HMDB0257224,--,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_8252,"PI(20:2(11Z,14Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))",HMDB0277243,--,--,--,--,--
pos_8267,"Cyanidin 3,5-O-diglucoside",HMDB0304659,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_828,L-Histidinal,HMDB0012234,23784-15-8,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_8284,Theogallin,HMDB0039287,53584-43-3,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_829,N-(1-Deoxy-1-fructosyl)methionine,HMDB0037841,20638-92-0,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
