#ID,name,HMDB_ID,CAS,kingdom(HMDB),super_class(HMDB),class(HMDB),sub_class(HMDB)
pos_12526,"3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione",HMDB0006755,566-03-0,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
pos_12536,3-propyl acrolein,HMDB0253154,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_12538,"1,3-Diisopropylbenzene",HMDB0013806,99-62-7,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes
pos_12555,"1,3-Dithiane",HMDB0031473,505-23-7,Organic compounds,Organoheterocyclic compounds,Dithianes,--
pos_12564,Picrocrocin,HMDB0005796,138-55-6,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_12565,Granisetron,HMDB0015026,109889-09-0,Organic compounds,Organoheterocyclic compounds,Benzopyrazoles,Indazoles
pos_12595,Tetracosapentenoic acid,HMDB0258880,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_12597,Bamethan,HMDB0248857,--,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids
pos_12598,Aminoglutethimide,HMDB0014501,125-84-8,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines
pos_12608,Elamipretide,HMDB0251733,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_12623,"(Z)-5-[(2R,3S,4S)-4-Hydroxy-2-[(E)-3-hydroxyoct-1-enyl]oxan-3-yl]pent-3-enoic acid",HMDB0244345,--,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives
pos_12644,Tetracosanoic acid,HMDB0002003,557-59-5,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_12681,2-hexadecenal,HMDB0060482,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes
pos_1269,Methyl prednisolonate,HMDB0254608,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids
pos_12693,Threoninyl-Gamma-glutamate,HMDB0029075,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_12695,"5-(14-Nonadecenyl)-1,3-benzenediol",HMDB0031677,187523-39-3,Organic compounds,Benzenoids,Phenols,Benzenediols
pos_12718,5-Methylcytidine,HMDB0000982,2140-61-6,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,--
pos_12720,Abscisate,HMDB0029382,639-46-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_12722,2-Deoxycastasterone,HMDB0034423,87734-68-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_12737,1-Octadecanoyl-sn-glycero-3-phosphoethanolamine,HMDB0011130,69747-55-3,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_12750,4-Tert-butyl-N-methyl-N-phenylbenzamide,HMDB0246583,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides
pos_12769,"N,N,N-Trimethylethenaminium",HMDB0059961,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts
pos_1277,"SM(d16:2(4E,8Z)/TXB2)",HMDB0290315,--,--,--,--,--
pos_1278,"PC(P-16:0/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))",HMDB0289499,--,--,--,--,--
pos_12783,Phytocassane E,HMDB0031773,181524-78-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_12787,Ritonavir,HMDB0014646,155213-67-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_1279,"PG(a-21:0/22:6(4Z,7Z,10Z,13E,15E,19Z)-OH(17))",HMDB0270923,--,--,--,--,--
pos_12797,Diterpene alkaloid,HMDB0251489,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_1280,"PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))",HMDB0287351,--,--,--,--,--
pos_12810,LysoPC(20:0/0:0),HMDB0010390,108341-80-6,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_12813,Antibiotic X 14889A,HMDB0033336,97671-96-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids
pos_12833,"1-Phenyl-1,3-octadecanedione",HMDB0035583,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_12845,Coroloside,HMDB0033703,57361-71-4,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols
pos_12850,Coenzyme Q1,HMDB0002012,727-81-1,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids
pos_12869,Urate-3-ribonucleoside,HMDB0029920,2124-54-1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
pos_12870,"2-Hydroxy-6-(8,11,14-pentadecatrienyl)benzoic acid",HMDB0031059,103904-73-0,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
pos_12874,Prostaglandin B2,HMDB0004236,13367-85-6,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_12900,Eicosapentaenoic Acid ethyl ester,HMDB0249402,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
pos_12906,Protoporphyrinogen IX,HMDB0001097,7412-77-3,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Porphyrins
pos_12913,1-Hydroxy-1-phenyl-3-hexadecanone,HMDB0035676,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_12930,"3,4-Dimethylcyclohexanol",HMDB0061912,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_12933,5beta-Cyprinolsulfate,HMDB0006888,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_12950,EPIISOPILOTURINE,HMDB0251850,--,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles
pos_12953,Thromboxane,HMDB0003208,66719-58-2,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_12956,CPA(18:0/0:0),HMDB0007004,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_12980,Nicotine,HMDB0001934,1954/11/5,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyrrolidinylpyridines
pos_12987,Decursin,HMDB0250923,--,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins
pos_12993,"24,25-Dihydroxyvitamin D",HMDB0000430,40013-87-4,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives
pos_13030,Digoxin,HMDB0001917,20830-75-5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_13034,"PE(15:0/22:2(13Z,16Z))",HMDB0008909,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_13041,PE-NMe(20:1(11Z)/18:0),HMDB0113313,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_13047,3-Ureidopropionate,HMDB0000026,462-88-4,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas
pos_13056,D-Phe-Gln-Trp-Ala-Val-Gly-His-Sta-Leu-NH2,HMDB0249981,--,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides
pos_13058,Levonorgestrel acetate,HMDB0254058,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters
pos_13074,Geraniol,HMDB0005812,106-25-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13086,Hebevinoside II,HMDB0035727,89456-98-4,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
pos_1310,o-Cymene,HMDB0037050,527-84-4,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes
pos_13116,PC(0:0/18:0),HMDB0011128,4421-58-3,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_13119,DG(a-25:0/LTE4/0:0),HMDB0298170,--,--,--,--,--
pos_13121,"(7b,10a)-3-Hydroxy-1,3,5-cadinatrien-9-one",HMDB0040981,155662-80-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_13134,"3beta-Hydroxy-5,7-androstadien-17-one",HMDB0245889,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
pos_13140,beta-D-Glucosyloxydestruxin B,HMDB0040136,--,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
pos_13155,ADP,HMDB0001341,58-64-0,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides
pos_13168,Kallidin,HMDB0253760,--,Organic compounds,Organic Polymers,Polypeptides,--
pos_13177,"(1R,4R,4'R,5S,5'S,6R,6'S,7R,9R,11R,12R,13S,14S)-12-[(3R,4S,6R)-4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-4-ethyl-5,5',6,11-tetrahydroxy-4'-methoxy-4',5,6',7,9,11,13-heptamethylspiro[3,15,17-trioxabicyclo[12.4.0]octadecane-16,2'-oxane]-2,8-dione",HMDB0242335,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_1320,Pimonidazole,HMDB0256554,--,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds
pos_13200,TRAP-6,HMDB0259111,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13206,Rifabutin,HMDB0014753,72559-06-9,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_13210,20-Hydroxyecdysone,HMDB0030180,5289-74-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_13236,6-Deoxodolichosterone,HMDB0034332,87833-55-4,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_13247,Filipin II,HMDB0252258,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_13256,6-beta-Naltrexol,HMDB0060784,--,Organic compounds,Benzenoids,Phenanthrenes and derivatives,--
pos_13274,FTY720,HMDB0252262,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_13291,Dorsteniol,HMDB0032838,80794-85-0,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins
pos_13292,Estradiol-17beta,HMDB0000151,50-28-2,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids
pos_13297,Melleolide G,HMDB0038793,117258-75-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_13314,Cholesterol,HMDB0000067,57-88-5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_1332,Valyl-Asparagine,HMDB0029122,66170-00-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13326,2-Hydroxynaphthaldehydebenzoylhydrazone,HMDB0244678,--,Organic compounds,Benzenoids,Naphthalenes,Naphthols and derivatives
pos_1334,7alpha-Hydroxycholest-4-en-3-one,HMDB0001993,3862-25-7,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_13353,Alanyl-Tyrosine,HMDB0304776,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13363,Deoxycholylcitrulline,HMDB0242436,--,--,--,--,--
pos_13367,"1,3-Diacetoxy-4,6,12-tetradecatriene-8,10-diyne",HMDB0030922,29576-66-7,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohol esters
pos_13369,Stearaldehyde,HMDB0002384,638-66-4,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty aldehydes
pos_13373,LysoPC(20:1(11Z)),HMDB0010391,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines
pos_13395,"(1R,7S,13S,15S)-2,15-Dihydroxy-7-methyl-6-oxabicyclo[11.3.0]hexadeca-3,11-dien-5-one",HMDB0242339,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_13415,3-Hydroxylidocaine,HMDB0060655,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13429,"[(3S,4S,5S,6R)-3,4,5-Trihydroxy-6-(hydroxymethyl)oxan-2-yl] octadec-9-enoate",HMDB0260228,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_1344,"1-(beta-Mercapto-beta,beta-cyclopentamethylenepropionic acid)-2-(O-ethyl-tyr)-4-val-arginine vasopressin",HMDB0250813,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13442,Coniferyl alcohol,HMDB0012915,32811-40-8,Organic compounds,Benzenoids,Phenols,Methoxyphenols
pos_13443,"2,5-Furandicarboxylic acid",HMDB0004812,3238-40-2,Organic compounds,Organoheterocyclic compounds,Furans,Furoic acid and derivatives
pos_13444,1-Nitroheptane,HMDB0013811,693-39-0,Organic compounds,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds
pos_13445,Acetyl citrate,HMDB0059808,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives
pos_13449,1-(beta-D-Glucopyranosyloxy)-3-octanone,HMDB0031315,194919-40-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_13451,Acetyl tributyl citrate,HMDB0034159,77-90-7,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives
pos_13475,PA(8:0/PGE1),HMDB0266679,--,--,--,--,--
pos_13481,"PE(18:3(9Z,12Z,15Z)/24:0)",HMDB0009178,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
pos_13484,5a-Androstan-3b-ol,HMDB0005830,1224-92-6,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids
pos_13490,Testosterone glucuronide,HMDB0003193,1180-25-2,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_13491,Sagopilone,HMDB0257445,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,--
pos_1351,Dicrocin,HMDB0002353,57710-64-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_13517,I-Urobilinogen,HMDB0001898,14684-37-8,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins
pos_13533,3-Cyano-L-alanine,HMDB0060245,6232-19-5,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13534,Germacrene D,HMDB0302240,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_13537,Vitamin A,HMDB0000305,68-26-8,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Retinoids
pos_13544,Glycerol 2-phosphate,HMDB0002520,17181-54-3,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_13566,1-Piperidinecarboxaldehyde,HMDB0031702,2591-86-8,Organic compounds,Organoheterocyclic compounds,Piperidines,--
pos_13567,"2,6-Nonadien-1-ol",HMDB0031262,7786-44-9,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_13569,"(3xi,5Z)-1,5-Octadien-3-ol",HMDB0030966,50306-18-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_13572,Perillyl alcohol,HMDB0003634,536-59-4,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13573,Nerol,HMDB0005812,106-25-2,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13574,Norbicycloekasantalal,HMDB0036719,37720-84-6,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13575,"(Z,Z)-3,6-Dodecadien-1-ol",HMDB0031102,29125-78-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols
pos_13579,Tricycloekasantal,HMDB0031194,16933-18-9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13580,2-Methylcyclododecanone,HMDB0041404,16837-94-8,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_13581,Homodihydrojasmone,HMDB0031181,4868-24-0,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
pos_13583,"3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",HMDB0031738,127-51-5,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_13584,"(Z)-1,3-Octadiene",HMDB0061897,--,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Olefins
pos_13629,1-Methylcyclohexanol,HMDB0059693,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols
pos_13634,Veliparib,HMDB0259777,--,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,--
pos_13638,Phenylalanylleucine,HMDB0253025,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13640,"6,7-Dimethoxy-2-(piperazin-1-yl)quinazolin-4-amine",HMDB0247128,--,Organic compounds,Organoheterocyclic compounds,Diazinanes,Piperazines
pos_13641,Pantetheine,HMDB0003426,496-65-1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13643,Histidylarginine,HMDB0028879,77369-21-2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_1365,1-Ipomeanol,HMDB0030473,34435-70-6,Organic compounds,Organoheterocyclic compounds,Heteroaromatic compounds,--
pos_13650,Arlacel A,HMDB0248604,--,Organic compounds,Organoheterocyclic compounds,Furofurans,Isosorbides
pos_13656,delta-Tocotrienol,HMDB0030008,25612-59-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids
pos_13657,Undecylprodigiosin,HMDB0259405,--,Organic compounds,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles
pos_13658,Chenodeoxycholic acid sulfate,HMDB0002522,59132-31-9,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
pos_13696,"(3S,7E,9S)-9-Hydroxy-4,7-megastigmadien-3-one 9-glucoside",HMDB0036822,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
pos_13706,Brevetoxin 3,HMDB0249378,--,Organic compounds,Phenylpropanoids and polyketides,Brevetoxins and derivatives,--
pos_13708,PG(20:1(11Z)/LTE4),HMDB0269525,--,--,--,--,--
pos_13710,Asparagoside G,HMDB0030117,60267-27-8,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
pos_13712,3-Hydroxybutyl acetate,HMDB0245894,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives
pos_13718,Diplodiatoxin,HMDB0031471,41060-01-9,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives
pos_13720,cis-15-Octadecenoic acid,HMDB0304765,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_13724,Secalciferol,HMDB0060508,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives
pos_13740,Farnesylcysteine,HMDB0011627,68000-92-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
pos_13746,Phosphoric acid,HMDB0001429,14265-44-2,Inorganic compounds,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates
pos_13747,THIARABINE,HMDB0258974,--,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,Thionucleosides
pos_13753,"DG(8:0/20:3(8Z,11Z,14Z)-2OH(5,6)/0:0)",HMDB0297147,--,--,--,--,--
pos_13765,9(10)-EpOME,HMDB0004701,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_13774,"PA(20:5(5Z,8Z,11Z,14Z,17Z)/TXB2)",HMDB0265381,--,--,--,--,--
pos_13779,Lysyl-Glycine,HMDB0304784,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13782,alpha-Terpineol,HMDB0004043,7785-53-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids
pos_13788,Phylloquinone,HMDB0304722,--,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols
pos_13789,"LysoPA(0:0/18:2(9Z,12Z))",HMDB0007852,--,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
pos_13803,"15-Deoxy-Delta12,14-PGJ2",HMDB0005079,87893-55-8,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
pos_13808,PA(17:0/LTE4),HMDB0263507,--,--,--,--,--
pos_13822,Rifaximin,HMDB0015351,80621-81-4,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_13823,Pectenotoxin 7,HMDB0032711,--,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,Pectenotoxins and derivatives
pos_13825,Alpha-Linolenoyl ethanolamide,HMDB0013624,--,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines
pos_13826,"1-(3,4-Dimethoxyphenyl)-1,2-ethanediol 2-O-b-D-glucoside",HMDB0034627,251913-30-1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13828,Neolinustatin,HMDB0038482,72229-42-6,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13844,Cortisone,HMDB0002802,1953/6/5,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
pos_13866,(S)-Nerolidol 3-O-[a-L-Rhamnopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->2)-b-D-glucopyranoside],HMDB0040845,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13873,Octadec-11-en-9-ynoic acid,HMDB0255892,--,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
pos_13874,Cornoside,HMDB0302801,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13879,Withaferin A,HMDB0259897,--,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid lactones
pos_13896,Coixinden B,HMDB0040906,151466-74-9,Organic compounds,Benzenoids,Indenes and isoindenes,--
pos_13897,Isolinderenolide,HMDB0038104,139328-80-6,Organic compounds,Organoheterocyclic compounds,Tetrahydrofurans,--
pos_13900,Tyrosyl-alanyl-glycine,HMDB0253030,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13910,Salidroside,HMDB0257463,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13929,Felbamate,HMDB0015084,25451-15-4,Organic compounds,Benzenoids,Benzene and substituted derivatives,--
pos_13940,CDP-DG(PGF2alpha/a-21:0),HMDB0293082,--,--,--,--,--
pos_13941,2-Azaspiro[4.5]decan-3-one,HMDB0247166,--,Organic compounds,Organoheterocyclic compounds,Azaspirodecane derivatives,--
pos_13942,2-(Difluoromethyl)arginine,HMDB0247212,--,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13943,Gabapentin,HMDB0005015,60142-96-3,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
pos_13944,(-)-Jasmonic acid,HMDB0032797,59366-47-1,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives
pos_13947,Fexofenadine,HMDB0005030,83799-24-0,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes
pos_13950,Pisumoside B,HMDB0037125,333334-43-3,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
pos_13958,"2-([1,1'-Biphenyl]-2-yl)acetic acid",HMDB0244909,--,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives
pos_1396,Stearamide,HMDB0034146,124-26-5,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids
pos_13962,NNAL-N-glucuronide,HMDB0060498,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13975,Descladinose roxithromycin,HMDB0060814,--,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
pos_13981,Rifampicin,HMDB0257225,--,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,--
pos_1399,Lanosterol,HMDB0001251,79-63-0,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
pos_14015,8-hydroxymirtazapine,HMDB0060957,--,Organic compounds,Organoheterocyclic compounds,Piperazinoazepines,--
pos_14016,Prometryn,HMDB0256805,--,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines"
pos_14020,1-[5-(Thiophen-2-ylmethoxy)-1H-indol-3-yl]propan-2-amine,HMDB0249491,--,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
pos_14049,"Cer(d20:1/20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15))",HMDB0290132,--,--,--,--,--
pos_14062,3-Phenylpropyl formate,HMDB0034471,104-64-3,Organic compounds,Benzenoids,Benzene and substituted derivatives,--
pos_14064,8-Aminoguanosine,HMDB0247416,--,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,--
pos_14067,alpha-Tocopherol,HMDB0001893,1959/2/9,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids
pos_14086,7-Dehydrodesmosterol,HMDB0003896,1715-86-2,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
pos_14105,Sclareol,HMDB0036827,515-03-7,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_14121,Demethylphylloquinol,HMDB0304329,--,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids
pos_14148,cis-3-Hexenyl phenylacetate,HMDB0038281,42436-07-7,Organic compounds,Benzenoids,Benzene and substituted derivatives,--
