"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0045913","positive regulation of carbohydrate metabolic process","2/9","84/18860",0.0238095238095238,49.8941798941799,9.81315500983637,0.000691484772101876,0.00442772883428367,0.00102967102931682,"AKT1/SIRT1",2
"BP","GO:0009895","negative regulation of catabolic process","3/9","394/18860",0.00761421319796954,15.9560067681895,6.55527229978338,0.000692088076251109,0.00442772883428367,0.00102967102931682,"AKT1/BCL2/MAPK14",3
"BP","GO:0032370","positive regulation of lipid transport","2/9","85/18860",0.0235294117647059,49.3071895424837,9.75314429984684,0.000707971690751075,0.00445912402120348,0.00103697199910092,"PPARG/SIRT1",2
"BP","GO:0034766","negative regulation of monoatomic ion transmembrane transport","2/9","85/18860",0.0235294117647059,49.3071895424837,9.75314429984684,0.000707971690751075,0.00445912402120348,0.00103697199910092,"BCL2/MMP9",2
"BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus","2/9","85/18860",0.0235294117647059,49.3071895424837,9.75314429984684,0.000707971690751075,0.00445912402120348,0.00103697199910092,"AKT1/MAPK14",2
"BP","GO:0070227","lymphocyte apoptotic process","2/9","85/18860",0.0235294117647059,49.3071895424837,9.75314429984684,0.000707971690751075,0.00445912402120348,0.00103697199910092,"AKT1/BCL2",2
"BP","GO:0045786","negative regulation of cell cycle","3/9","399/18860",0.0075187969924812,15.7560568086884,6.50942374030438,0.000717975071736884,0.00450466985163103,0.00104756370962626,"BCL2/MAPK14/SIRT1",3
"BP","GO:0050867","positive regulation of cell activation","3/9","401/18860",0.00748129675810474,15.6774729842062,6.49131641940407,0.000728501880391209,0.00455313675244506,0.0010588347168439,"AKT1/BCL2/PTPRC",3
"BP","GO:0006970","response to osmotic stress","2/9","87/18860",0.0229885057471264,48.1736909323116,9.63620502822368,0.000741515541934612,0.00459909448718987,0.00106952221596836,"CASP1/PTGS2",2
"BP","GO:0050871","positive regulation of B cell activation","2/9","87/18860",0.0229885057471264,48.1736909323116,9.63620502822368,0.000741515541934612,0.00459909448718987,0.00106952221596836,"BCL2/PTPRC",2
"BP","GO:2000146","negative regulation of cell motility","3/9","406/18860",0.00738916256157635,15.4844006568145,6.44661413888808,0.00075525238850083,0.00465162189436699,0.00108173749640664,"AKT1/BCL2/PPARG",3
"BP","GO:0048864","stem cell development","2/9","88/18860",0.0227272727272727,47.6262626262626,9.5792180054374,0.000758572185850617,0.00465162189436699,0.00108173749640664,"BCL2/PTPRC",2
"BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","2/9","88/18860",0.0227272727272727,47.6262626262626,9.5792180054374,0.000758572185850617,0.00465162189436699,0.00108173749640664,"BCL2/SIRT1",2
"BP","GO:0033077","T cell differentiation in thymus","2/9","89/18860",0.0224719101123595,47.0911360799001,9.52318233770194,0.00077581844968657,0.00472174150090141,0.00109804385348897,"BCL2/PTPRC",2
"BP","GO:0046209","nitric oxide metabolic process","2/9","89/18860",0.0224719101123595,47.0911360799001,9.52318233770194,0.00077581844968657,0.00472174150090141,0.00109804385348897,"AKT1/PTGS2",2
"BP","GO:0050810","regulation of steroid biosynthetic process","2/9","90/18860",0.0222222222222222,46.5679012345679,9.46807158849573,0.000793254189307276,0.00479196303949563,0.00111437391493372,"AKT1/SIRT1",2
"BP","GO:0097009","energy homeostasis","2/9","90/18860",0.0222222222222222,46.5679012345679,9.46807158849573,0.000793254189307276,0.00479196303949563,0.00111437391493372,"MAPK14/SIRT1",2
"BP","GO:0050678","regulation of epithelial cell proliferation","3/9","416/18860",0.00721153846153846,15.1121794871795,6.35955295892521,0.000810632078571278,0.004862283389489,0.00113072695502935,"AKT1/PPARG/SIRT1",3
"BP","GO:2001057","reactive nitrogen species metabolic process","2/9","91/18860",0.021978021978022,46.0561660561661,9.41386033984167,0.000810879260647089,0.004862283389489,0.00113072695502935,"AKT1/PTGS2",2
"BP","GO:0010660","regulation of muscle cell apoptotic process","2/9","92/18860",0.0217391304347826,45.5555555555556,9.36052414237899,0.000828693519709882,0.00495083444679617,0.00115131955718207,"PPARG/SIRT1",2
"BP","GO:0043489","RNA stabilization","2/9","93/18860",0.021505376344086,45.0657108721625,9.30803946839496,0.000846696822569021,0.00503986203910132,0.00117202297783797,"AKT1/MAPK14",2
"BP","GO:0040013","negative regulation of locomotion","3/9","424/18860",0.00707547169811321,14.8270440251572,6.29205213504353,0.00085676627231622,0.00508118683399218,0.00118163308398587,"AKT1/BCL2/PPARG",3
"BP","GO:0030968","endoplasmic reticulum unfolded protein response","2/9","94/18860",0.0212765957446809,44.5862884160756,9.25638366761102,0.000864889025367343,0.00509219081964468,0.00118419206753195,"AKT1/SIRT1",2
"BP","GO:0042100","B cell proliferation","2/9","94/18860",0.0212765957446809,44.5862884160756,9.25638366761102,0.000864889025367343,0.00509219081964468,0.00118419206753195,"BCL2/PTPRC",2
"BP","GO:0006094","gluconeogenesis","2/9","95/18860",0.0210526315789474,44.1169590643275,9.20553492553453,0.000883269984317131,0.00512612044469764,0.00119208242244305,"AKT1/SIRT1",2
"BP","GO:0032007","negative regulation of TOR signaling","2/9","95/18860",0.0210526315789474,44.1169590643275,9.20553492553453,0.000883269984317131,0.00512612044469764,0.00119208242244305,"AKT1/SIRT1",2
"BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","2/9","95/18860",0.0210526315789474,44.1169590643275,9.20553492553453,0.000883269984317131,0.00512612044469764,0.00119208242244305,"MMP9/PPARG",2
"BP","GO:1905897","regulation of response to endoplasmic reticulum stress","2/9","95/18860",0.0210526315789474,44.1169590643275,9.20553492553453,0.000883269984317131,0.00512612044469764,0.00119208242244305,"AKT1/SIRT1",2
"BP","GO:0019915","lipid storage","2/9","96/18860",0.0208333333333333,43.6574074074074,9.15547222420201,0.000901839555700088,0.00521241410517472,0.00121215006559205,"PPARG/SIRT1",2
"BP","GO:0045089","positive regulation of innate immune response","3/9","432/18860",0.00694444444444444,14.5524691358025,6.22636515212804,0.000904554324713397,0.00521241410517472,0.00121215006559205,"AKT1/CASP1/MAPK14",3
"BP","GO:1990874","vascular associated smooth muscle cell proliferation","2/9","97/18860",0.0206185567010309,43.2073310423826,9.10617530515326,0.000920597595867313,0.0052675038495929,0.00122496121911181,"MMP9/PPARG",2
"BP","GO:2000106","regulation of leukocyte apoptotic process","2/9","97/18860",0.0206185567010309,43.2073310423826,9.10617530515326,0.000920597595867313,0.0052675038495929,0.00122496121911181,"BCL2/SIRT1",2
"BP","GO:0019319","hexose biosynthetic process","2/9","98/18860",0.0204081632653061,42.766439909297,9.05762463448795,0.000939543961239276,0.00531971755057081,0.00123710354698295,"AKT1/SIRT1",2
"BP","GO:0048661","positive regulation of smooth muscle cell proliferation","2/9","98/18860",0.0204081632653061,42.766439909297,9.05762463448795,0.000939543961239276,0.00531971755057081,0.00123710354698295,"AKT1/MMP9",2
"BP","GO:0051153","regulation of striated muscle cell differentiation","2/9","98/18860",0.0204081632653061,42.766439909297,9.05762463448795,0.000939543961239276,0.00531971755057081,0.00123710354698295,"BCL2/MAPK14",2
"BP","GO:0006816","calcium ion transport","3/9","439/18860",0.00683371298405467,14.3204252088079,6.17031215572918,0.000947744809975757,0.0053475184590646,0.00124356866513632,"AKT1/BCL2/PTPRC",3
"BP","GO:0010657","muscle cell apoptotic process","2/9","99/18860",0.0202020202020202,42.334455667789,9.00980136986777,0.000958678508305794,0.00537190543447212,0.00124923987107724,"PPARG/SIRT1",2
"BP","GO:1904892","regulation of receptor signaling pathway via STAT","2/9","99/18860",0.0202020202020202,42.334455667789,9.00980136986777,0.000958678508305794,0.00537190543447212,0.00124923987107724,"PPARG/PTPRC",2
"BP","GO:0046364","monosaccharide biosynthetic process","2/9","100/18860",0.02,41.9111111111111,8.96268732933727,0.000978001093626003,0.00544264307240498,0.00126568995173661,"AKT1/SIRT1",2
"BP","GO:1900182","positive regulation of protein localization to nucleus","2/9","100/18860",0.02,41.9111111111111,8.96268732933727,0.000978001093626003,0.00544264307240498,0.00126568995173661,"AKT1/MAPK14",2
"BP","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","3/9","446/18860",0.00672645739910314,14.0956651718984,6.11553295449912,0.000992236545940966,0.00549476714396968,0.00127781143623327,"MAPK14/PPARG/SIRT1",3
"BP","GO:0033555","multicellular organismal response to stress","2/9","101/18860",0.0198019801980198,41.4961496149615,8.91626496184624,0.000997511573828342,0.00549476714396968,0.00127781143623327,"AKT1/BCL2",2
"BP","GO:0170062","nutrient storage","2/9","101/18860",0.0198019801980198,41.4961496149615,8.91626496184624,0.000997511573828342,0.00549476714396968,0.00127781143623327,"PPARG/SIRT1",2
"BP","GO:0043269","regulation of monoatomic ion transport","3/9","449/18860",0.0066815144766147,14.0014847809948,6.0924338399426,0.00101170677582248,0.00554876379953985,0.00129036839127761,"AKT1/BCL2/MMP9",3
"BP","GO:0002042","cell migration involved in sprouting angiogenesis","2/9","102/18860",0.0196078431372549,41.0893246187364,8.87051731936472,0.00101720980561052,0.00554876379953985,0.00129036839127761,"AKT1/PTGS2",2
"BP","GO:0032102","negative regulation of response to external stimulus","3/9","452/18860",0.00663716814159292,13.9085545722714,6.06955593321904,0.00103142023631743,0.00554876379953985,0.00129036839127761,"MAPK14/PPARG/PTPRC",3
"BP","GO:0009408","response to heat","2/9","103/18860",0.0194174757281553,40.6903991370011,8.8254280304902,0.00103709564573948,0.00554876379953985,0.00129036839127761,"AKT1/SIRT1",2
"BP","GO:0042542","response to hydrogen peroxide","2/9","103/18860",0.0194174757281553,40.6903991370011,8.8254280304902,0.00103709564573948,0.00554876379953985,0.00129036839127761,"BCL2/SIRT1",2
"BP","GO:0046620","regulation of organ growth","2/9","103/18860",0.0194174757281553,40.6903991370011,8.8254280304902,0.00103709564573948,0.00554876379953985,0.00129036839127761,"AKT1/MAPK14",2
"BP","GO:0071346","cellular response to type II interferon","2/9","103/18860",0.0194174757281553,40.6903991370011,8.8254280304902,0.00103709564573948,0.00554876379953985,0.00129036839127761,"CASP1/PPARG",2
"BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","2/9","103/18860",0.0194174757281553,40.6903991370011,8.8254280304902,0.00103709564573948,0.00554876379953985,0.00129036839127761,"AKT1/BCL2",2
"BP","GO:0042060","wound healing","3/9","453/18860",0.00662251655629139,13.8778513612951,6.06197849245858,0.00103804565849853,0.00554876379953985,0.00129036839127761,"CASP1/MAPK14/PPARG",3
"BP","GO:0043255","regulation of carbohydrate biosynthetic process","2/9","104/18860",0.0192307692307692,40.2991452991453,8.78098127545329,0.00105716895105141,0.00561405080215209,0.00130555092338306,"AKT1/SIRT1",2
"BP","GO:1905954","positive regulation of lipid localization","2/9","104/18860",0.0192307692307692,40.2991452991453,8.78098127545329,0.00105716895105141,0.00561405080215209,0.00130555092338306,"PPARG/SIRT1",2
"BP","GO:0010906","regulation of glucose metabolic process","2/9","105/18860",0.019047619047619,39.9153439153439,8.73716176243533,0.00107742957845168,0.0056710462784387,0.00131880525600615,"AKT1/SIRT1",2
"BP","GO:1902369","negative regulation of RNA catabolic process","2/9","105/18860",0.019047619047619,39.9153439153439,8.73716176243533,0.00107742957845168,0.0056710462784387,0.00131880525600615,"AKT1/MAPK14",2
"BP","GO:1903829","positive regulation of protein localization","3/9","459/18860",0.0065359477124183,13.6964415395788,6.01701418977967,0.00107837126156157,0.0056710462784387,0.00131880525600615,"AKT1/MAPK14/PPARG",3
"BP","GO:0034620","cellular response to unfolded protein","2/9","106/18860",0.0188679245283019,39.538784067086,8.69395470511711,0.00109787738491485,0.00569984265331191,0.00132550187047059,"AKT1/SIRT1",2
"BP","GO:0046889","positive regulation of lipid biosynthetic process","2/9","106/18860",0.0188679245283019,39.538784067086,8.69395470511711,0.00109787738491485,0.00569984265331191,0.00132550187047059,"AKT1/PTGS2",2
"BP","GO:0048534","hematopoietic or lymphoid organ development","2/9","106/18860",0.0188679245283019,39.538784067086,8.69395470511711,0.00109787738491485,0.00569984265331191,0.00132550187047059,"BCL2/PTPRC",2
"BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","2/9","106/18860",0.0188679245283019,39.538784067086,8.69395470511711,0.00109787738491485,0.00569984265331191,0.00132550187047059,"AKT1/SIRT1",2
"BP","GO:0008585","female gonad development","2/9","107/18860",0.0186915887850467,39.1692627206646,8.65134580138391,0.0011185122274846,0.0057578814018161,0.00133899881668144,"BCL2/SIRT1",2
"BP","GO:0019395","fatty acid oxidation","2/9","107/18860",0.0186915887850467,39.1692627206646,8.65134580138391,0.0011185122274846,0.0057578814018161,0.00133899881668144,"AKT1/MAPK14",2
"BP","GO:0002833","positive regulation of response to biotic stimulus","3/9","465/18860",0.00645161290322581,13.5197132616487,5.97288772209677,0.00111968647567624,0.0057578814018161,0.00133899881668144,"AKT1/CASP1/MAPK14",3
"BP","GO:0015711","organic anion transport","3/9","466/18860",0.00643776824034335,13.4907010014306,5.96561288363321,0.00112666925444736,0.0057746642384049,0.00134290167552218,"AKT1/PPARG/PTGS2",3
"BP","GO:0001960","negative regulation of cytokine-mediated signaling pathway","2/9","108/18860",0.0185185185185185,38.8065843621399,8.60932121311709,0.00113933396327377,0.0057746642384049,0.00134290167552218,"PPARG/PTPRC",2
"BP","GO:0010507","negative regulation of autophagy","2/9","108/18860",0.0185185185185185,38.8065843621399,8.60932121311709,0.00113933396327377,0.0057746642384049,0.00134290167552218,"AKT1/BCL2",2
"BP","GO:0051051","negative regulation of transport","3/9","468/18860",0.00641025641025641,13.4330484330484,5.95113032566415,0.00114071828955568,0.0057746642384049,0.00134290167552218,"AKT1/BCL2/MMP9",3
"BP","GO:1901987","regulation of cell cycle phase transition","3/9","468/18860",0.00641025641025641,13.4330484330484,5.95113032566415,0.00114071828955568,0.0057746642384049,0.00134290167552218,"AKT1/BCL2/MAPK14",3
"BP","GO:0001938","positive regulation of endothelial cell proliferation","2/9","110/18860",0.0181818181818182,38.1010101010101,8.52697183632847,0.00118153754330711,0.00596272828532314,0.00138663608384195,"AKT1/SIRT1",2
"BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","2/9","111/18860",0.018018018018018,37.7577577577578,8.48662152361748,0.00120291910212232,0.0060145955106116,0.00139869783858109,"BCL2/SIRT1",2
"BP","GO:0046545","development of primary female sexual characteristics","2/9","111/18860",0.018018018018018,37.7577577577578,8.48662152361748,0.00120291910212232,0.0060145955106116,0.00139869783858109,"BCL2/SIRT1",2
"BP","GO:0090398","cellular senescence","2/9","111/18860",0.018018018018018,37.7577577577578,8.48662152361748,0.00120291910212232,0.0060145955106116,0.00139869783858109,"MAPK14/SIRT1",2
"BP","GO:1904659","D-glucose transmembrane transport","2/9","112/18860",0.0178571428571429,37.4206349206349,8.44680444420467,0.00122448698329898,0.00610365444129091,0.00141940854699494,"AKT1/MAPK14",2
"BP","GO:0060761","negative regulation of response to cytokine stimulus","2/9","113/18860",0.0176991150442478,37.0894788593904,8.40750881054828,0.00124624104429515,0.00619309387455543,0.00144020774151605,"PPARG/PTPRC",2
"BP","GO:0034440","lipid oxidation","2/9","115/18860",0.0173913043478261,36.4444444444444,8.33043652723909,0.00129030713592322,0.00637309755585178,0.00148206770691549,"AKT1/MAPK14",2
"BP","GO:0043271","negative regulation of monoatomic ion transport","2/9","115/18860",0.0173913043478261,36.4444444444444,8.33043652723909,0.00129030713592322,0.00637309755585178,0.00148206770691549,"BCL2/MMP9",2
"BP","GO:1901800","positive regulation of proteasomal protein catabolic process","2/9","117/18860",0.0170940170940171,35.8214624881292,8.25531736692042,0.00133511623805017,0.0065744360207016,0.00152888908918664,"AKT1/SIRT1",2
"BP","GO:0050673","epithelial cell proliferation","3/9","496/18860",0.00604838709677419,12.6747311827957,5.75728162342001,0.0013492881263153,0.00660605831271277,0.00153624287239766,"AKT1/PPARG/SIRT1",3
"BP","GO:0051052","regulation of DNA metabolic process","3/9","497/18860",0.00603621730382294,12.6492287055667,5.75065001535566,0.00135715402483788,0.00660605831271277,0.00153624287239766,"AKT1/PTPRC/SIRT1",3
"BP","GO:0001776","leukocyte homeostasis","2/9","118/18860",0.0169491525423729,35.5178907721281,8.21846434368157,0.00135779906242835,0.00660605831271277,0.00153624287239766,"AKT1/BCL2",2
"BP","GO:0048477","oogenesis","2/9","118/18860",0.0169491525423729,35.5178907721281,8.21846434368157,0.00135779906242835,0.00660605831271277,0.00153624287239766,"AKT1/BCL2",2
"BP","GO:0008645","hexose transmembrane transport","2/9","119/18860",0.0168067226890756,35.219421101774,8.18206917356935,0.00138066721282212,0.00669726633085355,0.00155745335240578,"AKT1/MAPK14",2
"BP","GO:1901655","cellular response to ketone","2/9","120/18860",0.0166666666666667,34.9259259259259,8.14612232882403,0.00140372054717187,0.00678882705105443,0.00157874585349217,"AKT1/SIRT1",2
"BP","GO:0019218","regulation of steroid metabolic process","2/9","121/18860",0.0165289256198347,34.6372819100092,8.11061455746816,0.0014269589234868,0.00686037943984037,0.00159538540495721,"AKT1/SIRT1",2
"BP","GO:0033559","unsaturated fatty acid metabolic process","2/9","121/18860",0.0165289256198347,34.6372819100092,8.11061455746816,0.0014269589234868,0.00686037943984037,0.00159538540495721,"PTGS2/SIRT1",2
"BP","GO:0015749","monosaccharide transmembrane transport","2/9","122/18860",0.0163934426229508,34.3533697632058,8.07553687312122,0.00145038219984487,0.00693197374925858,0.00161203470509074,"AKT1/MAPK14",2
"BP","GO:0045833","negative regulation of lipid metabolic process","2/9","122/18860",0.0163934426229508,34.3533697632058,8.07553687312122,0.00145038219984487,0.00693197374925858,0.00161203470509074,"AKT1/SIRT1",2
"BP","GO:0035967","cellular response to topologically incorrect protein","2/9","124/18860",0.0161290322580645,33.7992831541219,8.00663708997365,0.00149778288534611,0.0071375284125731,0.0016598365668753,"AKT1/SIRT1",2
"BP","GO:0042326","negative regulation of phosphorylation","2/9","126/18860",0.0158730158730159,33.2627865961199,7.93935604119207,0.00154592146967401,0.00732397197731855,0.00170319413108169,"PTPRC/SIRT1",2
"BP","GO:0046660","female sex differentiation","2/9","126/18860",0.0158730158730159,33.2627865961199,7.93935604119207,0.00154592146967401,0.00732397197731855,0.00170319413108169,"BCL2/SIRT1",2
"BP","GO:0007173","epidermal growth factor receptor signaling pathway","2/9","127/18860",0.015748031496063,33.0008748906387,7.90630263461346,0.00157026711982296,0.00739618570931107,0.00171998747831104,"AKT1/MMP9",2
"BP","GO:0030301","cholesterol transport","2/9","127/18860",0.015748031496063,33.0008748906387,7.90630263461346,0.00157026711982296,0.00739618570931107,0.00171998747831104,"PPARG/SIRT1",2
"BP","GO:0030278","regulation of ossification","2/9","128/18860",0.015625,32.7430555555556,7.87363045849075,0.0015947968199259,0.00746842891175672,0.00173678767891217,"BCL2/MAPK14",2
"BP","GO:0045860","positive regulation of protein kinase activity","2/9","128/18860",0.015625,32.7430555555556,7.87363045849075,0.0015947968199259,0.00746842891175672,0.00173678767891217,"PTPRC/SIRT1",2
"BP","GO:0034341","response to type II interferon","2/9","129/18860",0.0155038759689922,32.489233419466,7.84133213590417,0.00161951042854154,0.00756236909879312,0.00175863352645618,"CASP1/PPARG",2
"BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","2/9","131/18860",0.0152671755725191,31.9932145886344,7.77782853029414,0.00166948880588881,0.00777340776380894,0.00180771069616674,"CASP1/MAPK14",2
"BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","2/9","132/18860",0.0151515151515152,31.7508417508418,7.74660945985186,0.00169475329208074,0.00786849742751771,0.00182982385520898,"PPARG/SIRT1",2
"BP","GO:0062014","negative regulation of small molecule metabolic process","2/9","133/18860",0.0150375939849624,31.5121136173768,7.71573665528397,0.00172020112170592,0.00796389408197186,0.00185200840513548,"AKT1/SIRT1",2
"BP","GO:0034219","carbohydrate transmembrane transport","2/9","134/18860",0.0149253731343284,31.2769485903814,7.68520366759189,0.00174583215366577,0.00803676274704497,0.00186895405745046,"AKT1/MAPK14",2
"BP","GO:0050864","regulation of B cell activation","2/9","134/18860",0.0149253731343284,31.2769485903814,7.68520366759189,0.00174583215366577,0.00803676274704497,0.00186895405745046,"BCL2/PTPRC",2
"BP","GO:0002244","hematopoietic progenitor cell differentiation","2/9","136/18860",0.0147058823529412,30.8169934640523,7.62513217752631,0.00179764326053738,0.00822864872781194,0.00191357725880777,"BCL2/PTPRC",2
"BP","GO:0015918","sterol transport","2/9","136/18860",0.0147058823529412,30.8169934640523,7.62513217752631,0.00179764326053738,0.00822864872781194,0.00191357725880777,"PPARG/SIRT1",2
"BP","GO:0008286","insulin receptor signaling pathway","2/9","137/18860",0.0145985401459854,30.5920519059205,7.59558159144598,0.00182382305359416,0.00827852643042044,0.00192517634883947,"AKT1/SIRT1",2
"BP","GO:0014902","myotube differentiation","2/9","137/18860",0.0145985401459854,30.5920519059205,7.59558159144598,0.00182382305359416,0.00827852643042044,0.00192517634883947,"BCL2/MAPK14",2
"BP","GO:0033674","positive regulation of kinase activity","2/9","137/18860",0.0145985401459854,30.5920519059205,7.59558159144598,0.00182382305359416,0.00827852643042044,0.00192517634883947,"PTPRC/SIRT1",2
"BP","GO:0002821","positive regulation of adaptive immune response","2/9","138/18860",0.0144927536231884,30.3703703703704,7.5663466444068,0.00185018548527561,0.00835153170436909,0.00194215376963142,"PTPRC/SIRT1",2
"BP","GO:0008643","carbohydrate transport","2/9","138/18860",0.0144927536231884,30.3703703703704,7.5663466444068,0.00185018548527561,0.00835153170436909,0.00194215376963142,"AKT1/MAPK14",2
"BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","2/9","139/18860",0.0143884892086331,30.1518784972022,7.53742167041708,0.00187673041482519,0.00842454951406334,0.00195913410561862,"AKT1/SIRT1",2
"BP","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","2/9","139/18860",0.0143884892086331,30.1518784972022,7.53742167041708,0.00187673041482519,0.00842454951406334,0.00195913410561862,"AKT1/SIRT1",2
"BP","GO:0038127","ERBB signaling pathway","2/9","145/18860",0.0137931034482759,28.904214559387,7.37008126004738,0.00203982457359501,0.00913144609391706,0.00212352333455302,"AKT1/MMP9",2
"BP","GO:0002702","positive regulation of production of molecular mediator of immune response","2/9","146/18860",0.0136986301369863,28.7062404870624,7.34317880142838,0.00206764305277587,0.00923054934274944,0.00214656985525315,"PTPRC/SIRT1",2
"BP","GO:0030183","B cell differentiation","2/9","147/18860",0.0136054421768707,28.5109599395314,7.31654572915985,0.00209564290623072,0.00932991704828744,0.00216967787552077,"BCL2/PTPRC",2
"BP","GO:0006986","response to unfolded protein","2/9","152/18860",0.0131578947368421,27.5730994152047,7.1872659268168,0.00223835788501524,0.0099380643801906,0.00231110290687509,"AKT1/SIRT1",2
"BP","GO:0034614","cellular response to reactive oxygen species","2/9","153/18860",0.0130718954248366,27.3928830791576,7.16215745407791,0.00226744304350743,0.010012486265488,0.00232840976149648,"AKT1/SIRT1",2
"BP","GO:0050671","positive regulation of lymphocyte proliferation","2/9","153/18860",0.0130718954248366,27.3928830791576,7.16215745407791,0.00226744304350743,0.010012486265488,0.00232840976149648,"BCL2/PTPRC",2
"BP","GO:0031960","response to corticosteroid","2/9","154/18860",0.012987012987013,27.2150072150072,7.13728871861748,0.00229670859670664,0.0101142316250631,0.00235207070665436,"BCL2/PTPRC",2
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","2/9","155/18860",0.0129032258064516,27.0394265232975,7.11265586353847,0.0023261544049468,0.0102162186703745,0.00237578785597696,"BCL2/PTPRC",2
"BP","GO:1900180","regulation of protein localization to nucleus","2/9","158/18860",0.0126582278481013,26.5260196905767,7.04013529454045,0.00241557196427151,0.0105803354230221,0.0024604634279287,"AKT1/MAPK14",2
"BP","GO:0051347","positive regulation of transferase activity","2/9","161/18860",0.0124223602484472,26.031746031746,6.96960683020886,0.00250660679750693,0.0109495592633031,0.00254632665621106,"PTPRC/SIRT1",2
"BP","GO:0032006","regulation of TOR signaling","2/9","162/18860",0.0123456790123457,25.8710562414266,6.94652410989686,0.00253731048608871,0.0110539665948905,0.00257060664457696,"AKT1/SIRT1",2
"BP","GO:0097696","cell surface receptor signaling pathway via STAT","2/9","165/18860",0.0121212121212121,25.4006734006734,6.87851102365243,0.00263049583661956,0.0114292934077722,0.00265788912284386,"PPARG/PTPRC",2
"BP","GO:0030307","positive regulation of cell growth","2/9","168/18860",0.0119047619047619,24.9470899470899,6.81228624704221,0.00272528969629813,0.0118095886839586,0.00274632702026955,"AKT1/BCL2",2
"BP","GO:0035966","response to topologically incorrect protein","2/9","172/18860",0.0116279069767442,24.3669250645995,6.72663348435027,0.00285417715871517,0.0123352071354047,0.00286855991035483,"AKT1/SIRT1",2
"BP","GO:0070665","positive regulation of leukocyte proliferation","2/9","173/18860",0.0115606936416185,24.2260757867694,6.70567476733674,0.00288684375213914,0.0124432920350825,0.00289369511941352,"BCL2/PTPRC",2
"BP","GO:0010563","negative regulation of phosphorus metabolic process","2/9","174/18860",0.0114942528735632,24.0868454661558,6.68489262874403,0.0029196879598313,0.0125184510151078,0.00291117338586151,"PTPRC/SIRT1",2
"BP","GO:0045936","negative regulation of phosphate metabolic process","2/9","174/18860",0.0114942528735632,24.0868454661558,6.68489262874403,0.0029196879598313,0.0125184510151078,0.00291117338586151,"PTPRC/SIRT1",2
"BP","GO:0009266","response to temperature stimulus","2/9","175/18860",0.0114285714285714,23.9492063492063,6.66428455422977,0.0029527096434799,0.0126267188701443,0.00293635114129996,"AKT1/SIRT1",2
"BP","GO:0006694","steroid biosynthetic process","2/9","177/18860",0.0112994350282486,23.6785938480854,6.62358078864454,0.00301928488573688,0.0128775273997964,0.00299467681718342,"AKT1/SIRT1",2
"BP","GO:0006606","protein import into nucleus","2/9","178/18860",0.0112359550561798,23.5455680399501,6.60348031369326,0.003052838168059,0.0129189115184789,0.00300430071911508,"AKT1/MAPK14",2
"BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","2/9","178/18860",0.0112359550561798,23.5455680399501,6.60348031369326,0.003052838168059,0.0129189115184789,0.00300430071911508,"AKT1/BCL2",2
"BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","2/9","178/18860",0.0112359550561798,23.5455680399501,6.60348031369326,0.003052838168059,0.0129189115184789,0.00300430071911508,"AKT1/SIRT1",2
"BP","GO:0030258","lipid modification","2/9","179/18860",0.0111731843575419,23.4140285536934,6.58354433263474,0.00308656837376505,0.0129939730760834,0.00302175632991997,"AKT1/MAPK14",2
"BP","GO:0050729","positive regulation of inflammatory response","2/9","179/18860",0.0111731843575419,23.4140285536934,6.58354433263474,0.00308656837376505,0.0129939730760834,0.00302175632991997,"CASP1/PTGS2",2
"BP","GO:0006633","fatty acid biosynthetic process","2/9","181/18860",0.0110497237569061,23.1553100061387,6.5441567889269,0.00315455900349766,0.013211748403824,0.00307240011463825,"PTGS2/SIRT1",2
"BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","2/9","181/18860",0.0110497237569061,23.1553100061387,6.5441567889269,0.00315455900349766,0.013211748403824,0.00307240011463825,"PPARG/SIRT1",2
"BP","GO:0007519","skeletal muscle tissue development","2/9","183/18860",0.0109289617486339,22.9022465088039,6.50540046443527,0.00322325567194536,0.013430231966439,0.0031232085998067,"BCL2/MAPK14",2
"BP","GO:0043409","negative regulation of MAPK cascade","2/9","183/18860",0.0109289617486339,22.9022465088039,6.50540046443527,0.00322325567194536,0.013430231966439,0.0031232085998067,"PPARG/PTPRC",2
"BP","GO:0051170","import into nucleus","2/9","184/18860",0.0108695652173913,22.7777777777778,6.48625366437165,0.00325786842629762,0.0135051943692185,0.0031406411520968,"AKT1/MAPK14",2
