"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0071695","anatomical structure maturation","2/9","287/18860",0.00696864111498258,14.6031746031746,5.07403641524499,0.00774140976046728,0.0229977895077867,0.00534814991630473,"BCL2/PPARG",2
"BP","GO:1904062","regulation of monoatomic cation transmembrane transport","2/9","288/18860",0.00694444444444444,14.5524691358025,5.06405858786364,0.00779361185155171,0.0231106190853495,0.00537438850308695,"BCL2/MMP9",2
"BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","2/9","289/18860",0.0069204152249135,14.5021145713187,5.05413052414369,0.00784597608733185,0.0232235175626854,0.00540064311255323,"AKT1/PTPRC",2
"BP","GO:0042113","B cell activation","2/9","291/18860",0.00687285223367698,14.4024436807942,5.03442198836696,0.00795119047020088,0.0232943402603412,0.00541711297390284,"BCL2/PTPRC",2
"BP","GO:0003376","sphingosine-1-phosphate receptor signaling pathway","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"AKT1",1
"BP","GO:0007000","nucleolus organization","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"SIRT1",1
"BP","GO:0010831","positive regulation of myotube differentiation","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"MAPK14",1
"BP","GO:0030728","ovulation","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"SIRT1",1
"BP","GO:0032310","prostaglandin secretion","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"PTGS2",1
"BP","GO:0032621","interleukin-18 production","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"CASP1",1
"BP","GO:0032661","regulation of interleukin-18 production","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"CASP1",1
"BP","GO:0036444","calcium import into the mitochondrion","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"AKT1",1
"BP","GO:0045725","positive regulation of glycogen biosynthetic process","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"AKT1",1
"BP","GO:0060766","negative regulation of androgen receptor signaling pathway","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"SIRT1",1
"BP","GO:0090209","negative regulation of triglyceride metabolic process","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"SIRT1",1
"BP","GO:0120305","regulation of pigmentation","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"BCL2",1
"BP","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"CASP1",1
"BP","GO:1904044","response to aldosterone","1/9","17/18860",0.0588235294117647,123.267973856209,11.0198463788479,0.00808492794266613,0.0232943402603412,0.00541711297390284,"PTPRC",1
"BP","GO:0015850","organic hydroxy compound transport","2/9","294/18860",0.00680272108843537,14.2554799697657,5.00522192395425,0.00811022486405526,0.0233258679718403,0.00542444476235834,"PPARG/SIRT1",2
"BP","GO:0007548","sex differentiation","2/9","297/18860",0.00673400673400673,14.1114852225963,4.97644742720194,0.0082707115109084,0.0237454173237211,0.00552201121892527,"BCL2/SIRT1",2
"BP","GO:0000209","protein polyubiquitination","2/9","300/18860",0.00666666666666667,13.9703703703704,4.94808791420288,0.00843264689378659,0.0239378366302367,0.00556675844550929,"AKT1/BCL2",2
"BP","GO:0048511","rhythmic process","2/9","302/18860",0.00662251655629139,13.8778513612951,4.92940705847499,0.00854140693464176,0.0239378366302367,0.00556675844550929,"PPARG/SIRT1",2
"BP","GO:0002430","complement receptor mediated signaling pathway","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0031998","regulation of fatty acid beta-oxidation","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0032933","SREBP signaling pathway","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0043217","myelin maintenance","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0044320","cellular response to leptin stimulus","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"SIRT1",1
"BP","GO:0044539","long-chain fatty acid import into cell","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0055089","fatty acid homeostasis","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"SIRT1",1
"BP","GO:0060644","mammary gland epithelial cell differentiation","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0071499","cellular response to laminar fluid shear stress","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:0160049","negative regulation of cGAS/STING signaling pathway","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:1901298","regulation of hydrogen peroxide-mediated programmed cell death","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"AKT1",1
"BP","GO:1905288","vascular associated smooth muscle cell apoptotic process","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"PPARG",1
"BP","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","1/9","18/18860",0.0555555555555556,116.41975308642,10.7044974239501,0.00855869728133385,0.0239378366302367,0.00556675844550929,"PPARG",1
"BP","GO:0043487","regulation of RNA stability","2/9","303/18860",0.0066006600660066,13.8320498716538,4.92013316746891,0.00859602750094306,0.0240009358918084,0.00558143221710718,"AKT1/MAPK14",2
"BP","GO:0006874","intracellular calcium ion homeostasis","2/9","304/18860",0.00657894736842105,13.7865497076023,4.9109031513761,0.00865080825806286,0.0240300229390635,0.00558819642761055,"BCL2/PTPRC",2
"BP","GO:0045165","cell fate commitment","2/9","304/18860",0.00657894736842105,13.7865497076023,4.9109031513761,0.00865080825806286,0.0240300229390635,0.00558819642761055,"BCL2/PPARG",2
"BP","GO:0051338","regulation of transferase activity","2/9","304/18860",0.00657894736842105,13.7865497076023,4.9109031513761,0.00865080825806286,0.0240300229390635,0.00558819642761055,"PTPRC/SIRT1",2
"BP","GO:0061013","regulation of mRNA catabolic process","2/9","305/18860",0.00655737704918033,13.7413479052823,4.90171665313491,0.00870574907625867,0.0241413690254613,0.00561409002762145,"AKT1/MAPK14",2
"BP","GO:0006959","humoral immune response","2/9","307/18860",0.00651465798045603,13.651827723489,4.88347280226531,0.00881611037723025,0.0244057570068129,0.00567557361324426,"BCL2/PTPRC",2
"BP","GO:0010885","regulation of cholesterol storage","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PPARG",1
"BP","GO:0031649","heat generation","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PTGS2",1
"BP","GO:0034393","positive regulation of smooth muscle cell apoptotic process","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PPARG",1
"BP","GO:0043031","negative regulation of macrophage activation","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PTPRC",1
"BP","GO:0045346","regulation of MHC class II biosynthetic process","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"SIRT1",1
"BP","GO:0048643","positive regulation of skeletal muscle tissue development","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"BCL2",1
"BP","GO:0071501","cellular response to sterol depletion","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"AKT1",1
"BP","GO:0150079","negative regulation of neuroinflammatory response","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PTPRC",1
"BP","GO:1903978","regulation of microglial cell activation","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"PTPRC",1
"BP","GO:2000811","negative regulation of anoikis","1/9","19/18860",0.0526315789473684,110.292397660819,10.4142540439016,0.00903226546541569,0.0245618152460821,0.00571186505155852,"BCL2",1
"BP","GO:0071560","cellular response to transforming growth factor beta stimulus","2/9","311/18860",0.00643086816720257,13.4762415148267,4.84749204886948,0.0090387480105582,0.0245618152460821,0.00571186505155852,"PPARG/SIRT1",2
"BP","GO:0046651","lymphocyte proliferation","2/9","312/18860",0.00641025641025641,13.4330484330484,4.83860051259864,0.0090948056289005,0.0246728867228102,0.00573769479092396,"BCL2/PTPRC",2
"BP","GO:0034765","regulation of monoatomic ion transmembrane transport","2/9","318/18860",0.00628930817610063,13.1795946890287,4.78609699777529,0.0094344863549378,0.0251165088222365,0.00584085937955168,"BCL2/MMP9",2
"BP","GO:0048608","reproductive structure development","2/9","318/18860",0.00628930817610063,13.1795946890287,4.78609699777529,0.0094344863549378,0.0251165088222365,0.00584085937955168,"BCL2/SIRT1",2
"BP","GO:0071559","response to transforming growth factor beta","2/9","318/18860",0.00628930817610063,13.1795946890287,4.78609699777529,0.0094344863549378,0.0251165088222365,0.00584085937955168,"PPARG/SIRT1",2
"BP","GO:0032943","mononuclear cell proliferation","2/9","319/18860",0.00626959247648903,13.1382793451759,4.77748443470755,0.00949165444124007,0.0251165088222365,0.00584085937955168,"BCL2/PTPRC",2
"BP","GO:0044092","negative regulation of molecular function","2/9","319/18860",0.00626959247648903,13.1382793451759,4.77748443470755,0.00949165444124007,0.0251165088222365,0.00584085937955168,"PTPRC/SIRT1",2
"BP","GO:0010522","regulation of calcium ion transport into cytosol","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"BCL2",1
"BP","GO:0016078","tRNA decay","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"AKT1",1
"BP","GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"SIRT1",1
"BP","GO:0045342","MHC class II biosynthetic process","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"SIRT1",1
"BP","GO:0048266","behavioral response to pain","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"AKT1",1
"BP","GO:0051546","keratinocyte migration","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"MMP9",1
"BP","GO:0071380","cellular response to prostaglandin E stimulus","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"AKT1",1
"BP","GO:0071636","positive regulation of transforming growth factor beta production","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"PTGS2",1
"BP","GO:0090201","negative regulation of release of cytochrome c from mitochondria","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"AKT1",1
"BP","GO:1902001","fatty acid transmembrane transport","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"AKT1",1
"BP","GO:2000774","positive regulation of cellular senescence","1/9","20/18860",0.05,104.777777777778,10.1459403259771,0.00950563256964643,0.0251165088222365,0.00584085937955168,"SIRT1",1
"BP","GO:0050807","regulation of synapse organization","2/9","322/18860",0.0062111801242236,13.015873015873,4.75187726945092,0.00966410692124758,0.025493788550369,0.00592859600944614,"AKT1/MAPK14",2
"BP","GO:0001822","kidney development","2/9","323/18860",0.00619195046439629,12.9755761953904,4.74341740476982,0.00972190672611222,0.0255632660678517,0.00594475304832956,"BCL2/MMP9",2
"BP","GO:0061458","reproductive system development","2/9","323/18860",0.00619195046439629,12.9755761953904,4.74341740476982,0.00972190672611222,0.0255632660678517,0.00594475304832956,"BCL2/SIRT1",2
"BP","GO:0007162","negative regulation of cell adhesion","2/9","326/18860",0.00613496932515337,12.8561690524881,4.71826133669412,0.00989625127596333,0.0256981740676674,0.00597612598561463,"AKT1/PTPRC",2
"BP","GO:0001502","cartilage condensation","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"MAPK14",1
"BP","GO:0002902","regulation of B cell apoptotic process","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"BCL2",1
"BP","GO:0006991","response to sterol depletion","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"AKT1",1
"BP","GO:0010421","hydrogen peroxide-mediated programmed cell death","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"AKT1",1
"BP","GO:0010612","regulation of cardiac muscle adaptation","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"PPARG",1
"BP","GO:0033033","negative regulation of myeloid cell apoptotic process","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"BCL2",1
"BP","GO:0060716","labyrinthine layer blood vessel development","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"AKT1",1
"BP","GO:0070875","positive regulation of glycogen metabolic process","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"AKT1",1
"BP","GO:0090520","sphingolipid mediated signaling pathway","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"AKT1",1
"BP","GO:0097049","motor neuron apoptotic process","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"BCL2",1
"BP","GO:1901739","regulation of myoblast fusion","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"MAPK14",1
"BP","GO:1903242","regulation of cardiac muscle hypertrophy in response to stress","1/9","21/18860",0.0476190476190476,99.7883597883598,9.89691607143048,0.0099787986687373,0.0256981740676674,0.00597612598561463,"PPARG",1
"BP","GO:0050803","regulation of synapse structure or activity","2/9","329/18860",0.0060790273556231,12.7389395474502,4.69343465079336,0.0100720108330614,0.0258971797527292,0.00602240487852941,"AKT1/MAPK14",2
"BP","GO:0030217","T cell differentiation","2/9","330/18860",0.00606060606060606,12.7003367003367,4.68523100002824,0.0101309111997142,0.0259299484515048,0.0060300252593297,"BCL2/PTPRC",2
"BP","GO:0030198","extracellular matrix organization","2/9","331/18860",0.00604229607250755,12.6619671030547,4.67706285567247,0.0101899682766629,0.0259299484515048,0.0060300252593297,"MMP9/PPARG",2
"BP","GO:0055074","calcium ion homeostasis","2/9","331/18860",0.00604229607250755,12.6619671030547,4.67706285567247,0.0101899682766629,0.0259299484515048,0.0060300252593297,"BCL2/PTPRC",2
"BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/9","331/18860",0.00604229607250755,12.6619671030547,4.67706285567247,0.0101899682766629,0.0259299484515048,0.0060300252593297,"PPARG/SIRT1",2
"BP","GO:0043062","extracellular structure organization","2/9","332/18860",0.00602409638554217,12.623828647925,4.66892995246041,0.0102491819358948,0.0259299484515048,0.0060300252593297,"MMP9/PPARG",2
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","2/9","332/18860",0.00602409638554217,12.623828647925,4.66892995246041,0.0102491819358948,0.0259299484515048,0.0060300252593297,"CASP1/SIRT1",2
"BP","GO:0045229","external encapsulating structure organization","2/9","333/18860",0.00600600600600601,12.5859192525859,4.66083202790583,0.0103085520494609,0.0259299484515048,0.0060300252593297,"MMP9/PPARG",2
"BP","GO:0072001","renal system development","2/9","334/18860",0.00598802395209581,12.5482368596141,4.65276882226441,0.0103680784894759,0.0259299484515048,0.0060300252593297,"BCL2/MMP9",2
"BP","GO:1904951","positive regulation of establishment of protein localization","2/9","334/18860",0.00598802395209581,12.5482368596141,4.65276882226441,0.0103680784894759,0.0259299484515048,0.0060300252593297,"MAPK14/PPARG",2
"BP","GO:0010866","regulation of triglyceride biosynthetic process","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"SIRT1",1
"BP","GO:0032495","response to muramyl dipeptide","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"MAPK14",1
"BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:0034104","negative regulation of tissue remodeling","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"PPARG",1
"BP","GO:0034616","response to laminar fluid shear stress","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:0038203","TORC2 signaling","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:0044321","response to leptin","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"SIRT1",1
"BP","GO:0045844","positive regulation of striated muscle tissue development","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"BCL2",1
"BP","GO:0048636","positive regulation of muscle organ development","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"BCL2",1
"BP","GO:0051900","regulation of mitochondrial depolarization","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"BCL2",1
"BP","GO:0140354","lipid import into cell","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:1901863","positive regulation of muscle tissue development","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"BCL2",1
"BP","GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","1/9","22/18860",0.0454545454545455,95.2525252525252,9.66496592530763,0.0104517638373758,0.0259299484515048,0.0060300252593297,"AKT1",1
"BP","GO:0022409","positive regulation of cell-cell adhesion","2/9","343/18860",0.00583090379008746,12.2189828312277,4.58172077572478,0.0109108300702433,0.026615229751299,0.00618938784175957,"AKT1/PTPRC",2
"BP","GO:0006925","inflammatory cell apoptotic process","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"SIRT1",1
"BP","GO:0010888","negative regulation of lipid storage","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"PPARG",1
"BP","GO:0032891","negative regulation of organic acid transport","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"AKT1",1
"BP","GO:0034122","negative regulation of toll-like receptor signaling pathway","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"AKT1",1
"BP","GO:0043388","positive regulation of DNA binding","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"MMP9",1
"BP","GO:0045472","response to ether","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"AKT1",1
"BP","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"PTPRC",1
"BP","GO:0046628","positive regulation of insulin receptor signaling pathway","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"SIRT1",1
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"SIRT1",1
"BP","GO:0097468","programmed cell death in response to reactive oxygen species","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"AKT1",1
"BP","GO:2000010","positive regulation of protein localization to cell surface","1/9","23/18860",0.0434782608695652,91.1111111111111,9.44821532188638,0.0109245281502255,0.026615229751299,0.00618938784175957,"AKT1",1
"BP","GO:0008202","steroid metabolic process","2/9","345/18860",0.00579710144927536,12.1481481481481,4.56629335880374,0.011033150363777,0.0267995057416107,0.00623224133521506,"AKT1/SIRT1",2
"BP","GO:0034504","protein localization to nucleus","2/9","345/18860",0.00579710144927536,12.1481481481481,4.56629335880374,0.011033150363777,0.0267995057416107,0.00623224133521506,"AKT1/MAPK14",2
"BP","GO:0006913","nucleocytoplasmic transport","2/9","350/18860",0.00571428571428571,11.9746031746032,4.52827743291848,0.0113416578189487,0.0270528631293798,0.00629115974960152,"AKT1/MAPK14",2
"BP","GO:0051169","nuclear transport","2/9","350/18860",0.00571428571428571,11.9746031746032,4.52827743291848,0.0113416578189487,0.0270528631293798,0.00629115974960152,"AKT1/MAPK14",2
"BP","GO:0002320","lymphoid progenitor cell differentiation","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"BCL2",1
"BP","GO:0003323","type B pancreatic cell development","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"AKT1",1
"BP","GO:0006476","protein deacetylation","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"SIRT1",1
"BP","GO:0030318","melanocyte differentiation","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"BCL2",1
"BP","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"AKT1",1
"BP","GO:0036499","PERK-mediated unfolded protein response","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"AKT1",1
"BP","GO:0045061","thymic T cell selection","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"PTPRC",1
"BP","GO:0045542","positive regulation of cholesterol biosynthetic process","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"AKT1",1
"BP","GO:0045722","positive regulation of gluconeogenesis","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"SIRT1",1
"BP","GO:0046641","positive regulation of alpha-beta T cell proliferation","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"PTPRC",1
"BP","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"MAPK14",1
"BP","GO:0060907","positive regulation of macrophage cytokine production","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"SIRT1",1
"BP","GO:0106120","positive regulation of sterol biosynthetic process","1/9","24/18860",0.0416666666666667,87.3148148148148,9.24506590277793,0.0113970916819264,0.0270528631293798,0.00629115974960152,"AKT1",1
"BP","GO:0010038","response to metal ion","2/9","351/18860",0.0056980056980057,11.9404874960431,4.52076719558659,0.0114038223037693,0.0270528631293798,0.00629115974960152,"AKT1/BCL2",2
"BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/9","354/18860",0.00564971751412429,11.8392969240427,4.49841846893779,0.0115912394638702,0.0272043209788836,0.00632638136448207,"AKT1/SIRT1",2
"BP","GO:0070661","leukocyte proliferation","2/9","356/18860",0.00561797752808989,11.772784019975,4.48366885847549,0.0117169527259693,0.0272043209788836,0.00632638136448207,"BCL2/PTPRC",2
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","2/9","357/18860",0.00560224089635854,11.7398070339247,4.47633829213784,0.0117800395241599,0.0272043209788836,0.00632638136448207,"AKT1/BCL2",2
"BP","GO:0002922","positive regulation of humoral immune response","1/9","25/18860",0.04,83.8222222222222,9.05414529122016,0.0118694545070944,0.0272043209788836,0.00632638136448207,"PTPRC",1
"BP","GO:0006582","melanin metabolic process","1/9","25/18860",0.04,83.8222222222222,9.05414529122016,0.0118694545070944,0.0272043209788836,0.00632638136448207,"BCL2",1
"BP","GO:0006851","mitochondrial calcium ion transmembrane transport","1/9","25/18860",0.04,83.8222222222222,9.05414529122016,0.0118694545070944,0.0272043209788836,0.00632638136448207,"AKT1",1
"BP","GO:0010878","cholesterol storage","1/9","25/18860",0.04,83.8222222222222,9.05414529122016,0.0118694545070944,0.0272043209788836,0.00632638136448207,"PPARG",1
