"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant"
"UGCG",1.43337872872258,8.73239428495951,12.1264079493561,7.55759108382977e-18,2.71425485496401e-15,30.3247536454832,"Up"
"NONO",-0.913496471245544,9.91147152483861,-12.1125398412213,7.9402473073736e-18,2.79511637633728e-15,30.276177282858,"Down"
"BCL11B",-2.10466279201951,7.86006390816096,-12.1102563074631,8.00510656707574e-18,2.79511637633728e-15,30.2681762453213,"Down"
"DDOST",-0.864930717672138,9.53575340020048,-12.0977519740921,8.36987377633061e-18,2.85419561541628e-15,30.224351504192,"Down"
"LOC728481",-1.85717705342219,12.1389169400955,-12.0966981652259,8.40137134211635e-18,2.85419561541628e-15,30.2206572176413,"Down"
"AKR1B1",-1.39374649368511,8.69624241790339,-12.090164788796,8.59933873055983e-18,2.88249834248365e-15,30.1977502348132,"Down"
"SH3GLB1",1.65684271475577,10.1016474274887,12.0704554563347,9.22556313545313e-18,3.01728066832227e-15,30.1286125851744,"Up"
"EIF3F",-1.12662463937373,10.5950441792863,-12.0656223424994,9.38603451287156e-18,3.01728066832227e-15,30.1116509291096,"Down"
"FAIM3",-2.31671115496291,10.101702966108,-12.0635298783927,9.45638113534569e-18,3.01728066832227e-15,30.1043065475846,"Down"
"CBLL1",-0.837532805656225,7.91672104996986,-12.0627862140546,9.48151045335957e-18,3.01728066832227e-15,30.1016962075167,"Down"
"RFTN1",-1.91466805497641,8.91897432473858,-12.0483516565973,9.98285481528445e-18,3.13004684953907e-15,30.0510150851458,"Down"
"EOMES",-2.28698388748621,8.24915231439925,-12.0455040678369,1.00848764841951e-17,3.13004684953907e-15,30.0410137138124,"Down"
"SLC2A3",1.22517945746046,12.9260783921205,12.025864381534,1.08177862241282e-17,3.31657494725101e-15,29.9720059089786,"Up"
"PABPC1",-1.0154532995916,11.705718363052,-12.0066356552696,1.15874813298198e-17,3.50975036905626e-15,29.9043933597629,"Down"
"SRPK1",1.42520931854622,9.14085369220441,11.9994283870474,1.18900257281607e-17,3.55851484292808e-15,29.8790385613501,"Up"
"C16orf7",1.39613689939759,7.86861293114187,11.9884066113196,1.23681971288341e-17,3.65807618610458e-15,29.8402514396426,"Up"
"RPS4X",-1.59761913424903,11.1771569555615,-11.9668676986403,1.33594532044719e-17,3.90530992512119e-15,29.7644074532059,"Down"
"RPL10A",-1.61535867283213,11.8992469705002,-11.9341452079181,1.50211834735792e-17,4.29197618946645e-15,29.6490678365812,"Down"
"PARP1",-1.40235132705419,9.18894507041375,-11.9340998912959,1.50236238931204e-17,4.29197618946645e-15,29.6489080089805,"Down"
"POLE3",-0.873209611579057,9.66346216009563,-11.8658679191575,1.91924003701831e-17,5.42131399220678e-15,29.4079580697486,"Down"
"BLOC1S1",1.50405965268928,9.75679033850303,11.8425843947379,2.08679381539778e-17,5.82911072434448e-15,29.3255982566858,"Up"
"ST6GAL1",-1.31255689071409,8.00030918998881,-11.831899367312,2.16855692735329e-17,5.95805296289586e-15,29.2877791236253,"Down"
"SMARCA4",-0.941148754187362,8.32959481408973,-11.8303914228567,2.18035351068583e-17,5.95805296289586e-15,29.2824406410459,"Down"
"METTL9",1.16781102299065,6.95703250128816,11.8272046780955,2.20549685820381e-17,5.96195602314449e-15,29.2711578400909,"Up"
"KIF1B",1.33197793616293,7.62124400296611,11.7897923517233,2.52352179547764e-17,6.7490785040753e-15,29.138600027948,"Up"
"ID2",-1.21240927469096,9.77254743808237,-11.7441793677407,2.97462997549691e-17,7.87181027199918e-15,28.9767422336438,"Down"
"ATIC",-1.39902639021579,8.19383579055759,-11.7317295834699,3.11134142438819e-17,8.14782535511658e-15,28.9325177043443,"Down"
"GLTSCR2",-1.61575770951233,12.4106841453235,-11.6986253113969,3.50653609567466e-17,9.08807396342896e-15,28.8148269393302,"Down"
"C20orf24",1.08898954808697,12.2213110769451,11.6708888851196,3.87644582819843e-17,9.94427021641924e-15,28.7161116610689,"Up"
"PGD",1.77951222892497,10.6928943652118,11.608938774374,4.85137414994242e-17,1.21983657279063e-14,28.495273510837,"Up"
"WBP11",-1.10982082839611,8.29162454700577,-11.6065589412306,4.89341114644732e-17,1.21983657279063e-14,28.4867801896091,"Down"
"HP",3.3186287199417,7.02985606979873,11.6061486318771,4.9006958572734e-17,1.21983657279063e-14,28.4853157749846,"Up"
"IL4R",1.209661882916,7.80883982577802,11.601618093782,4.9818633170675e-17,1.22788278226546e-14,28.4691446339494,"Up"
"C5orf32",2.68391422007626,9.25694068006058,11.5844864901703,5.30124848759568e-17,1.29391637842869e-14,28.407972107676,"Up"
"PABPC4",-1.39750940895963,9.63905629575599,-11.573236672114,5.52214512127779e-17,1.32614955479003e-14,28.367781635215,"Down"
"CD58",1.3922747172701,8.21957469649021,11.5724064366979,5.53881078969585e-17,1.32614955479003e-14,28.3648149458529,"Up"
"KLHL22",-1.19078754690555,8.37518310072599,-11.549280907868,6.02399268203409e-17,1.42870920779563e-14,28.2821451033184,"Down"
"ALPK1",1.47851409983798,8.2995795849822,11.5434779684233,6.15233356398095e-17,1.44551089531291e-14,28.261389940172,"Up"
"LOC649447",-1.16657663688571,11.517206784507,-11.5363186184196,6.31448333203083e-17,1.46987139784495e-14,28.235777476315,"Down"
"Septin 9",-1.23982534929472,12.4465437887529,-11.5317610088938,6.419947288464e-17,1.48071077827509e-14,28.2194693188322,"Down"
"LOC648210",-1.29985445455467,9.5750812051939,-11.5143834507995,6.83864377934263e-17,1.56294095102431e-14,28.1572643779673,"Down"
"GPR56",-2.11067171106057,7.94733423962362,-11.4958134344127,7.31659582081697e-17,1.65711008049855e-14,28.0907487201041,"Down"
"PYHIN1",-1.51017059870415,7.2499921012417,-11.4849889694186,7.61060626991192e-17,1.70830930022844e-14,28.0519566549788,"Down"
"CKAP4",1.93202884700128,9.66539617265109,11.4683374320161,8.08634732696674e-17,1.79903337876056e-14,27.9922530406801,"Up"
"TSPYL1",-0.863813621347754,8.84629767631717,-11.4433415596972,8.85745577368216e-17,1.95330208903833e-14,27.9025655233467,"Down"
"MAN2B2",-0.938798127058368,9.16232656701625,-11.430397824911,9.28550981398097e-17,2.02989318889984e-14,27.8560913310968,"Down"
"SLC22A4",1.60251499464525,8.34862881715852,11.4245035019756,9.48729721784721e-17,2.05612631083344e-14,27.8349209245221,"Up"
"TOMM40",-1.10588185687733,7.99244016861967,-11.4177292938154,9.7246791769237e-17,2.08488581236263e-14,27.8105848849514,"Down"
"MYL6",1.33613273092789,13.2841452363601,11.4160104025635,9.78586021713567e-17,2.08488581236263e-14,27.8044089295565,"Up"
"ITK",-1.8476531485151,9.1735178337197,-11.4080896652093,1.00728434306091e-16,2.12799398189506e-14,27.7759450303146,"Down"
"TAF4",-1.07998451905383,7.67090148049584,-11.3765868775758,1.13008615718376e-16,2.36753049929998e-14,27.662659099407,"Down"
"P2RY8",-0.979498076385919,8.90908293918829,-11.3627416925409,1.18873428979461e-16,2.46981653268071e-14,27.6128317232061,"Down"
"CD63",1.43912148402118,8.18197496751051,11.3603524479307,1.1991615645646e-16,2.47105915845524e-14,27.6042306594397,"Up"
"EDG8",-2.39632027599648,8.19954345034318,-11.3440759546551,1.27269546081615e-16,2.6012653564974e-14,27.5456178098961,"Down"
"NOL5A",-1.27923665963322,8.14995969366156,-11.3272114749179,1.35369135249e-16,2.74450004851602e-14,27.4848527509228,"Down"
"TXN",2.04263087919003,10.1279762701562,11.3050379662255,1.46815779084227e-16,2.95275894894197e-14,27.4049046732295,"Up"
"QARS",-0.916015940313166,10.3073999682189,-11.3008908113836,1.49062719728095e-16,2.97415616981294e-14,27.389945045259,"Down"
"MYD88",0.981768655905967,9.89913048244929,11.296915278799,1.51249245054751e-16,2.9940204887216e-14,27.3756024889879,"Up"
"LBH",-1.48392115175923,7.41542636701265,-11.2901635930097,1.55037056636195e-16,3.04502469049527e-14,27.3512398917266,"Down"
"GNLY",-2.6324584554817,9.57295663019318,-11.2752903424146,1.63722383758226e-16,3.19068273463705e-14,27.2975517221107,"Down"
"RNMTL1",-0.857760431194635,7.21277998313737,-11.2437203305395,1.83820394145452e-16,3.55480362216666e-14,27.1835022745192,"Down"
"WDR54",-1.5758483708292,7.93453980110374,-11.2342256543611,1.90338759673665e-16,3.65276062457705e-14,27.1491778283613,"Down"
"CKLF",1.48213626559527,10.4657496999223,11.2256702335603,1.96411861954552e-16,3.74075318904351e-14,27.1182393808362,"Up"
"GLRX",1.45917807526277,9.27152747537384,11.2228859892645,1.98430140062562e-16,3.75077723396452e-14,27.108168941051,"Up"
"AGTRAP",1.22370998214118,8.40687019814372,11.212225576339,2.06353151082782e-16,3.87143150613517e-14,27.0696020548688,"Up"
"MAPK14",1.64305028807498,6.63487042748055,11.1864293430385,2.26871915377183e-16,4.22485922413509e-14,26.9762194334782,"Up"
"LIN7A",1.84363059135808,6.66413615202213,11.1609340726957,2.49174666980794e-16,4.60606700580673e-14,26.8838459959708,"Up"
"U2AF2",-0.957791951058052,8.97467327753859,-11.1570327685468,2.52777453402158e-16,4.63855852447464e-14,26.8697039178273,"Down"
"GEMIN4",-1.26207745356736,7.4980399577024,-11.1400063234337,2.69126523353262e-16,4.90278318630508e-14,26.807961898249,"Down"
"C9orf46",1.16290782721352,7.91908183749759,11.1259453328835,2.83429735577828e-16,5.1262039945515e-14,26.7569466149324,"Up"
"MRPS18B",-1.15547441589549,7.60168941197668,-11.1073999965757,3.03474405771707e-16,5.41088408588703e-14,26.6896245819336,"Down"
"GNG5",1.03316759895067,8.47680020116838,11.1019104597212,3.09677704780311e-16,5.48260387195565e-14,26.6696887930883,"Up"
"DIMT1L",-1.13273094194578,7.99477970910249,-11.0979786587471,3.14199199879692e-16,5.5237537657171e-14,26.655407818711,"Down"
"KLHL8",1.34041463134476,8.2475590174379,11.0936410940886,3.19264618326538e-16,5.57382812828414e-14,26.6396508582713,"Up"
"CD8A",-2.48285645296498,8.99677823035461,-11.0792284976496,3.36694893641458e-16,5.83759284561811e-14,26.5872781541924,"Down"
"MMP9",2.56548274107349,10.8241157679532,11.0752421111723,3.41683261970719e-16,5.883504935578e-14,26.5727879081764,"Up"
"TUBB",-0.868154726799418,9.31451357829251,-11.0540186537937,3.69523971401706e-16,6.31961404152306e-14,26.4956096090783,"Down"
"RASGRP1",-1.91529531771811,7.75897607277249,-11.0415068717486,3.86997755136964e-16,6.57373213793464e-14,26.4500854127377,"Down"
"YWHAQ",-0.937214047907974,11.0060691933589,-11.0369564357306,3.93557516732582e-16,6.64029259775646e-14,26.4335239253855,"Down"
"SCAMP3",-1.00297580728273,7.67052628120576,-11.0273797094726,4.07731773188482e-16,6.83358451863896e-14,26.3986608828445,"Down"
"SCAP",-1.13989430049861,9.5535727460678,-11.0235979256956,4.13469909021501e-16,6.88386325351028e-14,26.3848906537854,"Down"
"PIK3IP1",-1.69931994682504,9.31319594888424,-11.0170174503708,4.23649399372129e-16,7.00693809224692e-14,26.3609257145148,"Down"
"PRPF8",-1.24397565326404,9.41771692205419,-11.0146207982157,4.27419313631707e-16,7.02308597692883e-14,26.3521962287915,"Down"
"SIN3A",-0.858587986352459,8.56672216281055,-10.9976583556524,4.55086274500626e-16,7.4291356759388e-14,26.2903930017206,"Down"
"PFKFB3",1.78522616040932,9.15076643152104,10.9895263877161,4.68983826093765e-16,7.60661508903048e-14,26.2607516169597,"Up"
"RABAC1",1.10252783953205,9.32429885362104,10.9858808714498,4.75352226469262e-16,7.66048395733157e-14,26.2474609656245,"Up"
"RAB24",1.07179877545671,8.43190256430651,10.9813218368903,4.83439356451588e-16,7.74118816636492e-14,26.2308376039654,"Up"
"MAL",-1.86695432649149,9.29563329701107,-10.9790768781642,4.87472465264463e-16,7.75636568148645e-14,26.2226510143335,"Down"
"SUMF2",-1.22057242478571,8.91516442907441,-10.9722119294399,5.00017250784176e-16,7.90593313504036e-14,26.1976131600235,"Down"
"PHCA",1.49680450657515,8.65669864011416,10.9673998845556,5.09004262708763e-16,7.99772947781144e-14,26.180059287934,"Up"
"ST3GAL4",1.34122182739473,6.96408700596114,10.9642997256433,5.14880252438061e-16,8.03980717161047e-14,26.1687487380613,"Up"
"IL10RA",-1.01874945159572,8.43883378354734,-10.9423468851338,5.58494150582929e-16,8.66700181830545e-14,26.0886235358063,"Down"
"BCL6",1.56848964532519,10.7771159878648,10.9331190720761,5.77922185045228e-16,8.91347468223131e-14,26.054925921659,"Up"
"SBK1",-1.80821816444816,6.84044763247656,-10.9114580364295,6.26247978630676e-16,9.53339292704512e-14,25.9757854047815,"Down"
"RCC2",-0.993098779466512,9.01712410573396,-10.9113368419549,6.26529525090789e-16,9.53339292704512e-14,25.9753424525711,"Down"
"ARL2BP",-0.881984880503994,8.83176551875588,-10.9100648765874,6.29492134403139e-16,9.53339292704512e-14,25.9706934562427,"Down"
"ETS2",1.46048074301712,8.32365621281584,10.9057690406344,6.39602646058516e-16,9.62850929455754e-14,25.9549908763092,"Up"
"RNASE2",2.40728887157742,9.61021139750433,10.90221674455,6.4808678635959e-16,9.69815583873815e-14,25.9420044994222,"Up"
"MYC",-1.49574935804534,8.49296829068613,-10.8758971195043,7.14586949460203e-16,1.06300094138636e-13,25.8457392564524,"Down"
"DRAM",1.7844367307375,7.28218015798564,10.8673793939721,7.37549854214023e-16,1.09070607852591e-13,25.8145676651728,"Up"
"GNB2L1",-0.874422575134801,13.6874796449687,-10.8413432983534,8.12459292494512e-16,1.19445769668491e-13,25.7192323172063,"Down"
"CUTA",-1.09127492902014,8.96701607028202,-10.8390415864498,8.19439965411061e-16,1.19771632153686e-13,25.7108003725691,"Down"
"ITGB7",-1.50673348615383,9.26746833473104,-10.8322648773044,8.40345655845691e-16,1.21431269248392e-13,25.6859713761331,"Down"
"FLJ22662",1.58105177181064,11.8062191449252,10.8322298540608,8.40455085490066e-16,1.21431269248392e-13,25.6858430413642,"Up"
"ZDHHC8",-1.35286266961037,9.00515398774503,-10.8243750856702,8.65363769170839e-16,1.24315686611171e-13,25.6570573608507,"Down"
"CEBPA",1.29866193425385,9.4072691588247,10.8079033126591,9.2004270723195e-16,1.31322640727596e-13,25.5966689942798,"Up"
"GTPBP6",-0.976245842538079,9.1299547190957,-10.806579204918,9.24586611327944e-16,1.31322640727596e-13,25.5918131996979,"Down"
"EIF3EIP",-1.16773838265689,10.3046411909784,-10.800345650973,9.46284034508686e-16,1.33649329368249e-13,25.5689506154236,"Down"
"SF3B3",-1.03399309942826,7.80666117659992,-10.7901540272972,9.82870136632629e-16,1.38041090698013e-13,25.5315613256842,"Down"
"SFT2D1",0.961357051406305,10.4221133893125,10.7866874342164,9.95636979936132e-16,1.39057298197746e-13,25.518840901599,"Up"
"MRPS6",-1.16887931052762,10.1844305842812,-10.7611274221504,1.0950791912659e-15,1.52101054521683e-13,25.4250067314698,"Down"
"FAM113B",-1.47440857040641,9.19494535885335,-10.7556500259553,1.11765993089309e-15,1.54384454190398e-13,25.4048885434586,"Down"
"FGFBP2",-2.05015871228548,8.59242113920021,-10.7150879562922,1.30016369577224e-15,1.76681704387644e-13,25.2557973038982,"Down"
"RAB31",1.16144568785452,11.4539843250939,10.7060862067866,1.34458090328146e-15,1.80902477898246e-13,25.2226842358665,"Up"
"STAT4",-1.65676060194439,8.55359646336964,-10.7051825926469,1.34912323870468e-15,1.80902477898246e-13,25.2193597585874,"Down"
"SLPI",2.61709118744405,7.07173532366833,10.7042619440341,1.35376711475677e-15,1.80902477898246e-13,25.215972512552,"Up"
"PLSCR3",-1.28706377109457,10.4611171932727,-10.7030299470902,1.36000669541641e-15,1.80902477898246e-13,25.2114396014179,"Down"
"HCFC1",-0.944044474776412,9.56179699334317,-10.6959929046001,1.39620642398266e-15,1.84740155257495e-13,25.1855446966189,"Down"
"HNRNPA0",-0.995829438355882,8.65306797513012,-10.6534425193429,1.63675939640572e-15,2.15435242019057e-13,25.0288458103682,"Down"
"ARHGEF18",-0.9656629318801,11.092871917315,-10.6465743642832,1.67933088308023e-15,2.19887387503317e-13,25.0035331120259,"Down"
"PRKAG1",0.834982628255434,7.12044503786824,10.6400139682605,1.72103683313058e-15,2.24180652771517e-13,24.9793495983805,"Up"
"ACAA1",1.40157491397138,7.69600619138265,10.6361714116876,1.74594813490331e-15,2.25369277680744e-13,24.9651825286746,"Up"
"C17orf62",1.0988796928196,9.58484675701688,10.6358434526338,1.74809105599622e-15,2.25369277680744e-13,24.9639733023387,"Up"
"TMCO3",1.63428332135818,7.50982740580197,10.6306393743726,1.78245211108163e-15,2.28626765676491e-13,24.9447835578063,"Up"
"TSPO",1.19778558296,12.0800386177237,10.601128066662,1.99059421314363e-15,2.54028114306755e-13,24.8359035725473,"Up"
"LOC441124",1.35934302911978,7.68180251926361,10.5945381086555,2.04032429497256e-15,2.59059357452577e-13,24.811576761485,"Up"
"ZNF428",-1.04346853778897,9.81169139132266,-10.5720520746615,2.21963408322527e-15,2.80410054534087e-13,24.7285323565184,"Down"
"SAE1",-0.972651600066643,9.85970332737114,-10.5564674564318,2.35315260609647e-15,2.95791282586326e-13,24.6709421998673,"Down"
"RPS28",-1.66991787756267,12.8225190071846,-10.5541729601759,2.37348271153142e-15,2.96862464516915e-13,24.6624609726217,"Down"
"IDH1",1.01325055695938,7.16855751071978,10.5507750666125,2.40391500762542e-15,2.98058594328322e-13,24.649900122414,"Up"
"PSMC5",-0.850901586050291,9.3991473339592,-10.5487831893989,2.42193724057477e-15,2.98468148176715e-13,24.6425362252489,"Down"
"RGL4",2.17217570817484,9.630720102211,10.5297997081352,2.60068109609814e-15,3.18932306126377e-13,24.5723324514693,"Up"
"CDC25B",-1.4910136798564,8.71320063834851,-10.51231613052,2.77704723923778e-15,3.38907609681737e-13,24.507639533071,"Down"
"DDB1",-0.941190183259851,8.92132710274583,-10.4968339646956,2.94326650980884e-15,3.57457584814464e-13,24.450323510744,"Down"
"SMARCD1",-0.839146543776997,7.8127991735414,-10.4897989596047,3.02207441367635e-15,3.65264186345305e-13,24.4242705438444,"Down"
"FBXO21",-0.993119897915913,7.22756952742789,-10.4828229484943,3.10232162133202e-15,3.73169213207114e-13,24.3984305665963,"Down"
"NUDC",-0.884843888807337,9.44152410149595,-10.4651621289875,3.31521409629044e-15,3.93627206846341e-13,24.3329884115222,"Down"
"IL1R2",2.78752402706203,8.42997170165467,10.4648288388113,3.319370240709e-15,3.93627206846341e-13,24.3317530695167,"Up"
"VNN1",2.03227987049461,7.21583484670749,10.4394126420576,3.65228501509691e-15,4.31072513049466e-13,24.2375112665101,"Up"
"MOSC1",1.69899423562116,8.7416997416524,10.4357074731783,3.70355150738277e-15,4.35080770540201e-13,24.2237667014197,"Up"
"KHDRBS1",-0.91666626974088,10.2501194291181,-10.4152884324722,3.99937282237267e-15,4.67647594206739e-13,24.1479935771757,"Down"
"TGFBR3",-2.35889898691053,8.61304313864075,-10.4077950144223,4.11381065451456e-15,4.78801851178222e-13,24.1201746154946,"Down"
"RPL22",-1.48056101186256,9.43065680201472,-10.4048562788908,4.15958607903675e-15,4.81898589986101e-13,24.1092630013387,"Down"
"TTC27",-1.05865677907675,6.7587581900036,-10.396680473739,4.28965570782031e-15,4.9468781878258e-13,24.0789009647195,"Down"
"H2AFJ",1.41642123685757,7.4419985567153,10.3932280936362,4.34580347436817e-15,4.98874426235689e-13,24.0660778334944,"Up"
"BIN1",-1.24930942207859,8.97161415862902,-10.3900521670139,4.39810893153526e-15,5.02583902449075e-13,24.0542803680199,"Down"
"GZMB",-2.25862737687249,9.82741153971033,-10.3834096633893,4.50956678388223e-15,5.1298872826606e-13,24.0296021749413,"Down"
"BRI3",1.04655115026144,10.8080917750273,10.3782294835608,4.59845948413054e-15,5.20744465905594e-13,24.0103534246624,"Up"
"PLEKHA1",-1.73328044424164,8.29795615940496,-10.3728818811091,4.69207795240192e-15,5.2896340683132e-13,23.9904794588154,"Down"
"NQO2",2.02136020624365,7.35047020288654,10.3676099046176,4.78625244810914e-15,5.37171368506535e-13,23.9708834724289,"Up"
"RALGDS",-1.46141055771688,9.19809830574737,-10.3578934618216,4.96483838789812e-15,5.5473794254115e-13,23.9347593639596,"Down"
"CYFIP2",-0.81748440302778,9.61103577590085,-10.3245908246954,5.62947174491765e-15,6.26216458704557e-13,23.8108672752034,"Down"
"GSTO1",1.02817848910465,10.6576970811672,10.3221389938031,5.68181025689019e-15,6.29254228450306e-13,23.8017412146807,"Up"
"IL7R",-2.21278315731431,10.3039860671842,-10.2845943001121,6.5473481986461e-15,7.21931288219136e-13,23.6619129358052,"Down"
"C2orf29",-0.820731664934959,9.48429310022159,-10.2799284074596,6.66381189024647e-15,7.31036973220387e-13,23.6445250040356,"Down"
"MRPL33",0.884878283228701,8.64198964186847,10.2789662285875,6.6880868671714e-15,7.31036973220387e-13,23.6409390521721,"Up"
"C3AR1",1.8807323315942,7.13235083732646,10.2741844598122,6.81005495976248e-15,7.41146241075449e-13,23.6231163574452,"Up"
"MTF1",1.31025015823258,8.92946902872336,10.2715932431877,6.8770825056414e-15,7.45214888757865e-13,23.6134572966276,"Up"
"OSCAR",1.42834472128277,9.70782082405565,10.2644889958691,7.06427853437973e-15,7.62214430705178e-13,23.5869716744364,"Up"
"ATF6",1.1420573125559,8.61246011649826,10.2555321166065,7.30762593425523e-15,7.85101350372549e-13,23.5535714320812,"Up"
"CSF1R",-1.77118863978121,10.1732439524103,-10.2536078157208,7.36099919687015e-15,7.85203258531581e-13,23.546394578791,"Down"
"CLIC3",-2.12762844623234,7.8576858780228,-10.2532473460254,7.37104093132272e-15,7.85203258531581e-13,23.5450501303415,"Down"
"C11orf56",1.13103671546224,7.69794035302075,10.2257665922666,8.17865796629898e-15,8.63913702826708e-13,23.4425137487664,"Up"
"CAPZA2",1.2156351204986,10.460830736738,10.2245777151331,8.21554261138714e-15,8.6417883368315e-13,23.4380759763021,"Up"
"TXNDC17",1.25385409953819,9.36672256370668,10.2194307530421,8.37716887441384e-15,8.77508439594849e-13,23.4188619481982,"Up"
"ALDH9A1",-0.940977643019988,11.1016823196044,-10.2170222928158,8.45389635718285e-15,8.78652214898287e-13,23.4098699983379,"Down"
"LEF1",-1.90485781386028,8.9260414375006,-10.2168944541556,8.45798870347595e-15,8.78652214898287e-13,23.4093926973224,"Down"
"ALPL",1.75225445098479,12.2233896359347,10.2086309173806,8.72679741630033e-15,8.99146258384386e-13,23.3785360896031,"Up"
"GLT25D1",1.16630683112702,9.33154263555005,10.2037970740593,8.88801256348789e-15,9.12018921820757e-13,23.3604828158858,"Up"
"IFNAR1",0.933794141550841,9.17236558417786,10.1930509338265,9.25724224233043e-15,9.45238021730774e-13,23.3203395876436,"Up"
"PGLYRP1",1.67693017900452,9.97817513778639,10.1922053135232,9.28694476402153e-15,9.45238021730774e-13,23.3171801716155,"Up"
"CLEC2D",-1.49979604716577,9.86997480729741,-10.1883341858931,9.42414903472487e-15,9.55335107794287e-13,23.3027158518142,"Down"
"RPL5",-1.28125036130199,11.1500605240807,-10.1856384249809,9.52089912391675e-15,9.61266682631594e-13,23.2926423051755,"Down"
"FCGR1A",2.11584646909636,7.77359951190062,10.1783364551082,9.78802020240477e-15,9.84283311553824e-13,23.2653523598329,"Up"
"CST7",1.89486341451882,10.9518619635483,10.1518196740212,1.08231568267252e-14,1.08404048854132e-12,23.1662027045779,"Up"
"PYCARD",0.956294302907267,10.3200492315837,10.1447314940904,1.11180801763292e-14,1.10916085568617e-12,23.1396865274285,"Up"
"FKBP5",1.97083088944139,9.50973231495701,10.1420795200859,1.1230492165955e-14,1.11477549584098e-12,23.1297643974499,"Up"
"ITGAM",1.18164116309363,10.0045576599546,10.1413165159003,1.12630459802549e-14,1.11477549584098e-12,23.1269095467352,"Up"
"TNFAIP6",1.9022074193748,8.42487908297399,10.1098142280549,1.26934430976616e-14,1.24653577920005e-12,23.0089875362504,"Up"
"MGC4677",1.76298382053989,8.895869232319,10.1041107701435,1.29713417702233e-14,1.26886977472145e-12,22.9876267790257,"Up"
"GIMAP5",-1.43338655439769,9.13335317565199,-10.099262098053,1.32124055333183e-14,1.28744137638613e-12,22.9694647238578,"Down"
"ATP6V1D",1.12153087699109,8.95238298712748,10.0917211831739,1.35963185075218e-14,1.3146935434822e-12,22.9412132583438,"Up"
"ZNF689",-1.13164094975723,8.43849368103458,-10.0917143489071,1.35966714918605e-14,1.3146935434822e-12,22.9411876515993,"Down"
"BST1",1.32620015530736,7.7694080830036,10.067788577861,1.48907686998557e-14,1.43430622649185e-12,22.8515124650089,"Up"
"E4F1",-0.931259632945819,8.67443179267412,-10.0625395547524,1.51908801054595e-14,1.4576287246231e-12,22.8318308918514,"Down"
"ACN9",1.22728911704966,7.35462818539352,10.0410516411878,1.64843138463437e-14,1.57572490531209e-12,22.7512308523434,"Up"
"ADA",-1.19658558496771,7.63257570824945,-10.0386891247757,1.66331262761939e-14,1.58392725221029e-12,22.7423662773564,"Down"
"ZFP36L2",-1.34404138676248,8.79324555260919,-10.0242055199349,1.75754714247182e-14,1.66734849666949e-12,22.6880087390455,"Down"
"TPST2",1.03272357497826,10.4126576327529,10.0198106318033,1.78719127987024e-14,1.68909732240368e-12,22.6715103012558,"Up"
"LOC645058",1.24419447436913,10.0164705256042,10.0117399752133,1.84294663277824e-14,1.7352688519867e-12,22.6412078630457,"Up"
"GSTP1",-1.30646907415979,10.8570834431375,-10.0059570047816,1.88397193085938e-14,1.76727814708227e-12,22.6194907815557,"Down"
"UBE2J1",1.16150457700441,9.09871690739559,10.000550047358,1.92316130805709e-14,1.79733365370094e-12,22.5991826772235,"Up"
"CD5",-1.74909474171691,7.36856700455897,-9.99385394240599,1.97283417717081e-14,1.83062579839465e-12,22.5740285122885,"Down"
"CCPG1",1.19766745074351,8.12019494298514,9.99378561842688,1.97334761879455e-14,1.83062579839465e-12,22.5737718272457,"Up"
"ZDHHC19",4.00929277105563,7.03810513628612,9.98460699982214,2.04356081847763e-14,1.88879113884293e-12,22.5392845418118,"Up"
"LY96",2.15193206072699,9.86369530745253,9.97101893092027,2.15215089740077e-14,1.98187082639763e-12,22.4882137271713,"Up"
"GLOD4",-0.986883395178799,7.57769321732397,-9.95414047069747,2.29516478376079e-14,2.10585557166957e-12,22.4247499823779,"Down"
"RANGAP1",-1.00373693606532,8.35535967309368,-9.94604250218264,2.36713969311035e-14,2.16399606853797e-12,22.3942910818234,"Down"
"RPL3",-0.960444018759395,12.9140006096589,-9.94448220061711,2.38126665378139e-14,2.16601641863969e-12,22.3884215599874,"Down"
"RPL14",-1.82505016883571,8.50915288988444,-9.94254104968407,2.39896037770206e-14,2.16941956458381e-12,22.3811190227825,"Down"
"ELP3",-1.04798170479776,8.17343763657067,-9.93704294955581,2.44979770326562e-14,2.20745212401784e-12,22.3604333237511,"Down"
"FLOT1",1.2523902809213,10.0037085589441,9.91617624996814,2.65280922304757e-14,2.38184370955057e-12,22.2818982573823,"Up"
"NOLA3",1.21279658475014,11.3079465997646,9.89759375234324,2.8478206946583e-14,2.54746307498942e-12,22.2119235882436,"Up"
"CCR3",-2.18753268893653,7.43403810843298,-9.89670179129486,2.85753614616951e-14,2.54746307498942e-12,22.2085639365918,"Down"
"BHLHB2",-1.11780586249431,9.49893816090814,-9.8911301587751,2.91898349462926e-14,2.59304752844451e-12,22.1875760950435,"Down"
"RPL37A",-1.22881599352823,11.8637469583445,-9.88976934535949,2.93419242554721e-14,2.5973801964175e-12,22.1824495651224,"Down"
"FLJ21438",-0.866999587515812,10.3713135496738,-9.88206151781542,3.02185594508692e-14,2.66559503366615e-12,22.1534087609729,"Down"
"FBXO30",1.17641894105775,6.95580793142159,9.87830797252715,3.065496124124e-14,2.69463540421249e-12,22.1392643908563,"Up"
"GZMH",-2.17847228122079,9.30141940425229,-9.85761804118754,3.31768729071593e-14,2.89934630111743e-12,22.0612742240347,"Down"
