"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant"
"LOC220433",-2.18868647118151,11.2002765209376,-14.9053683963942,6.23781667366852e-22,9.80116944850165e-19,39.5411334319653,"Down"
"CD6",-2.27005320111367,8.9863809854067,-14.8726843312548,6.92757969635264e-22,1.02446678568415e-18,39.4387280922831,"Down"
"NUP214",1.45953662701404,10.5699548690427,14.8327106425625,7.87713268110633e-22,1.10017286446118e-18,39.3132915152997,"Up"
"LIME1",-1.92229833360018,9.98997425832593,-14.5614459970911,1.89338409146483e-21,2.50524610839083e-18,38.4564875849098,"Down"
"EXOSC10",-1.36942980206589,7.9064189070726,-14.1569381016097,7.12323139243087e-21,8.95390186028561e-18,37.1606642696215,"Down"
"DYNLT1",1.74863173045788,9.15071520915412,14.0696303659142,9.5073804751225e-21,1.13816926259324e-17,36.8781112468629,"Up"
"CD81",-1.92811914638351,11.2697756482622,-13.9742066385601,1.30491562436733e-20,1.49116267257249e-17,36.5681251001329,"Down"
"SF3A3",-1.13798203556891,8.86860087667523,-13.902180564545,1.65851000695832e-20,1.81282354673618e-17,36.3333384532317,"Down"
"IRAK3",2.59174917823131,8.3055600946715,13.8892768031735,1.73142945725071e-20,1.81367235647012e-17,36.2912019842819,"Up"
"LOC400455",-1.41669715364472,8.52439009560962,-13.8633718475289,1.88776181813769e-20,1.89833328431926e-17,36.2065434399979,"Down"
"DNMT1",-1.64718693777864,9.30457011779442,-13.7977164501431,2.35106259625774e-20,2.27329667961229e-17,35.9915752762681,"Down"
"CD247",-2.54256561024926,11.0432879582134,-13.7637599315191,2.63424039030828e-20,2.45277049675371e-17,35.8801681580349,"Down"
"ATP6V0E2",-2.20488452600181,8.59024802343599,-13.7226901820864,3.02328245427736e-20,2.7144757464476e-17,35.7452164930109,"Down"
"LOC730316",-1.07998453844106,10.1040310868073,-13.5934477316924,4.67034341946449e-20,4.04870460570129e-17,35.3190581706137,"Down"
"SKAP1",-2.2804797196443,8.38818498645498,-13.4038629203985,8.87326414085661e-20,7.43579535003784e-17,34.6898670940135,"Down"
"IFP38",-1.54789403675411,9.12769351725838,-13.3647614044564,1.01349357471784e-19,8.21910595755051e-17,34.5594964969493,"Down"
"SLAMF6",-2.06634618357909,9.13633573130768,-13.3213162294805,1.17509347039101e-19,9.23182807675936e-17,34.4144023992088,"Down"
"UPP1",2.104357129373,8.60663346080949,13.2855814094505,1.32739379777916e-19,1.01123272958085e-16,34.2948684473874,"Up"
"FAM62A",-1.76631463515901,9.36834602886114,-13.2734379062857,1.38357247136018e-19,1.02302976264691e-16,34.2542090241242,"Down"
"TRIM25",1.77212324561839,8.32307814106466,13.2441493333304,1.52916575409185e-19,1.09837791593912e-16,34.156062166423,"Up"
"CLIC1",1.1879691316826,11.8405563708266,13.2158466835595,1.68457336665631e-19,1.1553667185808e-16,34.0611096508621,"Up"
"IMP3",-1.47210450309789,9.75901080026426,-13.2131103652426,1.70042038931939e-19,1.1553667185808e-16,34.0519238750083,"Down"
"MATK",-1.94947967240784,7.73410735581801,-13.15026348397,2.10895037474119e-19,1.39523716897351e-16,33.8406710788202,"Down"
"HIST2H2AA3",1.60820904930709,10.56851518469,13.0787627476956,2.69600227541123e-19,1.69643639596641e-16,33.5996843241852,"Up"
"INTS9",-0.922795914265199,8.19888615162803,-13.0784199330674,2.69918280981131e-19,1.69643639596641e-16,33.5985272454458,"Down"
"PTMA",-2.31389365146923,10.181937052813,-13.0372354666153,3.11024874582243e-19,1.87715100566339e-16,33.4594053840993,"Down"
"PGS1",2.16850826074531,9.53260740570245,13.0329645662154,3.15634672366272e-19,1.87715100566339e-16,33.4449651829212,"Up"
"SERPINB1",1.86133414158219,10.5655407852399,13.0280073136628,3.21071969942425e-19,1.87715100566339e-16,33.4282013106738,"Up"
"GYG1",2.30969075658634,10.4370728422534,12.8915136674778,5.14493349605665e-19,2.93962791115601e-16,32.9653284135851,"Up"
"HTATIP2",1.04889654340846,8.95502156588283,12.883929962226,5.28187107147916e-19,2.95080530526636e-16,32.9395375988644,"Up"
"RAB32",1.74091661906605,9.70142146039638,12.8772647937239,5.4052617761306e-19,2.95409306634616e-16,32.9168642045928,"Up"
"RNF126",-0.930267013372569,7.56105529435135,-12.8446530460554,6.05232958600438e-19,3.23735246366277e-16,32.8058406990412,"Down"
"CD96",-1.85520739297638,8.08260565228686,-12.8257611330557,6.46244029313089e-19,3.3847031035273e-16,32.7414599314063,"Down"
"LOC649946",-2.41075174226865,9.97052238132743,-12.7393574358876,8.72725292407626e-19,4.47761507165872e-16,32.4464010682214,"Down"
"EIF4B",-1.1982043995287,10.4831553572091,-12.6846686316597,1.05603744251509e-18,5.30975626096589e-16,32.259129674202,"Down"
"IL2RB",-2.78133604093857,8.88458432833634,-12.6403992904747,1.23261395271219e-18,6.07606171984011e-16,32.1072455573653,"Down"
"CNIH4",1.73197501545627,9.1922576284996,12.6033032726343,1.40338904209084e-18,6.78484625349303e-16,31.9797713558731,"Up"
"MFNG",-1.32055251498519,10.0554733079355,-12.5926095785112,1.45692297977237e-18,6.91076296442971e-16,31.9429902555624,"Down"
"MEF2D",-0.959900269585089,7.64144702855619,-12.58599970877,1.49104001365043e-18,6.9416196191059e-16,31.92024791068,"Down"
"PUF60",-1.06660527388964,9.78369540807114,-12.5725148355678,1.56316725991052e-18,7.14509543893644e-16,31.8738329556314,"Down"
"PRKCH",-1.78355838684371,9.29255073829906,-12.5618674697535,1.62260078709068e-18,7.28431853347493e-16,31.837167614428,"Down"
"VEGFB",-1.28474696940306,7.70210825037962,-12.5443053736956,1.72566491326393e-18,7.61109051218512e-16,31.7766577196258,"Down"
"CCND2",-1.73971866369626,9.91905313429687,-12.5343701700063,1.78687452467034e-18,7.74517681900215e-16,31.7424079899966,"Down"
