targets
AARS
ABCA1
ABHD14A
ABI3
ABLIM1
ACAA1
ACE2
ACN9
ADA
ADAM17
ADAMTSL4
ADD1
ADGRE2
ADM
ADORA2A
AES
AGPAT2
AGPAT9
AGR3
AGTPBP1
AGTRAP
AHNAK
AHSA1
AIF1
AIM2
AKR1B1
AKT1
ALCAM
ALDH1A1
ALDH9A1
ALPK1
ALPL
ALPPL2
ALS2CR13
ALS2CR2
AMY1A
ANG
ANKRD22
ANKRD34B
ANKRD55
ANKS1A
ANPEP
ANXA1
ANXA2
ANXA3
AP3B2
AP3S1
APEX1
APH1B
APOA2
APOB48R
APOBR
APOD
APOE
AQP10
AQP9
ARF6
ARG1
ARHGAP45
ARHGEF18
ARHGEF3
ARL2BP
ARMC1
ARPC1A
ARPC1B
ASCC2
ASGR2
ASPSCR1
ATF6
ATIC
ATL3
ATM
ATP11B
ATP5C1
ATP5EP2
ATP5I
ATP5J
ATP6V0E2
ATP6V1C1
ATP6V1D
ATP8B2
ATP8B4
ATP9A
ATXN7L3
AUTS2
B3GALT4
B3GNT8
B4GALT5
BACH2
BAG3
BANK1
BASP1
BATF
BAZ1A
BCAS4
BCHE
BCL11B
BCL2
BCL6
BCR
BHLHB2
BID
BIN1
BIRC2
BLK
BLOC1S1
BLVRB
BMI1
BMP6
BMS1
BMX
BNIP2
BOP1
BPI
BRI3
BST1
BTBD11
BTG1
BTN3A3
BUB3
C10orf35
C11orf2
C11orf56
C11orf82
C13orf15
C14orf156
C14orf159
C14orf169
C14orf2
C14orf4
C14orf94
C15orf28
C16orf30
C16orf35
C16orf57
C16orf58
C16orf7
C16orf72
C17orf60
C17orf62
C18orf17
C19orf2
C19orf59
C1GALT1C1
C1QB
C1QC
C1RL
C1orf122
C1orf128
C1orf181
C1orf19
C20orf108
C20orf24
C20orf27
C20orf3
C21orf2
C21orf7
C22orf13
C22orf16
C2orf25
C2orf29
C3AR1
C3orf28
C3orf31
C5
C5orf30
C5orf32
C5orf4
C6orf160
C6orf190
C7orf53
C8orf55
C9orf103
C9orf46
C9orf89
CA1
CA11
CA4
CA5A
CA5B
CA9
CABP2
CACNA1E
CAMK1G
CAMP
CAPG
CAPZA2
CARD11
CARM1
CASC3
CASP1
CASP4
CASP5
CASP8
CBLB
CBLL1
CBS
CCDC102A
CCDC109B
CCDC52
CCDC53
CCDC72
CCDC92
CCL4
CCL4L1
CCL5
CCNA1
CCND2
CCPG1
CCR3
CCR7
CCT8
CD109
CD160
CD163
CD177
CD19
CD2
CD24
CD247
CD27
CD302
CD3D
CD3E
CD3G
CD4
CD40LG
CD47
CD5
CD58
CD6
CD63
CD7
CD74
CD79A
CD79B
CD81
CD82
CD86
CD8A
CD96
CDC25B
CDC27
CDC42EP3
CDC42SE2
CDH1
CDH23
CDK4
CDK5RAP2
CDKN1C
CDKN2D
CDR2
CEACAM1
CEACAM4
CEACAM8
CEBPA
CEBPB
CEBPD
CECR1
CENPB
CENTB1
CES1
CETP
CFD
CGREF1
CHMP5
CHST7
CHUK
CIRBP
CIRH1A
CISD2
CIT
CKAP4
CKLF
CKMT1A
CKS2
CLEC12A
CLEC1A
CLEC1B
CLEC2D
CLEC4A
CLEC4D
CLEC4E
CLEC5A
CLIC1
CLIC3
CLK4
CLSTN1
CMTM2
CNIH4
COG2
COL4A3BP
COP1
COX17
COX5B
COX7A2
COX7B
COX7C
CPA3
CPD
CPVL
CR1
CREB5
CRIP1
CRIP2
CSDA
CSF1R
CSNK1D
CSNK1G2
CST1
CST3
CST7
CSTA
CTGLF3
CTSA
CTSD
CTSL1
CTSO
CTSW
CUTA
CUTC
CX3CR1
CXCL16
CXXC5
CYFIP2
CYP1B1
D4S234E
DAAM2
DACH1
DBI
DDAH2
DDB1
DDEF1
DDHD2
DDIT3
DDOST
DDX18
DDX24
DDX47
DENND2D
DEXI
DGCR6
DGKA
DHRS13
DHRS3
DHRS9
DIMT1L
DIRC2
DIS3L
DKFZp761P0423
DLG4
DNAJA3
DNAJB14
DNAJB2
DNAJC3
DNMT1
DOCK10
DOK3
DPH3
DPM2
DPP4
DPYSL2
DPYSL5
DRAM
DSC2
DSE
DTNB
DUSP6
DYNLT1
DYRK2
DYSF
E4F1
EBI2
ECHDC2
ECHDC3
ECHS1
ECOP
EDG1
EDG6
EDG8
EEF1G
EEF2
EFCBP1
EIF2AK3
EIF3A
EIF3B
EIF3EIP
EIF3F
EIF4B
EIF4E3
EIF5
ELA2
ELMOD2
ELP3
EMILIN2
EMR1
EMR2
EMR3
ENOSF1
ENTPD1
ENTPD7
ENTR1
ENY2
EOMES
EP400
EPB42
EPB49
EPHX2
EPRS
ERBB3
ERMAP
ERO1L
ETS1
ETS2
EVL
EXOC6
EXOSC10
EXOSC4
EXOSC6
EXT1
EZR
F11R
F2
F5
F7
FAIM3
FAM102A
FAM104A
FAM10A4
FAM113B
FAM116B
FAM129C
FAM38A
FAM62A
FAM62B
FAM83F
FAM89A
FASN
FAU
FBL
FBLN2
FBN2
FBXL10
FBXL5
FBXO21
FBXO30
FBXO31
FBXO7
FBXW2
FCER1A
FCER1G
FCGBP
FCGR1A
FCGR1B
FCGR2A
FCGR3A
FCRL1
FCRL3
FCRLA
FEM1C
FERMT3
FES
FFAR2
FGF13
FGF21
FGFBP1
FGFBP2
FGFR2
FGR
FH
FHOD1
FKBP15
FKBP5
FLI1
FLJ11151
FLJ11795
FLJ14213
FLJ21438
FLJ22662
FLJ40722
FLOT1
FLOT2
FLT3LG
FLVCR2
FN3KRP
FOLR1
FOLR3
FPR1
FRAT1
FTHL11
FUCA1
FURIN
FUT7
FYN
G3BP1
GADD45A
GADD45B
GALNT4
GAPDH
GAS7
GBA
GBP4
GCLM
GCN1L1
GEMIN4
GFRA1
GGA2
GGH
GIMAP1
GIMAP5
GIMAP7
GIPC1
GIT1
GK
GLOD4
GLRX
GLT25D1
GLTSCR2
GMFG
GNA15
GNB2
GNB2L1
GNE
GNG10
GNG5
GNG7
GNLY
GOLGA3
GOLGA8B
GORASP2
GOT2
GPA33
GPBAR1
GPER
GPR114
GPR141
GPR160
GPR162
GPR175
GPR18
GPR44
GPR56
GPR68
GPR84
GPR97
GPSN2
GRAP
GSPT1
GSPT2
GSTO1
GSTP1
GTPBP4
GTPBP6
GVIN1
GYG1
GZMA
GZMB
GZMH
GZMK
GZMM
H2AFJ
HAGH
HBXIP
HBZ
HCFC1
HDC
HDGFL2
HES4
HHEX
HIBADH
HIGD2A
HIST1H2BD
HIST1H2BK
HIST1H3D
HIST1H4H
HIST1H4K
HIST2H2AA3
HIST2H2AC
HIST2H2BE
HJV
HK3
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB1
HLA-DRA
HLA-DRB3
HLA-DRB4
HLA-DRB6
HLA-G
HMGB2
HNRNPA0
HNRNPD
HNRPA1L-2
HNRPDL
HNRPR
HOXC4
HP
HPGD
HPSE
HRB
HS3ST3B1
HSDL2
HSPA8
HTATIP2
HVCN1
ICOSLG
ID2
ID3
IDH1
IDI1
IER3
IFIT2
IFITM1
IFITM3
IFNAR1
IFNGR1
IFP38
IGF2BP3
IGFBP3
IGFBP7
IL10RA
IL11RA
IL12A
IL17RA
IL18R1
IL18RAP
IL1R2
IL1RN
IL27RA
IL2RA
IL2RB
IL32
IL4R
IL6
IL6R
IL7R
IMP3
IMP4
IMPA2
IMPDH2
INCA
ING1
INPP5J
INSIG2
INTS9
IPO11
IRAK3
IRF8
ISG20
ITFG2
ITGA2B
ITGAM
ITGAX
ITGB7
ITK
ITM2A
ITPR1
ITPR3
JAK2
JUNB
KCNE1
KCNJ15
KCNJ2
KHDRBS1
KIAA0182
KIAA0355
KIAA0748
KIAA1147
KIAA1324
KIAA1434
KIAA1600
KIAA1881
KIF1B
KIFBP
KIR2DL1
KIR2DL3
KIR3DL2
KLF12
KLHDC4
KLHL2
KLHL22
KLHL3
KLHL8
KLK1
KLK3
KLRB1
KLRD1
KLRF1
KLRG1
KRT3
KTELC1
LAG3
LAMC1
LANCL1
LAT
LAX1
LBH
LCK
LCN15
LCN2
LDHA
LDHB
LDOC1L
LEF1
LEPROTL1
LFNG
LGALS1
LGALS3
LILRA3
LILRA5
LILRB5
LIME1
LIMK2
LIN7A
LMNB1
LOC116236
LOC127295
LOC152578
LOC153561
LOC158345
LOC220433
LOC255809
LOC283345
LOC284422
LOC285053
LOC285176
LOC285550
LOC339123
LOC347544
LOC387686
LOC387841
LOC388344
LOC388654
LOC389599
LOC390354
LOC391811
LOC399744
LOC400304
LOC400455
LOC400793
LOC401019
LOC401152
LOC402251
LOC402644
LOC439949
LOC440313
LOC440341
LOC440348
LOC440359
LOC440731
LOC440733
LOC441034
LOC441124
LOC441377
LOC441743
LOC442535
LOC552891
LOC641693
LOC641710
LOC642103
LOC642161
LOC642333
LOC642684
LOC642788
LOC642817
LOC642934
LOC642989
LOC643031
LOC643287
LOC643310
LOC643433
LOC643933
LOC643949
LOC644029
LOC644039
LOC644250
LOC644774
LOC644852
LOC644863
LOC644934
LOC645018
LOC645058
LOC645138
LOC645284
LOC645385
LOC645436
LOC645899
LOC646195
LOC646434
LOC646849
LOC647340
LOC647349
LOC647436
LOC648210
LOC648796
LOC648984
LOC649143
LOC649150
LOC649447
LOC649821
LOC649841
LOC649946
LOC650140
LOC650518
LOC650646
LOC651143
LOC651453
LOC651612
LOC651738
LOC651816
LOC652071
LOC652140
LOC652968
LOC653158
LOC653314
LOC653381
LOC653610
LOC653635
LOC653658
LOC653702
LOC653888
LOC653907
LOC654053
LOC654194
LOC728417
LOC728481
LOC728499
LOC728519
LOC728554
LOC728643
LOC728744
LOC728888
LOC728973
LOC729776
LOC730316
LOC730953
LOC731823
LOC731985
LOC88523
LOC93622
LPAR5
LPCAT2
LPIN1
LPXN
LRFN3
LRG1
LRIG1
LRPAP1
LRRC33
LRRC38
LRRC59
LRRFIP1
LRRN1
LRRN3
LSM1
LSMD1
LTA
LTB
LTB4R
LXN
LY6E
LY75
LY9
LY96
LYAR
LYRM1
LYSMD2
LYZL2
MAFG
MAGED1
MAL
MAN2B2
MANSC1
MAOA
MAP2K1IP1
MAP3K5
MAP4K1
MAPK14
MAPK9
MARCKSL1
MATK
MAX
MBNL2
MBNL3
MBOAT7
MCM3
MCOLN2
MCTP2
MDC1
MED25
MEF2A
MEF2D
MEGF11
MERTK
METAP1D
METTL7A
METTL7B
METTL9
MEX3C
MFN2
MFNG
MGAM
MGC3020
MGC4677
MGMT
MGST1
MICAL1
MID1IP1
MIF
MKNK1
MLLT6
MME
MMP25
MMP8
MMP9
MMRN1
MOSC1
MR1
MRPL33
MRPL58
MRPS18B
MRPS18C
MRPS26
MRPS6
MS4A4A
MS4A6A
MSL3L1
MTF1
MTHFD2
MTHFS
MTSS1
MTSS2
MTX1
MUC6
MX1
MXD3
MXD4
MYBPC3
MYC
MYD88
MYL6
MYL6B
MYL9
MYOM2
NAIP
NAPRT
NARF
NARS
NAT10
NBPF20
NCALD
NCF4
NCL
NCOA7
NCR1
NCR3
NDE1
NDUFA1
NDUFA4
NDUFAF1
NDUFB3
NDUFB7
NDUFS5
NDUFS8
NELF
NELL2
NFKB1
NFKBIE
NFKBIZ
NFS1
NHP2L1
NLRC4
NMI
NMT2
NOL10
NOL11
NOL14
NOL5A
NOLA3
NONO
NOV
NPAT
NPL
NPPB
NQO2
NR1D1
NR2C2AP
NSMCE4A
NSUN2
NSUN7
NTF4
NTSR1
NUCB2
NUDC
NUDT16
NUP205
NUP214
NUP62
OAS2
OAT
OBP2B
OCIAD2
ODC1
OGT
OLAH
OLFM4
OLIG2
OPLAH
ORM1
OSBPL10
OSBPL5
OSCAR
OSM
OSTalpha
P2RX1
P2RY10
P2RY11
P2RY8
PABPC1
PABPC4
PADI4
PAG1
PAPD1
PAQR8
PARK7
PARP1
PARP9
PAXX
PCARE
PCID2
PCMT1
PCOLCE2
PCSK5
PDGFC
PDLIM7
PDSS1
PDXP
PDZD8
PDZK1IP1
PEA15
PEBP1
PECI
PECR
PELP1
PERLD1
PFAS
PFKFB2
PFKFB3
PGA4
PGAM1
PGD
PGLYRP1
PGM2
PGR
PGS1
PHC2
PHCA
PHF15
PHOSPHO1
PHTF1
PI16
PID1
PIGU
PIK3AP1
PIK3IP1
PIK3R2
PIM2
PKLR
PLA2G7
PLAC8
PLCG1
PLEKHA1
PLEKHF1
PLEKHO1
PLP2
PLSCR1
PLSCR3
PLXNC1
PNPLA1
PNPLA7
PNPO
PNPT1
POLD4
POLE3
POLR1E
POMGNT1
POR
PPARBP
PPARG
PPP1R14A
PPP1R16B
PPP1R3D
PPP1R9B
PPP3R1
PPRC1
PQLC3
PRF1
PRKAG1
PRKCH
PRKRA
PRPF8
PRR5
PRSS23
PRSS33
PRSS53
PSCA
PSMA6
PSMB5
PSMC5
PSMF1
PSTPIP2
PTGDS
PTGER4
PTGS2
PTMA
PTPLAD2
PTPRC
PTPRCAP
PTPRS
PUF60
PVRIG
PYCARD
PYHIN1
QARS
QDPR
QPCT
QSOX1
RAB11FIP3
RAB24
RAB27A
RAB31
RAB32
RABAC1
RAD21
RALGDS
RANGAP1
RARRES3
RASGRP1
RBBP7
RBFOX3
RBM13
RBM14
RBMS1
RBX1
RCC2
REG1B
RELT
RETN
RFTN1
RGL4
RGMA
RGS14
RGS19
RILPL2
RIN3
RING1
RIT1
RN7SK
RNASE2
RNASE3
RNASEH1
RNASEH2B
RNF126
RNF144
RNF144B
RNF146
RNF165
RNF213
RNMTL1
ROBO2
ROPN1L
RPA1
RPL10A
RPL13
RPL13A
RPL14
RPL15
RPL18
RPL18A
RPL19
RPL22
RPL23
RPL23A
RPL3
RPL36
RPL37A
RPL4
RPL5
RPL7A
RPS13
RPS16
RPS19
RPS2
RPS20
RPS21
RPS23
RPS26
RPS26L
RPS26L1
RPS26P10
RPS27L
RPS28
RPS4X
RPS6KA5
RPUSD2
RPUSD4
RRM1
RRM2B
RTF1
RTN4R
RUNDC3A
RUNX3
S100A10
S100A12
S100A16
S100A8
S100P
SAE1
SAMD14
SAMD3
SAMSN1
SAR1A
SAR1B
SBDS
SBK1
SBNO2
SCAMP3
SCAP
SCLY
SCPEP1
SCRG1
SCRN1
SDAD1
SDC1
SEC11A
SELENBP1
SELL
SELM
SEMA4A
SEMA4D
SEPTIN9
SERPINA13
SERPINA5
SERPINB1
SERPINB8
SET
SETMAR
SF3A2
SF3A3
SF3B14
SF3B3
SFRS11
SFRS6
SFT2D1
SFXN5
SGK
SH2B3
SH2D1A
SH2D1B
SH3BP1
SH3GLB1
SH3YL1
SHISA5
SHMT2
SIDT1
SIGLEC5
SIGLEC9
SIL1
SIN3A
SIPA1L2
SIRPA
SIRPB1
SIRT1
SKAP1
SLA
SLAIN1
SLAMF1
SLAMF6
SLC16A3
SLC1A3
SLC22A15
SLC22A4
SLC25A39
SLC25A40
SLC25A42
SLC25A5
SLC26A8
SLC2A11
SLC2A14
SLC2A3
SLC35A1
SLC36A1
SLC37A3
SLC38A1
SLC40A1
SLC41A1
SLC41A3
SLC4A1
SLC51B
SLC9A8
SLPI
SMAD1
SMARCA4
SMARCD1
SMARCD3
SMOC2
SMPDL3A
SNAP25
SNHG5
SNRPN
SNX3
SNX5
SOCS3
SORT1
SOX8
SP4
SPARC
SPCS3
SPIB
SPOCK2
SPPL2A
SPRYD3
SPTLC2
SQRDL
SRGN
SRP14
SRPK1
SRPRB
SSBP2
SSBP3
SSNA1
ST3GAL4
ST6GAL1
ST6GALNAC3
STAT4
STAU1
STK17B
STK3
STK39
STOM
STX3
STXBP2
STXBP5
SUCLG2
SULF2
SULT1B1
SULT2A1
SUMF2
SYNJ2BP
SYTL2
Septin 11
Septin 6
Septin 9
TAF12
TAF15
TAF4
TARP
TBC1D14
TBC1D5
TBC1D8
TC2N
TCEA3
TCN1
TCN2
TDRD9
TF
TFPI2
TGFA
TGFBI
TGFBR3
TGIF2
TGM3
TH1L
THEM2
TIGA1
TIGD5
TIGIT
TIMP3
TKTL1
TLR2
TLR4
TLR5
TLR8
TMCO3
TMED3
TMEM120A
TMEM132A
TMEM149
TMEM154
TMEM165
TMEM167
TMEM2
TMEM33
TMTC1
TNF
TNFAIP6
TNFAIP8L1
TNFRSF10C
TNFRSF17
TNFRSF25
TNFSF10
TNFSF13
TNFSF13B
TNFSF8
TOLLIP
TOMM40
TP53BP1
TP53I3
TPSAB1
TPSD1
TPST1
TPST2
TRAF5
TRAPPC5
TREML3
TRIM22
TRIM25
TRIT1
TSHZ3
TSPAN5
TSPO
TSPYL1
TTC25
TTC27
TTC3
TTC4
TUBB
TUBB1
TXK
TXLNA
TXN
TXNDC17
TXNDC3
TXNIP
TYW1
U2AF2
UAP1
UBASH3A
UBE2J1
UBE2O
UBE2Q2
UBL5
UBQLN4
UBR4
UBTD1
UGCG
ULBP2
UMOD
UNC84B
UNG
UPB1
UPP1
UQCRH
UQCRQ
URG4
UROS
UTP3
VAMP2
VAMP5
VCPKMT
VEGFB
VEGFC
VNN1
VNN2
VPREB3
VPS28
VSTM1
VSTM3
VWCE
WAS
WASHC3
WBP11
WDR40A
WDR54
WDR6
WFIKKN2
WIPI1
WSB1
XPO4
YBX1
YOD1
YWHAQ
ZAP70
ZBTB17
