targets
ZBTB4
ZBTB40
ZDHHC12
ZDHHC19
ZDHHC3
ZDHHC8
ZFP36L2
ZFYVE19
ZMYND11
ZNF275
ZNF342
ZNF362
ZNF395
ZNF428
ZNF438
ZNF529
ZNF683
ZNF689
ZNF827
ZNF91
ZSWIM6
dJ341D10.1
