"ID","CM_Name","CM_Comparison","CM_QC_CV","CM_VIP","CM_VIP_available","CM_VIP_valid","CM_ModelType","CM_Q2_cum","CM_pQ2","CM_FC","CM_Log2FC","CM_p_value","CM_p_adj","CM_Regulation","CM_Regulation_FC1.2","CM_test_method","CM_ReferenceGroup","CM_TargetGroup","CM_Mean_Control","CM_Mean_Model","CM_t_stat","MH_Name","MH_Comparison","MH_QC_CV","MH_VIP","MH_VIP_available","MH_VIP_valid","MH_ModelType","MH_Q2_cum","MH_pQ2","MH_FC","MH_Log2FC","MH_p_value","MH_p_adj","MH_Regulation","MH_Regulation_FC1.2","MH_test_method","MH_ReferenceGroup","MH_TargetGroup","MH_Mean_Model","MH_Mean_HQQD","MH_t_stat","Ion_Mode","Reported_Annotation","Exclusion_Reason","Decision","Exclusion_Set_Version","Excluded_Annotation","QC_CV","Pass_QC","CM_VIP_required","CM_Pass_VIP","CM_Pass","MH_Pass","CM_Pass_padj","MH_Pass_padj","Opposite_Direction","Control_log2_mean","Model_log2_mean","HQQD_log2_mean","RecoveryScore","Recovered_Toward_Control","Reverse_Type","ReverseCandidate_Raw","ReverseCandidate_padj_Raw","ReverseCandidate","ReverseCandidate_padj","ReverseConfidence","ReverseConfidence_padj"
"pos_8593","(1S,2S,3S,4R)-3-(1-Acetamido-2-ethylbutyl)-4-(diaminomethylideneamino)-2-hydroxycyclopentane-1-carboxylic acid","Control_vs_Model",0.106370275979227,4.44530711021183,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.0384685892700353,-4.70017526605239,0.0145997268598817,0.14244288151807,"Down","Down","Welch_t_test_on_log2","Control","Model",131.812739271667,5.0706501276,3.60439016832669,"(1S,2S,3S,4R)-3-(1-Acetamido-2-ethylbutyl)-4-(diaminomethylideneamino)-2-hydroxycyclopentane-1-carboxylic acid","Model_vs_HQQD",0.106370275979227,NA,FALSE,FALSE,NA,NA,NA,65.7900078679647,6.03979658015495,0.012454122128395,0.923745316043552,"Up","Up","Welch_t_test_on_log2","Model","HQQD",5.0706501276,333.5981117905,-3.69983658804849,"POS","(1S,2S,3S,4R)-3-(1-Acetamido-2-ethylbutyl)-4-(diaminomethylideneamino)-2-hydroxycyclopentane-1-carboxylic acid","Exact annotation is incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.106370275979227,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,7.04234599863283,2.34217073258043,8.38196731273539,0.714984816890098,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,FALSE,FALSE,4.45532696584944,1.59579181706234
"pos_3570","desethyletomidate","Control_vs_Model",0.0401029842871971,1.53981495043806,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.193152190050084,-2.37219005927205,0.00714031667713859,0.107879001363034,"Down","Down","Welch_t_test_on_log2","Control","Model",207.190309633333,40.0192620628333,3.87416598372301,"desethyletomidate","Model_vs_HQQD",0.0401029842871971,NA,FALSE,FALSE,NA,NA,NA,3.05763606463337,1.61241670002955,0.0321853176614905,0.923745316043552,"Up","Up","Welch_t_test_on_log2","Model","HQQD",40.0192620628333,122.364338963333,-2.63866740305938,"POS","desethyletomidate","Exact annotation is incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.0401029842871971,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,7.6948127190016,5.32262265972956,6.9350393597591,0.679716489716827,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,FALSE,FALSE,4.31834121643404,1.68122732291707
"pos_6989","Lersivirine","Control_vs_Model",0.0110429744703969,1.39115111727197,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.260041553294111,-1.94318591801308,0.00920433191452857,0.115722890599581,"Down","Down","Welch_t_test_on_log2","Control","Model",5117.49616683333,1330.7616522,3.30935072184197,"Lersivirine","Model_vs_HQQD",0.0110429744703969,NA,FALSE,FALSE,NA,NA,NA,2.11854470921912,1.08307357528575,0.0478077479327786,0.923745316043552,"Up","Up","Welch_t_test_on_log2","Model","HQQD",1330.7616522,2819.2780575,-2.35041918168264,"POS","Lersivirine","Exact annotation is incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.0110429744703969,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,12.3212224012869,10.3780364832738,11.4611100585596,0.557370020668529,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,FALSE,FALSE,3.91387946345258,1.5283984982062
"pos_7188","(11S,14S,17R,20S,23R)-20-Benzyl-17-[3-(diaminomethylideneamino)propyl]-14-(1H-indol-3-ylmethyl)-2,5,13,16,19,22-hexaoxo-1,6,12,15,18,21-hexazabicyclo[21.3.0]hexacosane-11-carboxamide","Control_vs_Model",0.0161539724183629,1.07073901131125,TRUE,TRUE,"OPLS-DA",0.575,0.015,2.62866067970494,1.39432792388771,0.00234436013382121,0.0682956790683347,"Up","Up","Welch_t_test_on_log2","Control","Model",1759.03002716667,4623.89306683333,-4.27344086913506,"(11S,14S,17R,20S,23R)-20-Benzyl-17-[3-(diaminomethylideneamino)propyl]-14-(1H-indol-3-ylmethyl)-2,5,13,16,19,22-hexaoxo-1,6,12,15,18,21-hexazabicyclo[21.3.0]hexacosane-11-carboxamide","Model_vs_HQQD",0.0161539724183629,NA,FALSE,FALSE,NA,NA,NA,0.618117965825719,-0.694045896772693,0.0400425538143987,0.923745316043552,"Stable","Down","Welch_t_test_on_log2","Model","HQQD",4623.89306683333,2858.11137666667,2.38450408936379,"POS","HMDB0260063-associated annotation","Database record indicates a non-natural/exposure-associated compound incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.0161539724183629,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,10.7805643949164,12.1748923188041,11.4808464220314,0.497763750465191,TRUE,"Model_Up_HQQD_Down",TRUE,FALSE,FALSE,FALSE,4.525217655021,1.69781827359331
"pos_7074","1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane","Control_vs_Model",0.0168738922035365,1.06793698697545,TRUE,TRUE,"OPLS-DA",0.575,0.015,2.60703927157681,1.3824123153178,0.00218616290852782,0.0682956790683347,"Up","Up","Welch_t_test_on_log2","Control","Model",871.806079133333,2272.8326855,-4.31953651470766,"1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane","Model_vs_HQQD",0.0168738922035365,NA,FALSE,FALSE,NA,NA,NA,0.635499801898345,-0.654036419382258,0.0432107578494627,0.923745316043552,"Stable","Down","Welch_t_test_on_log2","Model","HQQD",2272.8326855,1444.38472138333,2.33141186475406,"POS","1,4,10,13-Tetraoxa-7,16-diazacyclooctadecane","Exact annotation is incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.0168738922035365,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,9.76786345346312,11.1502757687809,10.4962393493987,0.47311240802416,TRUE,"Model_Up_HQQD_Down",TRUE,FALSE,FALSE,FALSE,4.49783800321289,1.67316693115228
"pos_10572","Temsirolimus","Control_vs_Model",0.0221957372086534,1.09894922516015,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.422266566676089,-1.24377406986523,0.00012440943097159,0.0479578464075527,"Down","Down","Welch_t_test_on_log2","Control","Model",3161.656557,1335.06185933333,6.17146864737413,"Temsirolimus","Model_vs_HQQD",0.0221957372086534,NA,FALSE,FALSE,NA,NA,NA,1.35720749354501,0.440641300730624,0.0440418333440126,0.923745316043552,"Stable","Up","Welch_t_test_on_log2","Model","HQQD",1335.06185933333,1811.95595983333,-2.32882207146952,"POS","Temsirolimus","Exact annotation is incompatible with the documented study exposure context; retain the LC-MS feature but exclude the compound identity from biological interpretation.","exclude_from_biological_interpretation",2026-09-08,TRUE,0.0221957372086534,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11.6264649444445,10.3826908745793,10.8233321753099,0.354277606686534,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,FALSE,FALSE,5.61555891379378,1.70786568495773
