"Evaluable","Pass_CM","Pass_MH","Opposite","Recovered","ExcludedAnnotations","ReverseCandidatesBeforeExclusion","ReverseCandidates","Pass_CM_padj","Pass_MH_padj","ReverseCandidates_padj"
4761,297,219,3246,2850,6,38,32,4,0,0
