"ID","CM_Name","CM_Comparison","CM_QC_CV","CM_VIP","CM_VIP_available","CM_VIP_valid","CM_ModelType","CM_Q2_cum","CM_pQ2","CM_FC","CM_Log2FC","CM_p_value","CM_p_adj","CM_Regulation","CM_Regulation_FC1.2","CM_test_method","CM_ReferenceGroup","CM_TargetGroup","CM_Mean_Control","CM_Mean_Model","CM_t_stat","MH_Name","MH_Comparison","MH_QC_CV","MH_VIP","MH_VIP_available","MH_VIP_valid","MH_ModelType","MH_Q2_cum","MH_pQ2","MH_FC","MH_Log2FC","MH_p_value","MH_p_adj","MH_Regulation","MH_Regulation_FC1.2","MH_test_method","MH_ReferenceGroup","MH_TargetGroup","MH_Mean_Model","MH_Mean_HQQD","MH_t_stat","Ion_Mode","Reported_Annotation","Exclusion_Reason","Decision","Exclusion_Set_Version","Excluded_Annotation","QC_CV","Pass_QC","CM_VIP_required","CM_Pass_VIP","CM_Pass","MH_Pass","CM_Pass_padj","MH_Pass_padj","Opposite_Direction","Control_log2_mean","Model_log2_mean","HQQD_log2_mean","RecoveryScore","Recovered_Toward_Control","Reverse_Type","ReverseCandidate_Raw","ReverseCandidate_padj_Raw","ReverseCandidate","ReverseCandidate_padj","ReverseConfidence","ReverseConfidence_padj"
"neg_8249","Pelargonidin 3-(6''-malonylglucoside)","Control_vs_Model",0.0735345684232135,2.79388462335913,TRUE,TRUE,"OPLS-DA",0.524,0.05,9.28253772645489e-08,-23.360905485549,0.00482030725252753,0.116985213736697,"Down","Down","Welch_t_test_on_log2","Control","Model",0.58927850995,5.47e-08,4.81482775659304,"Pelargonidin 3-(6''-malonylglucoside)","Model_vs_HQQD",0.0735345684232135,NA,FALSE,FALSE,NA,NA,NA,4698457508.91133,32.1295400555656,0.00422854877065814,0.694573449956875,"Up","Up","Welch_t_test_on_log2","Model","HQQD",5.47e-08,257.00562573745,-4.96537627952084,"NEG",NA,NA,NA,NA,FALSE,0.0735345684232135,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.762978440532023,-24.1238839260811,8.0056561294845,0.624644919031894,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,5.31537885346445,1.71479576775836
"pos_4360","8-Amino-7-oxononanoate","Control_vs_Model",0.0822746188205156,1.01428056099792,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.401271098999494,-1.31735084315917,0.00052233170888381,0.0629508837487575,"Down","Down","Welch_t_test_on_log2","Control","Model",3936.2932145,1579.52070416667,5.09831484706499,"8-Amino-7-oxononanoate","Model_vs_HQQD",0.0822746188205156,NA,FALSE,FALSE,NA,NA,NA,1.7509126026044,0.808107072957069,0.00606539380948801,0.923745316043552,"Stable","Up","Welch_t_test_on_log2","Model","HQQD",1579.52070416667,2765.602707,-3.84951136254587,"POS",NA,NA,NA,NA,FALSE,0.0822746188205156,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,11.9426219757024,10.6252711325432,11.4333782055003,0.61343345028658,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,6.11262805551464,1.84887936960013
"pos_8056","Cynaratriol","Control_vs_Model",0.037378485010268,1.2477850472857,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.260972501430936,-1.9380302962886,0.00178757688325149,0.0682956790683347,"Down","Down","Welch_t_test_on_log2","Control","Model",107.735860295,28.116096955,4.21826170037876,"Cynaratriol","Model_vs_HQQD",0.037378485010268,NA,FALSE,FALSE,NA,NA,NA,2.24576325118642,1.16720584655324,0.0273049929022426,0.923745316043552,"Up","Up","Welch_t_test_on_log2","Model","HQQD",28.116096955,63.1420973083333,-2.58248600228379,"POS",NA,NA,NA,NA,FALSE,0.037378485010268,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6.75135472618081,4.8133244298922,5.98053027644544,0.602263983586055,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,4.91375718583059,1.80231850671417
"neg_10083","PC(17:2(9Z,12Z)/0:0)","Control_vs_Model",0.0282228161157037,1.26853791721118,TRUE,TRUE,"OPLS-DA",0.524,0.05,0.221517596371553,-2.17450679028464,0.0014771079443528,0.0827794578978533,"Down","Down","Welch_t_test_on_log2","Control","Model",8713.20422733333,1930.12805713333,5.17881973066994,"PC(17:2(9Z,12Z)/0:0)","Model_vs_HQQD",0.0282228161157037,NA,FALSE,FALSE,NA,NA,NA,2.47257036402101,1.30601157755859,0.0433753434623739,0.89790891045598,"Up","Up","Welch_t_test_on_log2","Model","HQQD",1930.12805713333,4772.37743283333,-2.31236653706138,"NEG",NA,NA,NA,NA,FALSE,0.0282228161157037,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,13.0889876433014,10.9144808530168,12.2204924305754,0.600601287332671,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,4.79394612669237,1.72944642801545
"neg_11571","PGF1a","Control_vs_Model",0.0661905994864265,1.26314447919696,TRUE,TRUE,"OPLS-DA",0.524,0.05,0.163355360385668,-2.61391429836093,0.00108572755667529,0.0764420057871696,"Down","Down","Welch_t_test_on_log2","Control","Model",536.6398321,87.66299317,5.42055474015253,"PGF1a","Model_vs_HQQD",0.0661905994864265,NA,FALSE,FALSE,NA,NA,NA,2.62466671069672,1.39213423597771,0.047166440864551,0.89790891045598,"Up","Up","Welch_t_test_on_log2","Model","HQQD",87.66299317,230.086139933333,-2.26650834758346,"NEG",NA,NA,NA,NA,FALSE,0.0661905994864265,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,9.06781033240967,6.45389603404874,7.84603027002645,0.532586028872733,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,4.8232320621198,1.69602167341309
"pos_7131","L-Isoleucine","Control_vs_Model",0.0123570556191666,1.01971642787996,TRUE,TRUE,"OPLS-DA",0.575,0.015,2.44811042891193,1.29166863631912,0.00197143939808971,0.0682956790683347,"Up","Up","Welch_t_test_on_log2","Control","Model",407.609072783333,997.872022,-4.36790537762493,"L-Isoleucine","Model_vs_HQQD",0.0123570556191666,NA,FALSE,FALSE,NA,NA,NA,0.636438614586858,-0.651906724047258,0.0303626808816687,0.923745316043552,"Stable","Down","Welch_t_test_on_log2","Model","HQQD",997.872022,635.084287216667,2.53309359596715,"POS",NA,NA,NA,NA,FALSE,0.0123570556191666,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,8.67104235392283,9.96271099024194,9.31080426619469,0.504701210292605,TRUE,"Model_Up_HQQD_Down",TRUE,FALSE,TRUE,FALSE,4.72757766378739,1.70475573342072
"neg_4991","dADP","Control_vs_Model",0.0536989051107066,3.46309386711676,TRUE,TRUE,"OPLS-DA",0.524,0.05,0.136327120249479,-2.87485550150887,0.0194436338217851,0.199120486365827,"Down","Down","Welch_t_test_on_log2","Control","Model",236.438056535,32.2329193648,3.37234120676912,"dADP","Model_vs_HQQD",0.0536989051107066,NA,FALSE,FALSE,NA,NA,NA,2.69878394751704,1.43230948576291,0.0247571789744033,0.89790891045598,"Up","Up","Welch_t_test_on_log2","Model","HQQD",32.2329193648,86.9896853633333,-3.1580781278335,"NEG",NA,NA,NA,NA,FALSE,0.0536989051107066,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,7.8853184569123,5.01046295540342,6.44277244116633,0.498219644434705,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,3.8157410546646,1.24587141870793
"pos_7892","Thyroxine","Control_vs_Model",0.03354062223259,1.46562825964233,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.162105901216908,-2.6249914839739,0.00046223867702701,0.0629508837487575,"Down","Down","Welch_t_test_on_log2","Control","Model",1520.50072606667,246.4821405,5.3921868349881,"Thyroxine","Model_vs_HQQD",0.03354062223259,NA,FALSE,FALSE,NA,NA,NA,2.46595196796148,1.30214469906815,0.0103703462207236,0.923745316043552,"Up","Up","Welch_t_test_on_log2","Model","HQQD",246.4821405,607.813119433333,-3.1561069569463,"POS",NA,NA,NA,NA,FALSE,0.03354062223259,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,10.570330789944,7.9453393059701,9.24748400503825,0.496056732761992,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,5.81539719542045,1.73150265207555
"pos_11110","10-Oxo-11-octadecen-13-olide","Control_vs_Model",0.0370226806686167,1.14279871655464,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.370482224396382,-1.4325237706839,0.00044008931736476,0.0629508837487575,"Down","Down","Welch_t_test_on_log2","Control","Model",4330.9235645,1604.53019586667,5.16353082245657,"10-Oxo-11-octadecen-13-olide","Model_vs_HQQD",0.0370226806686167,NA,FALSE,FALSE,NA,NA,NA,1.62481041961642,0.700271396519682,0.036166149915351,0.923745316043552,"Stable","Up","Welch_t_test_on_log2","Model","HQQD",1604.53019586667,2607.05738083333,-2.41872212946676,"POS",NA,NA,NA,NA,FALSE,0.0370226806686167,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,12.0804589954906,10.6479352248067,11.3482066213264,0.488837540326025,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,5.28699443541057,1.72428345963958
"pos_4442","epsilon-(Carboxyethyl)lysine","Control_vs_Model",0.0141826808777339,1.11342334934097,TRUE,TRUE,"OPLS-DA",0.575,0.015,3.04666893016623,1.60723273640192,0.00544999827214777,0.0937070811615386,"Up","Up","Welch_t_test_on_log2","Control","Model",277.677494866667,845.991396216667,-3.95259586054153,"epsilon-(Carboxyethyl)lysine","Model_vs_HQQD",0.0141826808777339,NA,FALSE,FALSE,NA,NA,NA,0.625935657227867,-0.675913731290435,0.0487627876450752,0.923745316043552,"Stable","Down","Welch_t_test_on_log2","Model","HQQD",845.991396216667,529.5361806,2.26869717208624,"POS",NA,NA,NA,NA,FALSE,0.0141826808777339,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,8.11726644449739,9.7244991808993,9.04858544960887,0.420545024987227,TRUE,"Model_Up_HQQD_Down",TRUE,FALSE,TRUE,FALSE,3.99606013522638,1.48322036526652
"pos_8061","N-Oleoyl Alanine","Control_vs_Model",0.035542113406923,1.22343078741205,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.328465535132667,-1.60618609390353,5.63424788841803e-05,0.0479578464075527,"Down","Down","Welch_t_test_on_log2","Control","Model",311.635480016667,102.36151471,6.68354042371488,"N-Oleoyl Alanine","Model_vs_HQQD",0.035542113406923,NA,FALSE,FALSE,NA,NA,NA,1.50142132244472,0.586328876698065,0.0266177663487843,0.923745316043552,"Stable","Up","Welch_t_test_on_log2","Model","HQQD",102.36151471,153.687760783333,-2.61091676456175,"POS",NA,NA,NA,NA,FALSE,0.035542113406923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8.28371568482433,6.67752959092081,7.26385846761887,0.3650441744724,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,6.1890366153724,1.7186322527436
"pos_10117","PS(O-18:0/0:0)","Control_vs_Model",0.01082217032549,1.13602379860178,TRUE,TRUE,"OPLS-DA",0.575,0.015,0.323611772880547,-1.6276640014352,0.0027887871375982,0.0736239804325924,"Down","Down","Welch_t_test_on_log2","Control","Model",17064.8082253333,5522.37284366667,4.43340893474767,"PS(O-18:0/0:0)","Model_vs_HQQD",0.01082217032549,NA,FALSE,FALSE,NA,NA,NA,1.44472222177403,0.530792130931598,0.0279294206848749,0.923745316043552,"Stable","Up","Welch_t_test_on_log2","Model","HQQD",5522.37284366667,7978.29476416667,-2.56953205518522,"POS",NA,NA,NA,NA,FALSE,0.01082217032549,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,14.0587365810407,12.4310725796055,12.9618647105371,0.326106696752875,TRUE,"Model_Down_HQQD_Up",TRUE,FALSE,TRUE,FALSE,4.4346294024184,1.4935351538904
