Taxon,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Tardiphaga,0,0,7.46725468808e-07,9.9131754528e-07,8.52920413712e-07,0,1.1955195752e-07,1.16688451752e-06,9.91419757707e-07,7.7058863532e-07,0,0,0,0,0,0,6.48167743219e-07,0,1.35896015087e-06,0,3.75895971542e-07,8.36925697402e-07,3.03752866668e-07,1.9643445277e-06
Tateyamaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11258600003e-07,0
Tatlockia,4.19471043367e-06,2.85122917508e-06,0,0,0,0,1.07596761768e-06,0,3.30473252569e-07,5.7794147649e-07,4.95124263812e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatumella,0,0,0,0,0,0,0,3.88961505841e-07,0,0,0,3.52155641525e-07,0,0,0,0,0,0,5.09610056577e-07,0,7.51791943083e-07,1.00431083688e-06,6.07505733335e-07,9.82172263848e-07
Tautonia,0,0,0,0,0,0,0,9.72403764603e-07,0,0,0,0,4.21937189586e-07,0,0,0,0,0,0,0,0,0,0,0
Tedavirus,0,4.07318453583e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27390754616e-07
Telmatospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06313503334e-06,0
Tenacibaculum,9.30131443987e-06,1.18122351539e-05,1.77347298842e-05,2.49481582229e-05,1.94750161131e-05,1.10520635484e-05,5.73849396095e-06,2.91721129381e-06,5.94851854624e-06,4.81617897075e-06,5.11628405939e-06,5.45841244363e-06,5.2038920049e-06,2.45844352428e-06,6.5574390486e-06,1.17705911779e-06,2.26858710127e-06,3.27137458907e-06,4.24675047147e-06,4.0175744778e-06,9.58534727431e-06,5.35632446337e-06,4.86004586668e-06,4.41977518732e-06
Tengunoibacter,0,0,0,0,0,0,0,0,0,0,4.95124263812e-07,3.52155641525e-07,0,0,0,0,0,6.54274917815e-07,0,0,0,0,0,0
Tenuibacillus,0,0,0,0,0,1.12122383824e-06,0,7.77923011682e-07,4.95709878853e-07,3.8529431766e-07,1.65041421271e-07,0,0,0,0,0,0,0,5.43584060349e-06,2.41054468668e-06,3.1951157581e-06,4.51939876597e-06,5.92318090002e-06,4.91086131924e-06
