"label","group1","group2","n_group1","n_group2","median_group1","median_group2","p_value","p_adj_BH_within_label","p_adj_BH_global","p_star"
"Endothelial","Control","KP",2558,5817,0,0,0.91715658383752,0.91715658383752,0.91715658383752,""
"T_cells","Control","KP",2603,8047,0.0904444444444444,0.0925555555555556,0.0819653947899061,0.143439440882336,0.143439440882336,""
"B_cells","Control","KP",4475,4942,0.0522222222222222,0.0535555555555556,0.0418465038756742,0.0976418423765731,0.0976418423765731,""
"Monocyte_Macrophage","Control","KP",2578,4785,0.0827222222222222,0.0728888888888889,5.50693377614702e-16,3.85485364330291e-15,3.85485364330291e-15,"***"
"Epithelial","Control","KP",635,1226,0.0134444444444444,0.0292777777777778,0.279846716744172,0.391785403441841,0.391785403441841,""
"Fibroblast","Control","KP",1356,2320,0,0.000166666666666667,3.58493633842494e-11,1.25472771844873e-10,1.25472771844873e-10,"***"
"NK_cells","Control","KP",868,996,0.104777777777778,0.105277777777778,0.447341043142819,0.521897883666622,0.521897883666622,""
