Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.45557602380615,0.459301496792587,0.579452819653825,0.540962441314554,0.579839675665715,0.211866404715128,0.403987262910148,0.419564306661081,0.398900532554544,0.386790368897725,0.407109190887667,0.4109391124871,0.372719114567754,0.350726552179657,0.463950762016413,0.467913669064748,0.473202104852855,0.477298916801106,0.48583156779661,0.432829613198392,0.483841039121695,0.446423241468511,0.474764115620788,0.521923620933522
Clostridium,0.0881394360209721,0.0841054882394868,0.0578447794528197,0.0603286384976526,0.0572192020639454,0.0385068762278978,0.163090128755365,0.0913280268118978,0.167153410066999,0.166114424563729,0.156520031421838,0.166769865841073,0.0272210589291056,0.0369881109643329,0.0457209847596717,0.0155395683453237,0.0313778990450205,0.0161327494814473,0.0507150423728814,0.209344239567448,0.101901963816298,0.204556760521341,0.182641905047177,0.0609382366808109
Lactobacillus,0.0423692787303387,0.0413399857448325,0.0260189838079285,0.0307511737089202,0.0256150373168709,0.52196463654224,0.0642392357746089,0.0249266862170088,0.0700910496478268,0.0759885133642589,0.0512568735271013,0.0509803921568627,0.0349985043374215,0.0449141347424042,0.00205158264947245,0.0368345323741007,0.0138374585850711,0.0115233924867481,0.0648834745762712,0.0202412311104949,0.00201020565950209,0.00248731469505522,0.00277070540661974,0.0213342762847713
Acutalibacter,0.00524302111378773,0.0052744119743407,0.0118369625907314,0.00833333333333333,0.00866119966829448,0.000471512770137525,0.00484563200886058,0.0102639296187683,0.0030922521903453,0.00198807157057654,0.00353495679497251,0.00536635706914345,0.0415794196829195,0.0904887714663144,0.149765533411489,0.152517985611511,0.125511596180082,0.100253514634708,0.00993114406779661,0.00485234992374879,0.0120612339570125,0.0113421550094518,0.00808746443013329,0.0101367279585101
Ruminococcus,0.0287657644891597,0.039344262295082,0.023785594639866,0.0444835680751174,0.0329862710771215,0.0206679764243615,0.0269970926207947,0.0136154168412233,0.0364198591307335,0.0273912083057212,0.0170856245090338,0.0165118679050568,0.0382889620101705,0.0191545574636724,0.0682883939038687,0.0906474820143885,0.0383940752290002,0.0232772528232312,0.0162870762711864,0.0187162068487453,0.0194835317767125,0.0286538652870361,0.0183465628276172,0.0161480433757661
Roseburia,0.023522743375372,0.0266571632216679,0.0288107202680067,0.023943661971831,0.0280106882889524,0.0167387033398821,0.0171673819742489,0.0240888144113951,0.0183817213537193,0.0148000883587365,0.0149253731343284,0.01671826625387,0.0194436135207897,0.00462351387054161,0.0304806565064478,0.00258992805755396,0.0148119274995128,0.0163632173311823,0.0489936440677966,0.0335505337584916,0.0477810422143189,0.0356183464331907,0.0429833757675603,0.0603488920320603
Eubacterium,0.0317415332294176,0.0332145402708482,0.0527079843662758,0.0530516431924883,0.0436745600294849,0.0124950884086444,0.0186902948913194,0.03414327607876,0.0176945542003092,0.0163463662469627,0.0257266300078555,0.0270381836945304,0.00957224050254263,0.0171730515191546,0.0322391559202814,0,0.0243617228610407,0.0129061995851579,0.0194650423728814,0.0314709552197421,0.0188650069584042,0.0152223659337379,0.0134042234536468,0.0187411598302687
Neobittarella,0.00141703273345614,0.000855310049893086,0.00837520938023451,0.0039906103286385,0.00644982954021929,0,0.00359961234943929,0.00565563468789275,0.00257687682528775,0.00242986525292688,0.00255302435192459,0.00392156862745098,0.101405922823811,0.190885072655218,0.0533411488862837,0.0477697841726619,0.0362502436172286,0.0719059691173081,0.00304555084745763,0.00138638569249965,0.00231946806865626,0.00208934434384638,0.000973491088812341,0.00259311645450259
Prevotella,0.0559727929715176,0.0404846756949394,0.0151870463428252,0.0289906103286385,0.0179673822906109,0.0929666011787819,0.039318842586183,0.0383326351068287,0.0439786978182443,0.0404241219350563,0.0487038491751767,0.0414860681114551,0,0,0,0,0,0,0.0055614406779661,0.0309164009427423,0.00556672336477501,0.00179086658043976,0.000149767859817283,0.00730787364450731
Gemmiger,0.00141703273345614,0.00242337847469708,0.00759352317141262,0.00469483568075117,0.00580484658619736,0.000157170923379175,0.00166135954589506,0.000209467951403435,0.00051537536505755,0.000662690523525514,0,0,0.133712234519892,0.10105680317041,0.0404454865181712,0.0293525179856115,0.0580783473007211,0.12306983175847,0.00503177966101695,0.00180230140024955,0.00293799288696459,0.00328325539747289,0.00314512505616295,0.00424328147100424
