Genus,K1,K2,K3,K4,K5,K6,M1,M2,M3,M4,M5,M6,Y1,Y2,Y3,Y4,Y5,Y6,Z1,Z2,Z3,Z4,Z5,Z6
Unclassified,0.820091112655393,0.820078704127391,0.920878243512974,0.81586859688196,0.947395752194007,0.709089243173905,0.775689132630971,0.706071972805064,0.736495611073599,0.74312028406569,0.740510033444816,0.735288012454593,0.0857142857142857,0,0,0,0.368421052631579,0.191588785046729,0.680518045666585,0.65825781696465,0.78008377760853,0.733171619163129,0.713792607507551,0.704285830025115
Prevotella,0.111651609914292,0.0951770842866295,0.0185229540918164,0.0216035634743875,0.0185906423638158,0.218801539307312,0.136347236253428,0.116047356699097,0.146128741841098,0.133155792276964,0.117015050167224,0.125635703165542,0.4,0,0,0.410852713178295,0.210526315789474,0.353971962616822,0.0847041492757181,0.149481590333905,0.0686722518405687,0.0761067313523347,0.0834172299726737,0.0979502552053796
Bacteroides,0.0155200370627751,0.0161984076141667,0.0139720558882236,0.0452115812917595,0.009918471205276,0.0195162177020341,0.0119064800115457,0.0531590669323643,0.0133918523520144,0.0132046160674656,0.0261705685618729,0.0344577062791905,0.314285714285714,0,0,0.209302325581395,0.210526315789474,0.184579439252336,0.062730174318684,0.0232672054861621,0.0154226961157654,0.092581362441884,0.0674528980296275,0.0181479381025683
Alloprevotella,0.0298818624044475,0.0488697721240963,0.033373253493014,0.106013363028953,0.014644025549151,0.00485614806670332,0.0501515370183288,0.101746571328098,0.0701665541300923,0.0827785175321793,0.0945234113712375,0.0765438505448884,0,0,0,0,0,0.00700934579439252,0.13521973974957,0.147358968079027,0.126491495303376,0.0834849403678997,0.123543794045736,0.12095924815685
Tannerella,0.00208478109798471,0.00237942710716574,0,0,0,0,0.00191225285033915,0.00117219552221311,0.00225073148773351,0.00194185530403906,0.00171404682274247,0.00207576543850545,0.114285714285714,0,0,0.193798449612403,0,0.136682242990654,0.00202553400441935,0.0014695077149155,0.000571210967250571,0.00181928441479685,0.00100675967208399,0.00356477355586162
Mediterranea,0.00262527990116593,0.00219639425276837,0,0,0,0,0.00266993794198297,0.00123080529832376,0.00309475579563358,0.00244118952507767,0.00188127090301003,0.00223144784639336,0.0857142857142857,0,0,0.186046511627907,0,0.126168224299065,0.00356002946231279,0.0014695077149155,0.000253871541000254,0.00141499898928644,0.00143822810297713,0.00405087904075184
Phocaeicola,0.0078758397034978,0.00640614990390775,0.000159680638722555,0.000278396436525612,0.000155787505842031,0.00128275609309144,0.0102467888584211,0.0126011018637909,0.0127166329056944,0.0110963160230803,0.00969899665551839,0.0122470160871821,0,0,0,0,0.210526315789474,0,0.0193960225877731,0.00800065311453996,0.00507743082000508,0.00222356984030726,0.00158205091327485,0.0363768937859516
Veillonella,0.00301135047486681,0.00228791067996705,0.00295409181636727,0.00478841870824053,0.00332346679129667,0,0.00266993794198297,0.00486461141718439,0.00658338960162053,0.00349533954727031,0.00292642140468227,0.00435910742086144,0,0,0,0,0,0,0,0.000653114539962446,0,0,0,0
Sutterella,0.00100378349162227,0.000915164271986822,0.000558882235528942,0.000723830734966592,0.000571220854754115,0.00668865677111966,0.000938086303939962,0.000937756417770484,0.00140670717983345,0.000887705281846427,0.000961538461538462,0.000985988583290088,0,0,0,0,0,0,0.00319175055241836,0.00440852314474651,0.00145976136075146,0.00515463917525773,0.00316410182654969,0.00299765049015636
Eubacterium,0,0,0.00479041916167665,0.002728285077951,0.00218102508178844,0.0257467472970497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muribaculum,0.000926569376882094,0.000823647844788139,0.0017564870259481,0.00144766146993318,0.00145401672119229,0.000916254352208173,0.0027060181844422,0.00146524440276638,0.00331982894440693,0.00299600532623169,0.00209030100334448,0.00228334198235599,0,0,0,0,0,0,0.000675178001473116,0.00204098293738264,0.000253871541000254,0.00040428542551041,0.000287645620595426,0.000972210969780442
Parabacteroides,0.000231642344220524,0,0.00063872255489022,0.000501113585746102,0.000363504180298073,0.00109950522264981,0.000252561697214605,0.000117219552221311,0.000225073148773351,0.000388371060807812,0.000167224080267559,0.000518941359626362,0,0,0,0,0,0,0.00423520746378591,0.000408196587476529,0.000507743082000508,0.00121285627653123,0,0.00664344162683302
Escherichia,0,0,0,0,0,0,0.000360802424592293,0.000175829328331966,0.000225073148773351,0.000610297381269419,0.000376254180602007,0.000726517903476907,0,0,0,0,0,0,0.00300761109747115,0.000898032492448363,0.000444275196750444,0.00101071356377603,0.00359557025744283,0.00299765049015636
Desulfosporosinus,0,0,0,0,0,0,0.00299466012411603,0.000117219552221311,0.00264460949808688,0.00238570794496227,0.00117056856187291,0.00140114167099118,0,0,0,0,0,0,0,0.000326557269981223,0.000380807311500381,0,0,0
Roseburia,0,0,0,0,0,0.0113615539673813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unassigned,0.000926569376882094,0,0,0,0,0,0.000757685091643816,0.000293048880553276,0.00118163403106009,0.00099866844207723,0.000585284280936455,0.000674623767514271,0,0,0,0,0,0,0.000306899091578689,0,0.000253871541000254,0,0,0.000243052742445111
Tissierella,0.000694927032661571,0.000732131417589457,0.000239520958083832,0.000501113585746102,0.000519291686140105,0,0,0,0.000168804861580014,0.000110963160230803,8.36120401337793e-05,0.000155682407887909,0,0,0,0,0,0,0.000429658728210165,0.000816393174953057,0,0,0,0.000810175808150369
