targets
ABCB1
ACE
ACE2
ACHE
ACLY
ADAM17
ADK
ADORA1
ADORA3
ADRA1B
ADRA1D
ADRA2C
ADRB1
ADRB2
ADRB3
AKR1B1
AKR1B10
AKR1C3
AKT1
ALOX5
ANPEP
APEX1
APP
AR
ASAH2
ATP2A1
BACE1
BBOX1
BCHE
BCL2
BCL2L1
BRD4
CA1
CA12
CA2
CA9
CACNA2D1
CACNA2D2
CAPN1
CASP1
CASR
CD81
CDC25A
CDC25B
CDC45
CES1
CES2
CHRM1
CHRNA7
CISD1
CNR1
CNR2
CPA1
CPB2
CPN1
CRYAB
CTSB
CTSD
CTSK
CTSL
CYP17A1
CYP19A1
CYP2C19
CYP46A1
CYP4A11
CYP4F2
DAGLA
DEGS1
DHCR24
DPP4
DRD1
DRD2
DRD3
DRD4
ECE1
EGFR
ENPEP
ENPP2
EP300
EPAS1
EPHA2
EPHX2
ERCC5
ESR1
ESR2
F10
F13A1
F2
F3
FAAH
FABP1
FABP2
FABP3
FABP4
FABP5
FABP7
FBP1
FEN1
FFAR1
FGFR1
FOLH1
FPR2
FUCA1
FYN
G6PD
GAB1
GPBAR1
GPR119
GPR174
GPR34
GPR55
GPR84
GRB2
GRIA1
GRIA2
GRIA4
GRIK1
GRIK2
GRIK3
GRIK5
GRM1
GRM2
GRM3
GRM5
GRM6
GRM8
GSTP1
HAO1
HDAC1
HDAC6
HLA-A
HMGCR
HRH3
HSD11B1
HSD11B2
HSD17B1
HSD17B2
HSD17B3
HTR1A
HTR1D
HTR2A
HTR2B
HTR2C
IDO1
IGF2R
KCNA3
KCNH2
KCNK3
KDM1A
KDM2A
KDM4E
KDM5C
KEAP1
KIF11
LAP3
LCK
LIG1
LPAR1
LPAR2
LPAR3
LPAR4
LPAR5
LPAR6
LTA4H
LTB4R
LY96
MAOB
MAP2K1
MAP3K5
MAPK14
MAPK3
MCL1
MDM2
METAP2
MLNR
MME
MMP1
MMP13
MMP2
MMP3
MMP8
MMP9
MTOR
NLRP3
NMT1
NOS1
NOS2
NOS3
NPC1L1
NPY5R
NR1H2
NR1H3
NR1H4
NR3C1
NR3C2
NR4A2
NR5A1
NR5A2
NTSR1
NTSR2
OPRD1
OPRK1
OPRM1
P2RY10
PAOX
PCNA
PDE4B
PDE4D
PDPK1
PEPD
PGR
PHF8
PIN1
PKM
PLA2G10
PLA2G2A
PLA2G2C
PLA2G4A
PLA2G5
PLCG2
PLG
PNLIP
POLA1
PPARA
PPARD
PPARG
PPP4C
PREP
PRKCA
PRKCB
PRKCD
PRKCE
PRKCG
PRKCH
PRKCQ
PTAFR
PTGDR
PTGER1
PTGER2
PTGER3
PTGER4
PTGES
PTGFR
PTGIR
PTGS1
PTGS2
PTPN1
PTPN2
PTPRA
PTPRC
RAD52
RASGRP3
RELA
REN
RNPEP
RORA
RORC
RPA1
RXRA
S1PR1
S1PR2
S1PR3
S1PR4
S1PR5
SCD
SELP
SENP1
SERPINA6
SHBG
SIGMAR1
SIRT1
SIRT2
SIRT5
SIRT6
SLC10A1
SLC15A1
SLC18A3
SLC1A1
SLC1A2
SLC6A11
SLC6A12
SLC6A2
SLC6A3
SLC6A4
SLC6A5
SLC7A5
SMPD1
SPHK1
SPTLC1
SPTLC2
SRD5A1
SRD5A2
STAT3
TAAR5
TACR2
TBXA2R
TBXAS1
TERT
TGFBR1
TH
THRA
THRB
TLR4
TMEM97
TNF
TOP1
TOP2A
TRPM8
TRPV1
TSPO
TTR
TYR
USP7
VAV1
VDR
XIAP
YARS1
