"SampleID","Group","Batch","Cell_Type","Proportion"
"GSM983590","Bacterial_Pneumonia","GSE40012","Monocytes",0.416903862899044
"GSM983590","Bacterial_Pneumonia","GSE40012","Macrophages M0",0.0299180611668829
"GSM983590","Bacterial_Pneumonia","GSE40012","Macrophages M1",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Macrophages M2",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Dendritic cells resting",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Dendritic cells activated",0.0105657008266229
"GSM983590","Bacterial_Pneumonia","GSE40012","Mast cells resting",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Mast cells activated",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Eosinophils",0
"GSM983590","Bacterial_Pneumonia","GSE40012","Neutrophils",0.219598646185305
"GSM983459","Control","GSE40012","B cells naive",0
"GSM983459","Control","GSE40012","B cells memory",0.0173315616407867
"GSM983459","Control","GSE40012","Plasma cells",0
"GSM983459","Control","GSE40012","T cells CD8",0.170249479511621
"GSM983459","Control","GSE40012","T cells CD4 naive",0.148742470421952
"GSM983459","Control","GSE40012","T cells CD4 memory resting",0.0433495249143502
"GSM983459","Control","GSE40012","T cells CD4 memory activated",0.0062666948924186
"GSM983459","Control","GSE40012","T cells follicular helper",0
"GSM983459","Control","GSE40012","T cells regulatory (Tregs)",0.0351025667187977
"GSM983459","Control","GSE40012","T cells gamma delta",0
"GSM983459","Control","GSE40012","NK cells resting",0.139277337004461
"GSM983459","Control","GSE40012","NK cells activated",0.00423830469295678
"GSM983459","Control","GSE40012","Monocytes",0.144728438908711
"GSM983459","Control","GSE40012","Macrophages M0",0
"GSM983459","Control","GSE40012","Macrophages M1",0
"GSM983459","Control","GSE40012","Macrophages M2",0
"GSM983459","Control","GSE40012","Dendritic cells resting",0
"GSM983459","Control","GSE40012","Dendritic cells activated",0
"GSM983459","Control","GSE40012","Mast cells resting",0.0193717044438681
"GSM983459","Control","GSE40012","Mast cells activated",0
"GSM983459","Control","GSE40012","Eosinophils",0
"GSM983459","Control","GSE40012","Neutrophils",0.271341916850076
"GSM983461","Control","GSE40012","B cells naive",0
"GSM983461","Control","GSE40012","B cells memory",0.0269468103313806
"GSM983461","Control","GSE40012","Plasma cells",0
"GSM983461","Control","GSE40012","T cells CD8",0.143221547780107
"GSM983461","Control","GSE40012","T cells CD4 naive",0.14578096115554
"GSM983461","Control","GSE40012","T cells CD4 memory resting",0.0842454878912492
"GSM983461","Control","GSE40012","T cells CD4 memory activated",0.00733309853251907
"GSM983461","Control","GSE40012","T cells follicular helper",0
"GSM983461","Control","GSE40012","T cells regulatory (Tregs)",0.0232081506198816
"GSM983461","Control","GSE40012","T cells gamma delta",0
"GSM983461","Control","GSE40012","NK cells resting",0.13615995146131
"GSM983461","Control","GSE40012","NK cells activated",0
"GSM983461","Control","GSE40012","Monocytes",0.142829514195439
"GSM983461","Control","GSE40012","Macrophages M0",0
"GSM983461","Control","GSE40012","Macrophages M1",0
"GSM983461","Control","GSE40012","Macrophages M2",0
"GSM983461","Control","GSE40012","Dendritic cells resting",0
"GSM983461","Control","GSE40012","Dendritic cells activated",0.000571803372144975
"GSM983461","Control","GSE40012","Mast cells resting",0.00608704429618422
"GSM983461","Control","GSE40012","Mast cells activated",0
"GSM983461","Control","GSE40012","Eosinophils",0
"GSM983461","Control","GSE40012","Neutrophils",0.283615630364244
"GSM983463","Control","GSE40012","B cells naive",0
"GSM983463","Control","GSE40012","B cells memory",0.0275384820363861
"GSM983463","Control","GSE40012","Plasma cells",0
"GSM983463","Control","GSE40012","T cells CD8",0.287653059866279
"GSM983463","Control","GSE40012","T cells CD4 naive",0
"GSM983463","Control","GSE40012","T cells CD4 memory resting",0
"GSM983463","Control","GSE40012","T cells CD4 memory activated",0.00942076147942224
"GSM983463","Control","GSE40012","T cells follicular helper",0
"GSM983463","Control","GSE40012","T cells regulatory (Tregs)",0.00186648410215966
"GSM983463","Control","GSE40012","T cells gamma delta",0
"GSM983463","Control","GSE40012","NK cells resting",0.212808814852192
"GSM983463","Control","GSE40012","NK cells activated",0
"GSM983463","Control","GSE40012","Monocytes",0.169241209656831
"GSM983463","Control","GSE40012","Macrophages M0",0.0217987601179547
"GSM983463","Control","GSE40012","Macrophages M1",0
"GSM983463","Control","GSE40012","Macrophages M2",0
"GSM983463","Control","GSE40012","Dendritic cells resting",0
"GSM983463","Control","GSE40012","Dendritic cells activated",0
"GSM983463","Control","GSE40012","Mast cells resting",0
"GSM983463","Control","GSE40012","Mast cells activated",0
"GSM983463","Control","GSE40012","Eosinophils",0
"GSM983463","Control","GSE40012","Neutrophils",0.269672427888775
"GSM983465","Control","GSE40012","B cells naive",0
"GSM983465","Control","GSE40012","B cells memory",0.021473170187024
"GSM983465","Control","GSE40012","Plasma cells",0
"GSM983465","Control","GSE40012","T cells CD8",0.120319390298767
"GSM983465","Control","GSE40012","T cells CD4 naive",0.0475999081999033
"GSM983465","Control","GSE40012","T cells CD4 memory resting",0.123334761312992
"GSM983465","Control","GSE40012","T cells CD4 memory activated",0.0128996856949752
"GSM983465","Control","GSE40012","T cells follicular helper",0
"GSM983465","Control","GSE40012","T cells regulatory (Tregs)",0.00149500978310498
"GSM983465","Control","GSE40012","T cells gamma delta",0
"GSM983465","Control","GSE40012","NK cells resting",0.163605518524169
"GSM983465","Control","GSE40012","NK cells activated",0
"GSM983465","Control","GSE40012","Monocytes",0.163154262961167
"GSM983465","Control","GSE40012","Macrophages M0",0.0156267343689497
"GSM983465","Control","GSE40012","Macrophages M1",0
"GSM983465","Control","GSE40012","Macrophages M2",0
"GSM983465","Control","GSE40012","Dendritic cells resting",0
"GSM983465","Control","GSE40012","Dendritic cells activated",7.20177235061589e-05
"GSM983465","Control","GSE40012","Mast cells resting",0.0101041920026461
"GSM983465","Control","GSE40012","Mast cells activated",0
"GSM983465","Control","GSE40012","Eosinophils",0
"GSM983465","Control","GSE40012","Neutrophils",0.320315348942796
"GSM983467","Control","GSE40012","B cells naive",0
"GSM983467","Control","GSE40012","B cells memory",0.0318474913612658
"GSM983467","Control","GSE40012","Plasma cells",0
"GSM983467","Control","GSE40012","T cells CD8",0.0580665719317093
"GSM983467","Control","GSE40012","T cells CD4 naive",0.0537540915083095
"GSM983467","Control","GSE40012","T cells CD4 memory resting",0.151950155830966
"GSM983467","Control","GSE40012","T cells CD4 memory activated",0.0150424119452816
"GSM983467","Control","GSE40012","T cells follicular helper",0
"GSM983467","Control","GSE40012","T cells regulatory (Tregs)",0.00635611742534975
"GSM983467","Control","GSE40012","T cells gamma delta",0
"GSM983467","Control","GSE40012","NK cells resting",0.0978261381196752
"GSM983467","Control","GSE40012","NK cells activated",0
"GSM983467","Control","GSE40012","Monocytes",0.234076737159144
"GSM983467","Control","GSE40012","Macrophages M0",0.0255378345268237
"GSM983467","Control","GSE40012","Macrophages M1",0
"GSM983467","Control","GSE40012","Macrophages M2",0
"GSM983467","Control","GSE40012","Dendritic cells resting",0
"GSM983467","Control","GSE40012","Dendritic cells activated",0.00176912228440614
"GSM983467","Control","GSE40012","Mast cells resting",0.0185995481263812
"GSM983467","Control","GSE40012","Mast cells activated",0
"GSM983467","Control","GSE40012","Eosinophils",0
"GSM983467","Control","GSE40012","Neutrophils",0.305173779780688
"GSM983469","Control","GSE40012","B cells naive",0
"GSM983469","Control","GSE40012","B cells memory",0.0390342005301292
"GSM983469","Control","GSE40012","Plasma cells",0
"GSM983469","Control","GSE40012","T cells CD8",0.177197626729255
"GSM983469","Control","GSE40012","T cells CD4 naive",0.0277770719181234
"GSM983469","Control","GSE40012","T cells CD4 memory resting",0.0714586695601126
"GSM983469","Control","GSE40012","T cells CD4 memory activated",0.00772380724786493
"GSM983469","Control","GSE40012","T cells follicular helper",0
"GSM983469","Control","GSE40012","T cells regulatory (Tregs)",0.0232379119730019
"GSM983469","Control","GSE40012","T cells gamma delta",0
"GSM983469","Control","GSE40012","NK cells resting",0.0987001991709411
"GSM983469","Control","GSE40012","NK cells activated",0.00073949750426988
"GSM983469","Control","GSE40012","Monocytes",0.186356511852026
"GSM983469","Control","GSE40012","Macrophages M0",0.0104561525713081
"GSM983469","Control","GSE40012","Macrophages M1",0
"GSM983469","Control","GSE40012","Macrophages M2",0
"GSM983469","Control","GSE40012","Dendritic cells resting",0
"GSM983469","Control","GSE40012","Dendritic cells activated",0
"GSM983469","Control","GSE40012","Mast cells resting",0.00725649201704987
"GSM983469","Control","GSE40012","Mast cells activated",0
"GSM983469","Control","GSE40012","Eosinophils",0
"GSM983469","Control","GSE40012","Neutrophils",0.350061858925918
"GSM983471","Control","GSE40012","B cells naive",0
"GSM983471","Control","GSE40012","B cells memory",0.023320784744213
"GSM983471","Control","GSE40012","Plasma cells",0
"GSM983471","Control","GSE40012","T cells CD8",0.222119693287086
"GSM983471","Control","GSE40012","T cells CD4 naive",0
"GSM983471","Control","GSE40012","T cells CD4 memory resting",0.0259655042529332
"GSM983471","Control","GSE40012","T cells CD4 memory activated",0.00629256519424539
"GSM983471","Control","GSE40012","T cells follicular helper",0
"GSM983471","Control","GSE40012","T cells regulatory (Tregs)",0.0225612643084024
"GSM983471","Control","GSE40012","T cells gamma delta",0
"GSM983471","Control","GSE40012","NK cells resting",0.152250570151518
"GSM983471","Control","GSE40012","NK cells activated",0
"GSM983471","Control","GSE40012","Monocytes",0.185149297276021
"GSM983471","Control","GSE40012","Macrophages M0",0.0131104811543378
"GSM983471","Control","GSE40012","Macrophages M1",0
"GSM983471","Control","GSE40012","Macrophages M2",0
"GSM983471","Control","GSE40012","Dendritic cells resting",0
"GSM983471","Control","GSE40012","Dendritic cells activated",0
"GSM983471","Control","GSE40012","Mast cells resting",0.00107524391084509
"GSM983471","Control","GSE40012","Mast cells activated",0
"GSM983471","Control","GSE40012","Eosinophils",0
"GSM983471","Control","GSE40012","Neutrophils",0.348154595720398
"GSM983473","Control","GSE40012","B cells naive",0
"GSM983473","Control","GSE40012","B cells memory",0.0333735052818822
"GSM983473","Control","GSE40012","Plasma cells",0
"GSM983473","Control","GSE40012","T cells CD8",0.13847738996773
"GSM983473","Control","GSE40012","T cells CD4 naive",0
"GSM983473","Control","GSE40012","T cells CD4 memory resting",0.214846905330508
"GSM983473","Control","GSE40012","T cells CD4 memory activated",0.00666765504898007
"GSM983473","Control","GSE40012","T cells follicular helper",0
"GSM983473","Control","GSE40012","T cells regulatory (Tregs)",0.010041737468111
"GSM983473","Control","GSE40012","T cells gamma delta",0
"GSM983473","Control","GSE40012","NK cells resting",0.191246353524022
"GSM983473","Control","GSE40012","NK cells activated",0
"GSM983473","Control","GSE40012","Monocytes",0.138216565234146
"GSM983473","Control","GSE40012","Macrophages M0",0.0100527253912472
"GSM983473","Control","GSE40012","Macrophages M1",0
"GSM983473","Control","GSE40012","Macrophages M2",0
"GSM983473","Control","GSE40012","Dendritic cells resting",0
"GSM983473","Control","GSE40012","Dendritic cells activated",0.000229239419350141
"GSM983473","Control","GSE40012","Mast cells resting",0
"GSM983473","Control","GSE40012","Mast cells activated",0.00035920023333768
"GSM983473","Control","GSE40012","Eosinophils",0
"GSM983473","Control","GSE40012","Neutrophils",0.256488723100686
"GSM983475","Control","GSE40012","B cells naive",0
"GSM983475","Control","GSE40012","B cells memory",0.0399748978359422
"GSM983475","Control","GSE40012","Plasma cells",0
"GSM983475","Control","GSE40012","T cells CD8",0.0860539921845713
"GSM983475","Control","GSE40012","T cells CD4 naive",0.0604533696093595
"GSM983475","Control","GSE40012","T cells CD4 memory resting",0.126243652211764
"GSM983475","Control","GSE40012","T cells CD4 memory activated",0.0127020416587235
"GSM983475","Control","GSE40012","T cells follicular helper",0
"GSM983475","Control","GSE40012","T cells regulatory (Tregs)",0.00402354608299675
"GSM983475","Control","GSE40012","T cells gamma delta",0
"GSM983475","Control","GSE40012","NK cells resting",0.14430507197791
"GSM983475","Control","GSE40012","NK cells activated",0
"GSM983475","Control","GSE40012","Monocytes",0.32217162990297
"GSM983475","Control","GSE40012","Macrophages M0",0.0181898928053851
"GSM983475","Control","GSE40012","Macrophages M1",0
"GSM983475","Control","GSE40012","Macrophages M2",0
"GSM983475","Control","GSE40012","Dendritic cells resting",0
"GSM983475","Control","GSE40012","Dendritic cells activated",0.000353493704928251
"GSM983475","Control","GSE40012","Mast cells resting",0.000116415782049584
"GSM983475","Control","GSE40012","Mast cells activated",0
"GSM983475","Control","GSE40012","Eosinophils",0
"GSM983475","Control","GSE40012","Neutrophils",0.185411996243401
"GSM983477","Control","GSE40012","B cells naive",0
"GSM983477","Control","GSE40012","B cells memory",0.0998974991676652
"GSM983477","Control","GSE40012","Plasma cells",0
"GSM983477","Control","GSE40012","T cells CD8",0.113103205653125
"GSM983477","Control","GSE40012","T cells CD4 naive",0.0686421254977287
"GSM983477","Control","GSE40012","T cells CD4 memory resting",0.0106560490047683
"GSM983477","Control","GSE40012","T cells CD4 memory activated",0.0447909429911641
"GSM983477","Control","GSE40012","T cells follicular helper",0
"GSM983477","Control","GSE40012","T cells regulatory (Tregs)",0.0272028254799146
"GSM983477","Control","GSE40012","T cells gamma delta",0
"GSM983477","Control","GSE40012","NK cells resting",0.154142353368508
"GSM983477","Control","GSE40012","NK cells activated",0
"GSM983477","Control","GSE40012","Monocytes",0.208780992525603
"GSM983477","Control","GSE40012","Macrophages M0",0.0370821669735637
"GSM983477","Control","GSE40012","Macrophages M1",0
"GSM983477","Control","GSE40012","Macrophages M2",0
"GSM983477","Control","GSE40012","Dendritic cells resting",0
"GSM983477","Control","GSE40012","Dendritic cells activated",0.0120666581799259
"GSM983477","Control","GSE40012","Mast cells resting",0
"GSM983477","Control","GSE40012","Mast cells activated",0
"GSM983477","Control","GSE40012","Eosinophils",0
"GSM983477","Control","GSE40012","Neutrophils",0.223635181158034
"GSM983479","Control","GSE40012","B cells naive",0
"GSM983479","Control","GSE40012","B cells memory",0.0741107954713254
"GSM983479","Control","GSE40012","Plasma cells",0
"GSM983479","Control","GSE40012","T cells CD8",0.0380571831872233
"GSM983479","Control","GSE40012","T cells CD4 naive",0.0834180703091131
"GSM983479","Control","GSE40012","T cells CD4 memory resting",0.0482787997457369
"GSM983479","Control","GSE40012","T cells CD4 memory activated",0.0239628418124199
"GSM983479","Control","GSE40012","T cells follicular helper",0
"GSM983479","Control","GSE40012","T cells regulatory (Tregs)",0.0199252786111155
"GSM983479","Control","GSE40012","T cells gamma delta",0
"GSM983479","Control","GSE40012","NK cells resting",0.0946453191385569
"GSM983479","Control","GSE40012","NK cells activated",0
"GSM983479","Control","GSE40012","Monocytes",0.225456844198981
"GSM983479","Control","GSE40012","Macrophages M0",0
"GSM983479","Control","GSE40012","Macrophages M1",0
"GSM983479","Control","GSE40012","Macrophages M2",0
"GSM983479","Control","GSE40012","Dendritic cells resting",0
"GSM983479","Control","GSE40012","Dendritic cells activated",0.0162724811046436
"GSM983479","Control","GSE40012","Mast cells resting",0.00292840600254269
"GSM983479","Control","GSE40012","Mast cells activated",0
"GSM983479","Control","GSE40012","Eosinophils",0
"GSM983479","Control","GSE40012","Neutrophils",0.372943980418341
"GSM983481","Control","GSE40012","B cells naive",0.00950817028038301
"GSM983481","Control","GSE40012","B cells memory",0.0435928686783369
"GSM983481","Control","GSE40012","Plasma cells",0
"GSM983481","Control","GSE40012","T cells CD8",0.0393207234909792
"GSM983481","Control","GSE40012","T cells CD4 naive",0.0583786306740367
"GSM983481","Control","GSE40012","T cells CD4 memory resting",0.0705112125922265
"GSM983481","Control","GSE40012","T cells CD4 memory activated",0.0291257462785022
"GSM983481","Control","GSE40012","T cells follicular helper",0
"GSM983481","Control","GSE40012","T cells regulatory (Tregs)",0.0428834668484411
"GSM983481","Control","GSE40012","T cells gamma delta",0
"GSM983481","Control","GSE40012","NK cells resting",0.114589749981737
"GSM983481","Control","GSE40012","NK cells activated",0
"GSM983481","Control","GSE40012","Monocytes",0.194194019836136
"GSM983481","Control","GSE40012","Macrophages M0",0.00714170764796051
"GSM983481","Control","GSE40012","Macrophages M1",0
"GSM983481","Control","GSE40012","Macrophages M2",0
"GSM983481","Control","GSE40012","Dendritic cells resting",0
"GSM983481","Control","GSE40012","Dendritic cells activated",0.0138833882638248
"GSM983481","Control","GSE40012","Mast cells resting",0.0377863950437028
"GSM983481","Control","GSE40012","Mast cells activated",0
"GSM983481","Control","GSE40012","Eosinophils",0
"GSM983481","Control","GSE40012","Neutrophils",0.339083920383733
"GSM983483","Control","GSE40012","B cells naive",0
"GSM983483","Control","GSE40012","B cells memory",0.028960026226305
"GSM983483","Control","GSE40012","Plasma cells",0
"GSM983483","Control","GSE40012","T cells CD8",0.289411384865004
"GSM983483","Control","GSE40012","T cells CD4 naive",0.0274511407782016
"GSM983483","Control","GSE40012","T cells CD4 memory resting",0
"GSM983483","Control","GSE40012","T cells CD4 memory activated",0.0237223852285712
"GSM983483","Control","GSE40012","T cells follicular helper",0
"GSM983483","Control","GSE40012","T cells regulatory (Tregs)",0.0285324504119695
"GSM983483","Control","GSE40012","T cells gamma delta",0
"GSM983483","Control","GSE40012","NK cells resting",0.234768855969608
"GSM983483","Control","GSE40012","NK cells activated",0
"GSM983483","Control","GSE40012","Monocytes",0.148953110660745
"GSM983483","Control","GSE40012","Macrophages M0",0.00204369130603798
"GSM983483","Control","GSE40012","Macrophages M1",0
"GSM983483","Control","GSE40012","Macrophages M2",0
"GSM983483","Control","GSE40012","Dendritic cells resting",0
"GSM983483","Control","GSE40012","Dendritic cells activated",0
"GSM983483","Control","GSE40012","Mast cells resting",0.00404192781495717
"GSM983483","Control","GSE40012","Mast cells activated",0
"GSM983483","Control","GSE40012","Eosinophils",0
"GSM983483","Control","GSE40012","Neutrophils",0.212115026738601
"GSM983485","Control","GSE40012","B cells naive",0
"GSM983485","Control","GSE40012","B cells memory",0.0284722705017386
"GSM983485","Control","GSE40012","Plasma cells",0
"GSM983485","Control","GSE40012","T cells CD8",0.064376091841803
"GSM983485","Control","GSE40012","T cells CD4 naive",0.0889837230966811
"GSM983485","Control","GSE40012","T cells CD4 memory resting",0.0334188278422474
"GSM983485","Control","GSE40012","T cells CD4 memory activated",0.0363603043522375
"GSM983485","Control","GSE40012","T cells follicular helper",0
"GSM983485","Control","GSE40012","T cells regulatory (Tregs)",0.0143719406027086
"GSM983485","Control","GSE40012","T cells gamma delta",0
"GSM983485","Control","GSE40012","NK cells resting",0.263664723485093
"GSM983485","Control","GSE40012","NK cells activated",0
"GSM983485","Control","GSE40012","Monocytes",0.123375419852669
"GSM983485","Control","GSE40012","Macrophages M0",0.0332509328770983
"GSM983485","Control","GSE40012","Macrophages M1",0
"GSM983485","Control","GSE40012","Macrophages M2",0
"GSM983485","Control","GSE40012","Dendritic cells resting",0
"GSM983485","Control","GSE40012","Dendritic cells activated",0.00122858840773944
"GSM983485","Control","GSE40012","Mast cells resting",0.00140667649448308
"GSM983485","Control","GSE40012","Mast cells activated",0
"GSM983485","Control","GSE40012","Eosinophils",0
"GSM983485","Control","GSE40012","Neutrophils",0.3110905006455
"GSM983487","Control","GSE40012","B cells naive",0
"GSM983487","Control","GSE40012","B cells memory",0.0228568889416575
"GSM983487","Control","GSE40012","Plasma cells",0
"GSM983487","Control","GSE40012","T cells CD8",0.133666135166571
"GSM983487","Control","GSE40012","T cells CD4 naive",0.0991027285808217
"GSM983487","Control","GSE40012","T cells CD4 memory resting",0.108972357531123
"GSM983487","Control","GSE40012","T cells CD4 memory activated",0.0112349820134736
"GSM983487","Control","GSE40012","T cells follicular helper",0
"GSM983487","Control","GSE40012","T cells regulatory (Tregs)",0
"GSM983487","Control","GSE40012","T cells gamma delta",0
"GSM983487","Control","GSE40012","NK cells resting",0.1906529547181
"GSM983487","Control","GSE40012","NK cells activated",0
"GSM983487","Control","GSE40012","Monocytes",0.244420470703788
"GSM983487","Control","GSE40012","Macrophages M0",0.000958029682434308
"GSM983487","Control","GSE40012","Macrophages M1",0
"GSM983487","Control","GSE40012","Macrophages M2",0.0014612151990088
"GSM983487","Control","GSE40012","Dendritic cells resting",0
"GSM983487","Control","GSE40012","Dendritic cells activated",0.000135150319187604
"GSM983487","Control","GSE40012","Mast cells resting",0.00593594993636873
"GSM983487","Control","GSE40012","Mast cells activated",0
"GSM983487","Control","GSE40012","Eosinophils",0
"GSM983487","Control","GSE40012","Neutrophils",0.180603137207466
"GSM983489","Control","GSE40012","B cells naive",0
"GSM983489","Control","GSE40012","B cells memory",0.0532413345932472
"GSM983489","Control","GSE40012","Plasma cells",0
"GSM983489","Control","GSE40012","T cells CD8",0.157068941297062
"GSM983489","Control","GSE40012","T cells CD4 naive",0.060932204047786
"GSM983489","Control","GSE40012","T cells CD4 memory resting",0.0422443318133517
"GSM983489","Control","GSE40012","T cells CD4 memory activated",0.00933221361720027
"GSM983489","Control","GSE40012","T cells follicular helper",0
"GSM983489","Control","GSE40012","T cells regulatory (Tregs)",0.0245464424771862
"GSM983489","Control","GSE40012","T cells gamma delta",0
"GSM983489","Control","GSE40012","NK cells resting",0.142264882217983
"GSM983489","Control","GSE40012","NK cells activated",0
"GSM983489","Control","GSE40012","Monocytes",0.17758447942883
"GSM983489","Control","GSE40012","Macrophages M0",0.00924241249658194
"GSM983489","Control","GSE40012","Macrophages M1",0
"GSM983489","Control","GSE40012","Macrophages M2",0
"GSM983489","Control","GSE40012","Dendritic cells resting",0
"GSM983489","Control","GSE40012","Dendritic cells activated",0.0106973393762401
"GSM983489","Control","GSE40012","Mast cells resting",0.0131441589015518
"GSM983489","Control","GSE40012","Mast cells activated",0
"GSM983489","Control","GSE40012","Eosinophils",0
"GSM983489","Control","GSE40012","Neutrophils",0.29970125973298
"GSM983491","Control","GSE40012","B cells naive",0.000711071645090676
"GSM983491","Control","GSE40012","B cells memory",0.00495342770813303
"GSM983491","Control","GSE40012","Plasma cells",0
"GSM983491","Control","GSE40012","T cells CD8",0.189866232763593
"GSM983491","Control","GSE40012","T cells CD4 naive",0.0275860704704931
"GSM983491","Control","GSE40012","T cells CD4 memory resting",0.0873563077013165
"GSM983491","Control","GSE40012","T cells CD4 memory activated",0.0485856361382156
"GSM983491","Control","GSE40012","T cells follicular helper",0
"GSM983491","Control","GSE40012","T cells regulatory (Tregs)",0.00626599695573729
"GSM983491","Control","GSE40012","T cells gamma delta",0
"GSM983491","Control","GSE40012","NK cells resting",0.12647785247772
"GSM983491","Control","GSE40012","NK cells activated",0
"GSM983491","Control","GSE40012","Monocytes",0.227665259831611
"GSM983491","Control","GSE40012","Macrophages M0",0.00818479659320048
"GSM983491","Control","GSE40012","Macrophages M1",0
"GSM983491","Control","GSE40012","Macrophages M2",0.00815601204567035
"GSM983491","Control","GSE40012","Dendritic cells resting",0
"GSM983491","Control","GSE40012","Dendritic cells activated",0.00254692443653799
"GSM983491","Control","GSE40012","Mast cells resting",0.0182595573740872
"GSM983491","Control","GSE40012","Mast cells activated",0
"GSM983491","Control","GSE40012","Eosinophils",0
"GSM983491","Control","GSE40012","Neutrophils",0.243384853858594
"GSM983493","Control","GSE40012","B cells naive",0
"GSM983493","Control","GSE40012","B cells memory",0.0349680816411477
"GSM983493","Control","GSE40012","Plasma cells",0
"GSM983493","Control","GSE40012","T cells CD8",0.227132432257161
"GSM983493","Control","GSE40012","T cells CD4 naive",0.0710375729207788
"GSM983493","Control","GSE40012","T cells CD4 memory resting",0
"GSM983493","Control","GSE40012","T cells CD4 memory activated",0.0240156326955078
"GSM983493","Control","GSE40012","T cells follicular helper",0
"GSM983493","Control","GSE40012","T cells regulatory (Tregs)",0.030204958487705
"GSM983493","Control","GSE40012","T cells gamma delta",0
"GSM983493","Control","GSE40012","NK cells resting",0.196009667986283
"GSM983493","Control","GSE40012","NK cells activated",0
"GSM983493","Control","GSE40012","Monocytes",0.175560329941933
"GSM983493","Control","GSE40012","Macrophages M0",0
"GSM983493","Control","GSE40012","Macrophages M1",0
"GSM983493","Control","GSE40012","Macrophages M2",0
"GSM983493","Control","GSE40012","Dendritic cells resting",0
"GSM983493","Control","GSE40012","Dendritic cells activated",0.000608887329393843
"GSM983493","Control","GSE40012","Mast cells resting",0.011494773314126
"GSM983493","Control","GSE40012","Mast cells activated",0
"GSM983493","Control","GSE40012","Eosinophils",0
"GSM983493","Control","GSE40012","Neutrophils",0.228967663425963
"GSM509706","Bacterial_Pneumonia","GSE20346","B cells naive",0
"GSM509706","Bacterial_Pneumonia","GSE20346","B cells memory",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Plasma cells",0
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells CD8",0
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells CD4 naive",0.0850546743986482
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells CD4 memory resting",0
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells CD4 memory activated",0
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells follicular helper",0
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells regulatory (Tregs)",0.0115176296466237
"GSM509706","Bacterial_Pneumonia","GSE20346","T cells gamma delta",0.0317093985747738
"GSM509706","Bacterial_Pneumonia","GSE20346","NK cells resting",0.0217400172789904
"GSM509706","Bacterial_Pneumonia","GSE20346","NK cells activated",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Monocytes",0.414875500794251
"GSM509706","Bacterial_Pneumonia","GSE20346","Macrophages M0",0.00829078695072677
"GSM509706","Bacterial_Pneumonia","GSE20346","Macrophages M1",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Macrophages M2",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Dendritic cells resting",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Dendritic cells activated",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Mast cells resting",0.0195388897294758
"GSM509706","Bacterial_Pneumonia","GSE20346","Mast cells activated",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Eosinophils",0
"GSM509706","Bacterial_Pneumonia","GSE20346","Neutrophils",0.40727310262651
"GSM509711","Bacterial_Pneumonia","GSE20346","B cells naive",0
"GSM509711","Bacterial_Pneumonia","GSE20346","B cells memory",0.0484684123528119
"GSM509711","Bacterial_Pneumonia","GSE20346","Plasma cells",0
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells CD8",0
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells CD4 naive",0.0935034712445786
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells CD4 memory resting",0
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells CD4 memory activated",0
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells follicular helper",0
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells regulatory (Tregs)",0.0146906920977244
"GSM509711","Bacterial_Pneumonia","GSE20346","T cells gamma delta",0.0186581813623518
"GSM509711","Bacterial_Pneumonia","GSE20346","NK cells resting",0.00149521091089074
"GSM509711","Bacterial_Pneumonia","GSE20346","NK cells activated",0.00952439608833499
"GSM509711","Bacterial_Pneumonia","GSE20346","Monocytes",0.309507872857506
"GSM509711","Bacterial_Pneumonia","GSE20346","Macrophages M0",0.0354525012932455
"GSM509711","Bacterial_Pneumonia","GSE20346","Macrophages M1",0
"GSM509711","Bacterial_Pneumonia","GSE20346","Macrophages M2",0
"GSM509711","Bacterial_Pneumonia","GSE20346","Dendritic cells resting",0
"GSM509711","Bacterial_Pneumonia","GSE20346","Dendritic cells activated",0.00930274916653598
"GSM509711","Bacterial_Pneumonia","GSE20346","Mast cells resting",0.0319300857632707
"GSM509711","Bacterial_Pneumonia","GSE20346","Mast cells activated",0
"GSM509711","Bacterial_Pneumonia","GSE20346","Eosinophils",0
"GSM509711","Bacterial_Pneumonia","GSE20346","Neutrophils",0.427466426862749
